t_s,theta1_deg,omega1_deg_s
5.4167,16.9289,365.5344
6.7560,9.2239,350.6809
8.0953,3.3383,371.1638
9.4150,-4.1871,341.2197
10.7516,-1.9040,384.0510
12.0799,0.2466,376.7924
13.4218,-3.8698,385.9593
14.7493,-0.2586,377.6119
16.0911,-2.7629,400.6527
17.4158,0.3633,393.2897
18.7521,-3.6154,388.6881
20.0758,-1.8526,372.1285
21.4076,-4.6091,343.5506
22.7591,-4.3173,390.8904
24.0810,-0.7096,404.4782
25.4211,-2.6493,407.1441
26.7441,-0.2865,378.6966
28.0919,-3.8799,386.8185
29.4162,0.2504,386.9025
30.7547,-5.7506,321.2813
32.0865,-2.3790,387.0159
33.4229,-2.8998,385.8017
34.7528,-3.6807,374.8807
36.0840,-4.4791,361.6326
37.4186,-0.5846,378.5418
