t_s,theta1_deg,omega1_deg_s
5.5962,2.5537,104.8367
6.6065,3.4824,87.1884
7.5982,9.4149,40.5090
8.5926,4.1082,68.8709
9.5992,6.5593,47.9444
10.5956,7.9504,62.9086
11.6059,14.1972,69.4762
12.6072,15.2335,5.2345
13.5983,13.0980,-13.5113
14.5857,5.5841,54.1754
15.5966,4.8502,94.0987
16.6054,9.8025,48.9006
17.6098,9.7479,70.2757
18.6081,14.3530,18.6319
19.6112,8.4127,9.5712
20.5979,4.1195,58.3031
21.5891,8.0020,52.0214
22.5806,5.8451,52.0403
23.5906,4.8762,75.8835
24.5999,5.0474,65.2990
25.5971,5.2073,54.1386
26.5930,9.3019,46.7546
27.5913,4.4896,62.6634
28.5989,8.8546,52.9211
29.5980,6.2561,15.8272
30.5999,5.2418,71.3320
31.6045,10.3387,78.8296
32.6045,13.8239,57.7038
33.6184,19.6803,19.5887
34.7728,50.0990,-384.2187
35.6728,54.5482,-97.4383
36.6464,52.9719,-33.5076
37.6554,-21.1470,-4.1489
