frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,656.957,484.881,657.476,637.880,-2.264,0.194,0,0.80,-1.02
1,0.01668,driven,656.900,484.878,657.439,637.877,-2.285,0.202,0,-0.47,-0.19
2,0.03337,driven,656.900,484.878,657.439,637.877,-2.285,0.202,0,-1.46,0.70
3,0.05005,driven,656.881,484.878,657.374,637.877,-2.292,0.185,0,-2.15,1.64
4,0.06673,driven,656.679,484.869,657.374,637.868,-2.368,0.260,0,-3.05,3.46
5,0.08342,driven,656.579,484.865,657.410,637.863,-2.405,0.311,0,-2.79,3.55
6,0.1001,driven,656.492,484.862,657.469,637.858,-2.438,0.366,0,-1.49,2.23
7,0.11678,driven,656.416,484.858,657.410,637.855,-2.466,0.372,0,-0.85,-0.62
8,0.13347,driven,656.416,484.858,657.410,637.855,-2.466,0.372,0,-0.13,-2.81
9,0.15015,driven,656.416,484.858,657.111,637.857,-2.466,0.260,0,-0.09,-3.82
10,0.16683,driven,656.416,484.858,657.055,637.857,-2.466,0.239,0,0.45,-3.89
11,0.18352,driven,656.416,484.858,656.855,637.858,-2.466,0.165,0,1.17,-1.43
12,0.2002,driven,656.538,484.863,656.846,637.863,-2.421,0.115,0,1.24,-5.09
13,0.21688,driven,656.554,484.864,656.775,637.864,-2.415,0.083,0,0.50,-9.97
14,0.23357,driven,656.554,484.864,655.965,637.863,-2.415,-0.221,0,0.10,-11.58
15,0.25025,driven,656.558,484.864,655.529,637.861,-2.413,-0.385,0,0.90,-7.28
16,0.26693,driven,656.637,484.868,655.526,637.864,-2.384,-0.416,0,1.12,-4.76
17,0.28362,driven,656.680,484.869,655.417,637.864,-2.368,-0.473,0,0.97,-6.75
18,0.3003,driven,656.680,484.869,654.807,637.858,-2.368,-0.701,0,-0.56,-5.80
19,0.31698,driven,656.680,484.869,654.807,637.858,-2.368,-0.701,0,-1.41,-0.07
20,0.33367,driven,656.533,484.863,654.807,637.854,-2.422,-0.646,0,-1.62,4.51
21,0.35035,driven,656.533,484.863,654.989,637.855,-2.422,-0.578,0,0.03,2.96
22,0.36703,driven,656.533,484.863,654.989,637.855,-2.422,-0.578,0,1.54,-3.56
23,0.38372,driven,656.687,484.870,654.989,637.860,-2.365,-0.636,0,1.38,-7.98
24,0.4004,driven,656.687,484.870,654.310,637.851,-2.365,-0.890,0,1.90,-8.14
25,0.41708,driven,656.758,484.873,654.310,637.853,-2.338,-0.917,0,1.81,-4.51
26,0.43377,driven,656.917,484.879,654.310,637.857,-2.279,-0.976,0,1.81,-0.51
27,0.45045,driven,656.917,484.879,654.310,637.857,-2.279,-0.976,0,0.40,-0.48
28,0.46713,driven,656.917,484.879,654.302,637.857,-2.279,-0.979,0,-0.78,0.71
