t_s,theta1_deg,omega1_deg_s
5.0000,7.6427,-220.9315
6.0000,11.2949,-218.4286
7.0000,6.1177,-228.6368
8.0000,2.6512,-226.8233
9.0000,11.6474,-209.0282
10.0000,9.1871,-219.0758
11.0000,13.7661,-209.5980
12.0000,0.4000,-275.5577
13.0000,-2.0440,-264.6981
14.0000,1.0805,-226.9599
15.0000,10.9564,-211.4814
16.0000,11.5758,-226.9244
17.0000,8.4130,-244.1754
18.0000,3.2394,-263.2241
19.0000,1.0368,-264.5647
20.0000,6.3103,-213.2712
21.0000,7.3657,-208.5270
22.0000,1.7223,-210.4326
23.0000,9.6359,-203.2026
24.0000,9.9185,-219.8158
25.0000,6.9694,-227.6707
26.0000,8.4199,-217.9246
27.0000,3.0445,-232.6183
28.0000,11.5728,-216.7901
29.0000,3.9134,-242.3891
30.0000,10.0638,-222.2688
31.0000,10.7702,-230.0249
32.0000,5.0828,-265.1976
33.0000,3.9525,-286.4349
34.0000,-1.1658,-327.5885
35.0000,-23.9164,-310.6190
36.0000,-24.4836,-338.2119
37.0000,-8.2423,-154.0142
38.0000,14.3452,20.8202
