t_s,theta1_deg,omega1_deg_s
6.1267,55.5960,67.1046
6.4403,3.1993,-865.2547
6.8497,-24.9567,344.3368
7.7124,-11.5089,305.4929
8.5451,-5.7401,526.8718
9.0364,-38.9707,-750.8154
9.3517,-19.1052,187.1503
14.9689,-95.4220,27.6871
17.0098,74.2530,-78.6794
17.3916,-83.2621,-274.3451
17.6918,-18.9172,252.7746
20.4598,90.4396,-377.7305
22.7935,55.3530,43.0865
23.0989,2.8849,-858.5967
23.5157,-28.2896,445.2230
24.1037,-83.7597,-222.3612
26.9712,65.3510,44.6185
27.2752,-10.8003,-865.4369
27.6872,-27.9139,556.6401
28.2093,-48.0011,-724.7406
28.5171,-18.5337,229.5428
30.8065,-103.6560,79.1700
31.9875,44.4740,-93.2281
32.3236,-39.5252,-655.2614
32.6701,-30.0366,418.7882
33.3419,-89.5039,173.4651
33.6807,100.4155,259.4363
35.3304,70.5080,-20.4532
35.6668,-55.7158,-606.1058
36.0126,-33.9226,567.1833
36.5642,-62.3610,-542.0547
36.8768,6.3167,53.7945
