t_s,theta1_deg,omega1_deg_s
5.0000,-48.4647,-304.7440
5.8333,-62.9939,106.8982
6.6667,-69.7289,128.4914
7.5000,-81.1808,129.1250
8.3333,-75.6030,2.3574
9.1667,-53.5866,335.9420
10.0000,-50.4374,-151.4600
10.8333,-68.5730,45.4067
11.6667,-73.5660,-10.4627
12.5000,-63.9247,33.8506
13.3333,-76.2930,-73.5925
14.1667,-61.8232,52.6674
15.0000,-91.7443,260.0101
15.8333,-54.8320,-256.1650
16.6667,-65.3511,51.6619
17.5000,-67.4289,486.1845
18.3333,-47.7181,51.5886
19.1667,-73.1830,3.5492
20.0000,-69.3698,106.8531
20.8333,-52.2110,-30.1596
21.6667,-72.2270,10.9579
22.5000,-67.2800,134.9622
23.3333,-75.5535,150.9604
24.1667,-78.7595,346.4428
25.0000,-65.5591,-364.8806
25.8333,-74.0941,106.6171
26.6667,-62.2063,118.7870
27.5000,-78.1091,72.7189
28.3333,-57.6355,381.4593
29.1667,-49.4408,-145.9405
30.0000,-74.0260,23.9788
30.8333,-98.8212,298.7623
31.6667,-50.2855,-196.4394
32.5000,-60.1673,233.2253
33.3333,-91.2671,113.9613
34.1667,-63.5037,-328.3486
35.0000,-71.1981,98.0581
35.8333,-70.8687,158.8792
36.6667,-63.8200,430.7632
