frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,659.815,484.967,656.709,637.935,-1.193,-1.163,0,0.25,-0.69
1,0.01668,driven,659.815,484.967,656.709,637.935,-1.193,-1.163,0,-0.30,0.29
2,0.03337,driven,659.815,484.967,656.709,637.935,-1.193,-1.163,0,-0.61,0.76
3,0.05005,driven,659.737,484.965,656.709,637.935,-1.222,-1.134,0,-0.68,0.73
4,0.06673,driven,659.737,484.965,656.696,637.935,-1.222,-1.139,0,-0.36,-0.10
5,0.08342,driven,659.737,484.965,656.696,637.935,-1.222,-1.139,0,0.03,-0.87
6,0.1001,driven,659.723,484.965,656.610,637.933,-1.227,-1.166,0,-0.12,-0.64
7,0.11678,driven,659.723,484.965,656.610,637.933,-1.227,-1.166,0,-0.05,-0.29
8,0.13347,driven,659.723,484.965,656.610,637.933,-1.227,-1.166,0,-0.20,0.27
9,0.15015,driven,659.723,484.965,656.609,637.933,-1.227,-1.166,0,0.46,-0.36
10,0.16683,driven,659.723,484.965,656.609,637.933,-1.227,-1.166,0,1.05,-0.50
11,0.18352,driven,659.837,484.967,656.660,637.934,-1.184,-1.190,0,1.05,0.03
12,0.2002,driven,659.838,484.967,656.715,637.935,-1.184,-1.170,0,0.84,0.42
13,0.21688,driven,659.838,484.967,656.776,637.937,-1.184,-1.146,0,-1.00,2.85
14,0.23357,driven,659.837,484.967,656.845,637.938,-1.184,-1.121,0,-1.76,3.98
15,0.25025,driven,659.646,484.963,656.991,637.940,-1.256,-0.994,0,-1.68,3.42
16,0.26693,driven,659.646,484.963,657.017,637.941,-1.256,-0.984,0,-0.95,1.96
17,0.28362,driven,659.646,484.963,657.017,637.941,-1.256,-0.984,0,-0.19,-0.65
18,0.3003,driven,659.602,484.962,657.017,637.940,-1.273,-0.968,0,0.09,-1.67
19,0.31698,driven,659.602,484.962,656.856,637.938,-1.273,-1.028,0,0.09,-1.64
20,0.33367,driven,659.676,484.964,656.848,637.938,-1.245,-1.059,0,-0.19,-0.56
21,0.35035,driven,659.570,484.962,656.848,637.937,-1.284,-1.020,0,-0.63,0.55
22,0.36703,driven,659.570,484.962,656.848,637.937,-1.284,-1.020,0,-0.36,1.50
23,0.38372,driven,659.576,484.962,656.868,637.938,-1.282,-1.014,0,-0.07,2.40
24,0.4004,driven,659.576,484.962,657.101,637.942,-1.282,-0.927,0,-0.71,2.93
25,0.41708,driven,659.497,484.960,657.101,637.941,-1.312,-0.897,0,-0.76,1.63
26,0.43377,driven,659.497,484.960,657.101,637.941,-1.312,-0.897,0,-0.35,-0.12
27,0.45045,driven,659.495,484.960,657.101,637.941,-1.313,-0.897,0,0.13,-0.24
28,0.46713,driven,659.495,484.960,657.104,637.941,-1.313,-0.896,0,-0.40,0.39
29,0.48382,driven,659.495,484.960,657.104,637.941,-1.313,-0.896,0,0.60,0.40
30,0.5005,driven,659.495,484.960,657.155,637.942,-1.313,-0.876,0,2.22,-0.38
31,0.51718,driven,659.691,484.964,657.278,637.945,-1.239,-0.904,0,2.74,-1.86
32,0.53387,driven,659.793,484.966,657.278,637.946,-1.201,-0.942,0,1.72,-2.39
33,0.55055,driven,659.793,484.966,657.163,637.944,-1.201,-0.985,0,0.28,-1.58
34,0.56723,driven,659.793,484.966,657.162,637.944,-1.201,-0.985,0,-0.69,0.17
35,0.58392,driven,659.793,484.966,657.163,637.944,-1.201,-0.985,0,-1.11,1.50
36,0.6006,driven,659.661,484.964,657.163,637.943,-1.250,-0.935,0,-1.66,1.99
37,0.61728,driven,659.646,484.963,657.200,637.944,-1.256,-0.916,0,-1.38,1.74
38,0.63397,driven,659.570,484.962,657.200,637.943,-1.285,-0.887,0,-0.59,0.74
39,0.65065,driven,659.570,484.962,657.208,637.943,-1.285,-0.884,0,-0.13,0.26
40,0.66733,driven,659.570,484.962,657.208,637.943,-1.285,-0.884,0,0.49,-0.18
