t_s,theta1_deg,omega1_deg_s
3.1829,-51.3252,303.6312
3.8901,-8.7856,-583.7649
4.5778,51.2978,288.5116
5.6504,67.2389,156.0775
6.6444,61.8063,133.2832
7.6116,61.0563,198.5373
8.6572,65.3860,49.5907
9.5925,56.0208,195.7895
10.6315,65.1071,111.2546
11.6090,57.4865,128.9592
12.6277,64.5064,109.5470
13.6110,56.2506,109.4662
14.6533,64.3822,50.4898
15.6092,53.8531,140.4501
16.7264,59.5131,-75.4174
17.6423,56.5586,163.1940
18.7655,49.4585,-142.6443
19.7857,59.4994,-80.9298
20.7040,55.0369,145.1796
21.8365,45.0438,-173.7603
23.0015,17.6020,-449.1894
23.9331,54.0785,-126.1612
24.8327,54.3949,111.4761
25.9394,42.9692,-159.3855
27.1441,-7.6126,-464.7580
28.3321,-47.3525,-100.8432
29.3948,-54.7016,75.8706
30.2579,-43.8009,-205.4997
31.0482,42.3699,-207.7446
31.9150,52.2690,43.7336
33.0024,36.4569,-204.1091
34.1967,-21.4311,-360.9850
35.3354,-49.2829,-12.0546
36.3034,-53.3493,-44.1215
37.0328,26.9259,-330.8341
37.8632,49.5140,-0.2944
38.9469,28.0730,-269.9891
40.1205,-30.2947,-244.4372
