t_s,theta1_deg,omega1_deg_s
1.0711,-11.8799,-144.6530
2.4117,13.9122,-100.5696
3.7769,25.9756,115.1798
5.0899,8.4360,361.0300
6.3567,-26.9900,133.3842
7.7106,-18.9447,-28.9044
9.0501,-0.9672,-157.6514
10.3909,16.3471,-45.9737
11.7398,23.3548,91.3445
13.0788,23.9748,208.0948
14.3039,-21.4936,248.0431
15.6287,-24.7332,128.5815
16.9661,-21.1717,38.1631
18.3036,-15.5450,-47.7413
19.6333,-4.9728,-129.9096
20.9605,7.0626,-110.9382
22.2919,14.2575,-37.8232
23.6227,17.3751,16.2533
24.9530,18.2229,42.8319
