t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
36.2205,53.6301,-307.8534,-73.6319,221.1847
37.0079,50.8225,-283.2701,-84.3845,-145.5654
37.7953,45.0411,-320.5280,-82.7495,-166.2835
38.5827,51.7830,-304.1633,-82.2811,-204.8480
39.3701,48.7264,-318.9843,-85.8611,-235.1755
40.1575,49.9946,-348.5410,-91.7814,-269.8673
40.9449,51.0284,-361.6305,-92.0991,-324.3788
41.7323,51.7769,-359.5274,-91.9329,-326.6499
42.5197,51.4099,-367.8781,-92.7022,-314.9770
43.3071,49.0263,-366.0352,-91.8967,-303.2760
44.0945,47.9534,-394.0688,-98.6893,-390.1894
44.8819,59.2657,-343.1592,-83.8454,-295.1023
45.6693,43.9495,-380.8073,-86.7255,-261.6048
46.4567,46.1754,-364.7241,-92.7855,-281.9171
47.2441,49.1630,-408.3237,-104.2421,-447.6222
48.0315,68.9122,-295.8114,-23.7309,146.3472
48.8189,31.6103,-546.1533,39.5422,1063.3540
49.6063,30.3658,-305.8891,99.3575,710.7701
50.3937,50.7733,-338.6231,-122.1016,-505.8454
51.1811,62.2045,-294.0542,-30.7555,309.9158
51.9685,28.3960,-448.0383,64.1925,899.6317
52.7559,34.6220,-288.5232,101.4364,734.9947
53.5433,53.9970,-334.0476,-117.1309,-474.8104
54.3307,51.2050,-151.1917,119.0777,351.0515
55.1181,51.4586,-284.8113,11.8394,-321.3219
55.9055,60.9429,-293.4915,-60.4765,303.6448
56.6929,37.3713,-446.2544,22.0379,1009.0799
57.4803,38.5147,-565.7743,42.8423,1028.2146
58.2677,67.3866,-329.6915,-37.5639,376.0482
59.0551,25.4421,-271.8483,95.2827,771.6767
59.8425,51.4141,-135.1992,134.6135,198.7546
60.6299,49.7163,-277.4322,-1.2365,-325.9897
61.4173,28.2441,-380.8053,82.7527,883.1151
62.2047,54.6648,-273.6447,-89.8593,-139.8537
62.9921,43.2440,-364.0363,-85.1312,-241.8967
63.7795,50.7102,-344.2637,-90.2060,-277.3722
64.5669,47.0199,-354.7169,-90.3507,-286.1516
65.3543,49.3245,-375.9635,-95.8303,-333.1215
66.1417,55.1409,-352.4752,-88.8667,-317.4689
66.9291,48.6408,-379.2955,-93.1834,-338.9274
67.7165,49.4882,-372.7712,-93.1630,-325.5468
68.5039,49.6609,-368.3650,-91.5200,-315.2921
69.2913,50.1931,-380.2759,-96.3449,-373.2026
70.0787,59.7751,-360.4355,-85.4223,-315.7033
70.8661,45.9232,-376.4158,-89.5052,-294.1336
71.6535,49.7745,-379.7026,-101.1140,-401.4856
72.4409,69.3545,-299.1028,-35.9041,61.8970
73.2283,22.9524,-281.8176,92.0580,753.2626
74.0157,27.2680,-220.4797,113.7506,688.3623
74.8031,54.6742,-120.3832,136.9613,615.8507
75.5906,45.2532,-186.8992,125.1842,611.4764
76.3780,50.8509,-158.4020,124.6269,258.0344
77.1654,44.9092,-339.2996,-36.5215,-212.8426
77.9528,29.5882,-24.8519,130.1084,678.1821
78.7402,45.9551,-203.6277,129.0858,592.8677
79.5276,50.8933,-157.8760,116.6981,319.0700
80.3150,49.7812,-278.8528,10.7441,-354.1272
81.1024,59.2097,-305.1409,-68.2823,243.1198
81.8898,54.0545,-266.5783,-31.0523,362.8956
82.6772,22.9965,-354.2365,75.8861,821.2209
83.4646,54.7462,-449.4021,13.3854,792.1307
84.2520,53.0447,-222.9372,134.4362,-655.0156
85.0394,19.3289,-181.5750,95.4461,793.0449
85.8268,54.1957,-198.1256,121.3858,582.8084
86.6142,52.3912,-367.6533,-23.4701,563.9766
87.4016,27.9618,-299.6195,96.0501,758.3879
88.1890,45.1143,-439.6937,-81.3455,-359.6434
88.9764,54.2486,-355.0271,-97.3892,-338.4397
89.7638,63.1268,-304.4742,-56.3334,-60.6373
90.5512,41.5964,-471.6466,43.2180,899.3339
91.3386,50.8924,-241.7498,145.2533,-628.5568
92.1260,23.6588,-32.5316,127.3562,769.4579
92.9134,44.8112,-291.8407,116.3653,514.8827
93.7008,63.6494,-330.6259,-84.9688,59.8408
94.4882,41.7203,-364.3315,-81.2472,-276.3026
95.2756,54.8145,-327.4239,-84.4365,-251.7725
96.0630,42.7349,-353.0832,-85.4561,-211.6993
96.8504,49.1084,-346.4894,-91.5910,-264.3902
97.6378,47.6983,-356.5325,-91.1863,-271.6799
98.4252,49.3366,-380.0411,-98.4330,-359.5346
99.2126,60.8000,-328.2341,-72.1690,-203.7476
100.0000,53.8055,-288.3826,-73.5530,-113.5304
100.7874,48.8610,-277.1861,-50.4216,151.3527
101.5748,25.9386,-314.7067,79.3610,752.0665
102.3622,33.6655,-374.5957,82.6193,810.0476
103.1496,33.8101,-321.0037,98.4201,716.7697
103.9370,60.5191,-342.6852,-10.0438,481.9191
104.7244,54.2846,-305.9714,-82.7718,152.9427
105.5118,41.4777,-347.3528,-97.8932,-266.2262
106.2992,54.9545,-375.8776,-96.9669,-389.9640
107.0866,61.8062,-318.3205,-67.8407,-202.7881
107.8740,56.7131,-267.8879,-55.2714,23.4929
108.6614,33.5136,-386.6624,65.1181,845.5509
109.4488,51.6227,-480.9555,-1.0003,918.8462
110.2362,52.3525,-556.4282,18.9175,1000.7062
111.0236,58.1201,-218.9793,137.2473,-564.6642
111.8110,24.4906,-491.1121,53.1506,1032.8637
112.5984,54.4159,-487.0197,19.3994,876.9389
113.3858,57.6555,-176.0574,83.6012,-682.0630
114.1732,53.1729,-266.7376,-60.2621,366.4997
114.9606,53.4226,-332.6841,-13.6504,511.8299
115.7480,28.5393,-510.4466,50.7487,948.4966
116.5354,29.6151,-329.7908,89.1095,732.9658
117.3228,30.8005,-355.3726,80.3207,835.9452
118.1102,36.0854,-431.3874,73.2452,858.6745
118.8976,60.8751,-303.6343,-72.6354,188.2521
119.6850,52.6241,-272.9423,-77.6213,-61.2245
120.4724,43.8980,-291.9636,-67.1189,81.4576
121.2598,43.6188,-442.6575,12.4804,787.1958
122.0472,51.3506,-313.1691,-56.4287,399.5175
122.8346,45.6844,-439.1817,9.7873,853.5227
123.6220,50.2394,-402.9291,-19.9437,722.4066
124.4094,27.2798,-288.4486,96.4608,740.6011
125.1969,41.9205,-388.7823,-137.0020,-657.6738
125.9843,53.0908,-135.1079,88.8316,-734.5189
126.7717,22.4458,-463.7472,54.6100,1053.0442
127.5591,60.2078,-239.2158,67.7651,-504.6241
128.3465,43.7941,-203.1308,151.0138,-629.1507
129.1339,23.6803,66.0427,140.2871,794.1903
129.9213,61.1169,-366.2638,16.9742,484.1743
130.7087,55.4278,-260.0644,41.5406,-448.6967
131.4961,49.7620,-296.7397,-124.1128,-141.9326
132.2835,67.0006,-289.0963,-28.3675,106.1299
133.0709,21.8330,-364.9131,72.0511,847.6033
133.8583,58.9619,-374.7861,-2.5181,647.5594
134.6457,47.2684,-340.1799,-128.5267,-186.7435
135.4331,58.5673,-417.0024,27.7419,612.6124
136.2205,54.6661,-324.7699,11.0274,-264.5702
137.0079,46.4024,-333.4278,-150.9856,-376.8969
137.7953,24.5876,-422.4920,-113.7869,-420.0302
138.5827,54.1670,-442.7673,55.4570,727.4793
139.3701,49.3765,-340.4584,-20.8672,-278.1917
140.1575,28.0119,-51.6161,135.0006,689.9835
140.9449,42.6814,-288.3645,110.4970,547.2885
141.7323,59.9305,-149.9162,83.8335,-735.3535
142.5197,49.6573,-264.5830,-72.2260,327.9928
143.3071,48.2670,-268.9391,-65.6790,43.5227
144.0945,42.9892,-428.5971,1.4410,812.7297
144.8819,34.1573,-564.5532,20.6621,1085.4143
145.6693,26.4787,-311.2852,97.1154,710.1948
146.4567,55.5272,-298.2045,-89.5582,-143.1509
147.2441,41.6895,-353.5787,-83.1644,-185.5622
148.0315,51.8006,-318.6982,-78.2450,-131.5388
148.8189,47.9044,-298.9715,-68.0272,-3.3150
149.6063,47.2916,-347.4076,-20.0926,481.4939
150.3937,21.8963,-343.9954,75.0860,791.1151
