frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,584.712,491.991,578.619,652.876,0.609,-2.169,0,-10.26,11.22
1,0.01668,driven,584.712,491.991,578.624,652.876,0.609,-2.167,0,-3.37,3.69
2,0.03337,driven,584.390,491.994,578.649,652.892,0.495,-2.043,0,1.76,-1.79
3,0.05005,driven,584.390,491.994,578.649,652.892,0.495,-2.043,0,5.14,-5.21
4,0.06673,driven,585.069,491.987,578.649,652.859,0.736,-2.285,0,8.96,-8.77
5,0.08342,driven,585.276,491.984,578.649,652.847,0.810,-2.359,0,6.09,-5.48
6,0.1001,driven,585.458,491.981,578.724,652.840,0.875,-2.397,0,1.42,-0.68
7,0.11678,driven,585.487,491.981,578.736,652.839,0.885,-2.403,0,0.69,0.46
8,0.13347,driven,585.487,491.981,578.780,652.841,0.885,-2.387,0,-0.31,1.43
9,0.15015,driven,585.458,491.981,578.884,652.847,0.875,-2.340,0,-2.51,3.56
10,0.16683,driven,585.329,491.983,578.901,652.855,0.829,-2.288,0,-5.12,6.94
11,0.18352,driven,584.977,491.988,578.981,652.876,0.703,-2.134,0,-3.80,6.58
12,0.2002,driven,584.834,491.990,579.227,652.892,0.653,-1.996,0,-1.65,6.08
13,0.21688,driven,584.977,491.988,579.373,652.890,0.703,-1.995,0,-1.26,5.98
14,0.23357,driven,584.751,491.990,579.627,652.909,0.623,-1.824,0,-3.07,6.40
15,0.25025,driven,584.578,491.992,579.740,652.920,0.562,-1.722,0,-1.77,3.41
16,0.26693,driven,584.578,491.992,579.740,652.920,0.562,-1.722,0,1.70,-1.67
17,0.28362,driven,584.802,491.990,579.740,652.910,0.641,-1.802,0,2.16,-2.14
18,0.3003,driven,584.802,491.990,579.769,652.911,0.641,-1.791,0,0.93,-0.44
19,0.31698,driven,584.802,491.990,579.783,652.912,0.641,-1.786,0,0.38,0.28
20,0.33367,driven,584.853,491.989,579.822,652.911,0.660,-1.791,0,0.81,-0.30
21,0.35035,driven,584.917,491.989,579.843,652.909,0.682,-1.806,0,0.30,0.02
22,0.36703,driven,584.867,491.989,579.843,652.911,0.664,-1.788,0,0.26,-0.28
23,0.38372,driven,584.867,491.989,579.843,652.911,0.664,-1.788,0,-1.43,1.29
24,0.4004,driven,584.867,491.989,579.829,652.910,0.664,-1.793,0,-2.62,2.22
25,0.41708,driven,584.561,491.992,579.811,652.922,0.556,-1.691,0,-2.82,2.22
26,0.43377,driven,584.546,491.993,579.770,652.922,0.550,-1.700,0,-2.32,1.85
27,0.45045,driven,584.546,491.993,579.750,652.921,0.550,-1.707,0,2.28,-2.97
28,0.46713,driven,584.561,491.992,579.729,652.920,0.556,-1.720,0,6.39,-7.74
29,0.48382,driven,585.141,491.986,579.632,652.891,0.762,-1.961,0,7.78,-9.36
30,0.5005,driven,585.446,491.981,579.543,652.873,0.871,-2.101,0,5.92,-6.63
31,0.51718,driven,585.446,491.981,579.534,652.873,0.871,-2.104,0,-1.65,-0.21
32,0.53387,driven,585.446,491.981,579.477,652.871,0.871,-2.125,0,-6.54,2.49
33,0.55055,driven,584.872,491.989,579.113,652.886,0.666,-2.050,0,-7.49,2.72
34,0.56723,driven,584.624,491.992,578.966,652.892,0.578,-2.014,0,-3.72,0.73
35,0.58392,driven,584.624,491.992,578.923,652.891,0.578,-2.029,0,1.58,-2.16
36,0.6006,driven,584.789,491.990,578.893,652.882,0.637,-2.099,0,1.91,-2.35
37,0.61728,driven,584.789,491.990,578.863,652.881,0.637,-2.109,0,0.96,-1.36
38,0.63397,driven,584.789,491.990,578.841,652.880,0.637,-2.117,0,-0.98,0.18
39,0.65065,driven,584.789,491.990,578.817,652.879,0.637,-2.126,0,-2.14,1.04
40,0.66733,driven,584.614,491.992,578.723,652.884,0.574,-2.097,0,-0.48,-0.63
41,0.68402,driven,584.614,491.992,578.708,652.884,0.574,-2.102,0,2.38,-3.08
42,0.7007,driven,584.931,491.988,578.687,652.867,0.687,-2.223,0,3.75,-3.58
43,0.71738,driven,585.005,491.988,578.687,652.863,0.714,-2.249,0,1.89,-1.87
44,0.73407,driven,585.005,491.988,578.723,652.865,0.714,-2.236,0,0.37,-0.13
45,0.75075,driven,585.012,491.987,578.687,652.863,0.716,-2.252,0,-1.29,1.48
46,0.76743,driven,585.012,491.987,578.744,652.865,0.716,-2.231,0,-3.04,3.70
47,0.78412,driven,584.678,491.991,578.754,652.882,0.597,-2.109,0,-3.27,4.12
48,0.8008,driven,584.638,491.992,578.832,652.887,0.583,-2.067,0,-1.62,2.54
49,0.81748,driven,584.638,491.992,578.841,652.887,0.583,-2.064,0,0.32,1.49
50,0.83417,driven,584.638,491.992,578.965,652.892,0.583,-2.019,0,0.39,1.57
51,0.85085,driven,584.638,491.992,579.096,652.896,0.583,-1.973,0,0.87,2.16
