t_s,theta1_deg,omega1_deg_s
6.4300,-1.1465,-694.3708
7.3251,-54.4588,-302.4217
8.0155,-12.4178,-586.3692
8.6517,51.9487,-355.2077
9.6107,-23.8767,-594.7982
10.3862,-29.2976,-476.4725
10.9150,49.9000,-32.9248
11.6502,38.5580,-51.5925
12.0628,-47.4236,-378.1209
12.7711,-38.8634,-478.6117
13.4850,8.9526,-602.9818
14.0955,53.3490,-178.5515
14.9082,66.1938,-314.7704
16.3988,28.2160,-92.3589
16.9265,-44.2462,282.4070
17.1590,52.7178,340.9302
18.2323,-3.7182,-587.1818
18.8020,54.8251,-203.8544
19.4384,8.2476,475.4929
20.1438,-20.1140,420.7682
21.2214,60.9945,-337.7996
22.6845,27.0340,-39.7956
23.1867,-50.7075,164.2273
23.4657,61.2195,275.6277
24.5729,-29.5046,-486.6385
25.0725,42.1590,-15.8514
25.6941,-17.1338,436.3471
26.7026,67.2771,-326.8288
27.5627,60.1329,-474.4140
28.9995,32.0190,-82.9083
29.4500,-56.0390,-9.9920
29.9013,69.1148,-273.8948
31.4466,45.2307,-412.5576
32.0484,-3.5512,96.0694
34.0111,-15.0413,-651.7965
34.8096,-37.1661,-481.0153
35.4254,50.5082,-334.6825
36.3329,-0.6450,-691.5347
37.1950,-32.1876,-501.8214
37.9756,-36.5815,-458.4555
38.7683,-32.7785,-498.9131
39.5664,-40.4297,-449.1587
40.3802,-51.8253,-370.7001
41.1686,-52.5860,-381.3716
41.9556,-52.1837,-381.5483
42.7460,-54.8019,-370.6939
43.5216,-51.8460,-385.8644
44.3356,-61.8126,-302.3035
45.0924,-43.0990,-486.4319
45.8677,-50.0372,-386.1987
46.6690,-52.0282,-371.3057
47.5212,-69.1850,-78.6831
48.1007,39.9937,-572.5947
48.7834,49.8660,-421.4440
49.5134,66.3210,-122.0700
51.2338,40.7456,-560.0165
51.9105,56.2354,-345.8402
52.6605,68.5504,-124.6389
54.0886,-10.8364,203.9487
55.2037,17.6147,-480.3133
56.0002,16.1050,-701.1486
56.6716,45.8696,-338.2406
57.4391,59.4689,-377.7057
58.3278,39.6336,-654.4017
58.9683,57.5642,-205.4842
59.6063,-3.7051,82.1575
60.7453,-0.0651,-476.4040
61.3442,61.7686,-280.2957
62.4015,-33.5191,-510.7632
63.1832,-45.8303,-400.1544
63.9924,-47.7446,-407.7756
64.7772,-50.9297,-383.2543
65.5877,-57.2962,-330.9474
66.3602,-48.8433,-428.1281
67.1532,-55.3920,-351.2515
67.9413,-54.7778,-361.5168
68.7234,-53.0989,-377.1520
69.5343,-60.7787,-289.5837
70.2953,-45.2765,-459.1172
71.0774,-53.7577,-371.5251
