n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.5118,49.4997,60.6906,-139.2728,-80.7411
1,6.2992,60.6906,42.4409,-80.7411,-97.8933
2,7.0866,42.4409,53.1736,-97.8933,-63.1147
3,7.8740,53.1736,48.5388,-63.1147,6.9568
4,8.6614,48.5388,52.1319,6.9568,-97.1661
5,9.4488,52.1319,49.0132,-97.1661,-50.5536
6,10.2362,49.0132,26.2708,-50.5536,101.3014
7,11.0236,26.2708,36.8370,101.3014,170.1838
8,11.8110,36.8370,47.8080,170.1838,-71.7142
9,12.5984,47.8080,50.8229,-71.7142,-49.8373
10,13.3858,50.8229,25.4886,-49.8373,74.3354
11,14.1732,25.4886,40.7599,74.3354,49.7621
12,14.9606,40.7599,54.0202,49.7621,-172.0930
13,15.7480,54.0202,28.2117,-172.0930,142.7171
14,16.5354,28.2117,41.8304,142.7171,97.4809
15,17.3228,41.8304,62.8223,97.4809,-12.6515
16,18.1102,62.8223,23.1853,-12.6515,111.4818
17,18.8976,23.1853,48.6136,111.4818,141.4394
18,19.6850,48.6136,49.1788,141.4394,128.5668
19,20.4724,49.1788,43.5446,128.5668,37.3763
20,21.2598,43.5446,52.5733,37.3763,0.3509
21,22.0472,52.5733,33.1660,0.3509,153.2418
22,22.8346,33.1660,44.6332,153.2418,94.8441
23,23.6220,44.6332,56.3318,94.8441,-36.1028
24,24.4094,56.3318,25.8544,-36.1028,120.4829
25,25.1969,25.8544,47.0139,120.4829,127.6406
26,25.9843,47.0139,35.0947,127.6406,73.8309
27,26.7717,35.0947,61.7744,73.8309,-2.8245
28,27.5591,61.7744,57.6368,-2.8245,178.0041
29,28.3465,57.6368,28.7060,178.0041,145.2736
30,29.1339,28.7060,62.9150,145.2736,9.4625
31,29.9213,62.9150,54.5223,9.4625,87.9392
32,30.7087,54.5223,21.3618,87.9392,62.6416
33,31.4961,21.3618,45.9569,62.6416,121.2888
34,32.2835,45.9569,51.6005,121.2888,27.5578
35,33.0709,51.6005,56.5466,27.5578,-90.5140
36,33.8583,56.5466,44.7503,-90.5140,-61.6005
37,34.6457,44.7503,47.7913,-61.6005,4.5473
38,35.4331,47.7913,53.6301,4.5473,-73.6319
39,36.2205,53.6301,50.8225,-73.6319,-84.3845
40,37.0079,50.8225,45.0411,-84.3845,-82.7495
41,37.7953,45.0411,51.7830,-82.7495,-82.2811
42,38.5827,51.7830,48.7264,-82.2811,-85.8611
43,39.3701,48.7264,49.9946,-85.8611,-91.7814
44,40.1575,49.9946,51.0284,-91.7814,-92.0991
45,40.9449,51.0284,51.7769,-92.0991,-91.9329
46,41.7323,51.7769,51.4099,-91.9329,-92.7022
47,42.5197,51.4099,49.0263,-92.7022,-91.8967
