frame,time_s,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout
607,10.12678,606,515,,,,,1
608,10.14347,614,515,,,,,1
609,10.16015,621,514,501,622,4.674,-48.013,0
610,10.17683,627,514,,,,,1
611,10.19352,634,513,524,631,9.345,-42.99,0
612,10.2102,639,512,537,637,11.17,-39.214,0
613,10.22688,643,511,554,647,12.645,-33.201,0
614,10.24357,646,510,568,653,13.775,-28.61,0
615,10.26025,647,510,586,661,14.123,-21.997,0
616,10.27693,,,,,,,1
617,10.29362,646,511,626,673,13.69,-7.038,0
618,10.3103,642,511,648,676,12.295,2.083,0
619,10.32698,639,512,,,,,1
620,10.34367,634,513,,,,,1
621,10.36035,629,513,,,,,1
622,10.37703,625,514,,,,,1
623,10.39372,623,514,,,,,1
624,10.4104,621,514,,,,,1
625,10.42708,621,514,,,,,1
626,10.44377,621,514,,,,,1
627,10.46045,621,514,,,,,1
628,10.47713,622,514,,,,,1
629,10.49382,623,514,,,,,1
630,10.5105,625,514,,,,,1
631,10.52718,627,514,,,,,1
632,10.54387,628,513,,,,,1
633,10.56055,630,513,,,,,1
634,10.57723,632,513,,,,,1
635,10.59392,633,512,,,,,1
636,10.6106,635,512,,,,,1
637,10.62728,638,511,,,,,1
638,10.64397,640,511,,,,,1
639,10.66065,642,511,,,,,1
640,10.67733,645,511,,,,,1
641,10.69402,648,509,,,,,1
642,10.7107,652,508,,,,,1
643,10.72738,657,507,,,,,1
644,10.74407,661,506,,,,,1
645,10.76075,665,504,,,,,1
646,10.77743,669,503,,,,,1
647,10.79412,671,502,,,,,1
648,10.8108,672,501,,,,,1
649,10.82748,,,638,662,,,1
650,10.84417,670,503,,,,,1
651,10.86085,666,504,,,,,1
652,10.87753,661,506,593,654,19.341,-24.677,0
653,10.89422,655,508,,,,,1
654,10.9109,649,509,,,,,1
655,10.92758,640,511,,,,,1
656,10.94427,631,513,,,,,1
657,10.96095,621,514,,,,,1
658,10.97763,609,515,,,,,1
659,10.99432,598,515,,,,,1
660,11.011,585,514,,,,,1
661,11.02768,573,512,,,,,1
662,11.04437,560,509,,,,,1
663,11.06105,547,504,,,,,1
664,11.07773,537,500,,,,,1
665,11.09442,528,495,,,,,1
666,11.1111,520,490,,,,,1
667,11.12778,514,485,,,,,1
668,11.14447,509,481,,,,,1
669,11.16115,504,477,,,,,1
670,11.17783,501,475,,,,,1
671,11.19452,500,474,,,,,1
672,11.2112,499,474,,,,,1
673,11.22788,500,474,,,,,1
674,11.24457,502,475,,,,,1
675,11.26125,505,478,,,,,1
676,11.27793,510,482,,,,,1
677,11.29462,515,486,,,,,1
678,11.3113,522,491,,,,,1
679,11.32798,530,496,,,,,1
680,11.34467,539,501,,,,,1
681,11.36135,549,505,,,,,1
682,11.37803,560,508,,,,,1
683,11.39472,571,511,,,,,1
684,11.4114,581,513,,,,,1
685,11.42808,591,514,,,,,1
686,11.44477,601,515,,,,,1
687,11.46145,610,515,,,,,1
688,11.47813,618,515,503,627,3.576,-45.757,0
689,11.49482,625,514,514,630,6.103,-43.738,0
690,11.5115,632,513,,,,,1
691,11.52818,638,512,538,640,10.818,-37.999,0
692,11.54487,643,511,,,,,1
693,11.56155,646,510,569,652,13.775,-28.469,0
694,11.57823,649,510,,,,,1
695,11.59492,649,509,604,666,14.908,-15.994,0
696,11.6116,649,509,622,671,14.908,-9.462,0
697,11.62828,647,510,,,,,1
698,11.64497,644,511,,,,,1
699,11.66165,640,511,,,,,1
700,11.67833,635,512,,,,,1
701,11.69502,631,513,,,,,1
702,11.7117,629,513,,,,,1
703,11.72838,626,514,,,,,1
704,11.74507,625,514,,,,,1
705,11.76175,625,514,,,,,1
706,11.77843,625,514,,,,,1
707,11.79512,626,514,,,,,1
708,11.8118,627,514,,,,,1
709,11.82848,,,,,,,1
710,11.84517,629,513,,,,,1
711,11.86185,631,512,,,,,1
712,11.87853,631,513,,,,,1
713,11.89522,633,513,,,,,1
714,11.9119,634,512,,,,,1
715,11.92858,636,512,,,,,1
716,11.94527,637,512,,,,,1
717,11.96195,639,511,786,582,11.239,64.22,0
718,11.97863,641,511,,,,,1
719,11.99532,644,511,,,,,1
720,12.012,646,510,,,,,1
721,12.02868,650,509,,,,,1
722,12.04537,654,507,,,,,1
723,12.06205,658,506,735,652,18.321,27.807,0
724,12.07873,662,505,,,,,1
725,12.09542,,,,,,,1
726,12.1121,668,503,,,,,1
727,12.12878,669,503,661,666,22.4,-2.81,0
728,12.14547,669,503,642,664,22.4,-9.52,0
729,12.16215,667,503,,,,,1
730,12.17883,664,505,,,,,1
731,12.19552,660,506,,,,,1
732,12.2122,655,508,,,,,1
733,12.22888,647,510,,,,,1
734,12.24557,640,512,,,,,1
735,12.26225,631,513,,,,,1
736,12.27893,621,515,,,,,1
737,12.29562,610,515,,,,,1
738,12.3123,599,515,,,,,1
739,12.32898,587,515,,,,,1
740,12.34567,574,512,,,,,1
741,12.36235,562,509,,,,,1
742,12.37903,550,505,,,,,1
743,12.39572,539,500,,,,,1
744,12.4124,530,495,,,,,1
745,12.42908,522,491,,,,,1
746,12.44577,515,486,,,,,1
747,12.46245,509,482,,,,,1
748,12.47913,505,478,,,,,1
749,12.49582,502,476,,,,,1
750,12.5125,501,475,,,,,1
751,12.52918,501,474,,,,,1
752,12.54587,501,475,,,,,1
753,12.56255,502,476,,,,,1
754,12.57923,505,479,,,,,1
755,12.59592,509,482,,,,,1
756,12.6126,515,486,,,,,1
757,12.62928,521,490,,,,,1
758,12.64597,529,496,,,,,1
759,12.66265,539,500,,,,,1
760,12.67933,549,505,,,,,1
761,12.69602,559,508,,,,,1
762,12.7127,569,512,,,,,1
763,12.72938,579,513,,,,,1
764,12.74607,590,515,,,,,1
765,12.76275,598,515,,,,,1
766,12.77943,607,515,,,,,1
767,12.79612,616,515,503,629,2.862,-44.748,0
768,12.8128,623,514,514,632,5.389,-42.73,0
769,12.82948,630,513,,,,,1
770,12.84617,637,512,539,642,10.465,-37.011,0
771,12.86285,641,511,553,647,11.944,-32.905,0
772,12.87953,645,511,568,654,13.343,-28.301,0
773,12.89622,647,510,,,,,1
774,12.9129,648,510,605,667,14.47,-15.317,0
775,12.92958,647,510,623,671,14.123,-8.479,0
776,12.94627,645,510,,,,,1
777,12.96295,643,511,,,,,1
778,12.97963,640,512,,,,,1
779,12.99632,636,513,,,,,1
780,13.013,632,512,,,,,1
781,13.02968,629,513,,,,,1
782,13.04637,627,513,,,,,1
783,13.06305,626,514,,,,,1
784,13.07973,626,514,,,,,1
785,13.09642,627,514,,,,,1
786,13.1131,627,514,,,,,1
787,13.12978,628,513,,,,,1
788,13.14647,,,,,,,1
789,13.16315,631,513,,,,,1
790,13.17983,632,512,,,,,1
791,13.19652,633,512,,,,,1
792,13.2132,635,512,,,,,1
793,13.22988,637,512,,,,,1
794,13.24657,638,512,,,,,1
795,13.26325,640,511,,,,,1
796,13.27993,642,511,,,,,1
797,13.29662,644,510,,,,,1
798,13.3133,646,510,,,,,1
799,13.32998,650,509,,,,,1
800,13.34667,653,508,,,,,1
801,13.36335,656,507,,,,,1
802,13.38003,660,506,,,,,1
803,13.39672,664,505,,,,,1
804,13.4134,667,503,,,,,1
805,13.43008,669,503,,,,,1
806,13.44677,670,503,,,,,1
807,13.46345,669,503,,,,,1
808,13.48013,667,504,,,,,1
809,13.49682,663,505,,,,,1
810,13.5135,659,507,,,,,1
811,13.53018,653,508,,,,,1
812,13.54687,645,511,,,,,1
813,13.56355,638,512,,,,,1
814,13.58023,628,513,,,,,1
815,13.59692,617,515,,,,,1
816,13.6136,606,515,,,,,1
817,13.63028,595,515,,,,,1
818,13.64697,582,514,,,,,1
819,13.66365,570,512,,,,,1
820,13.68033,559,509,,,,,1
821,13.69702,548,504,,,,,1
822,13.7137,537,499,,,,,1
823,13.73038,529,495,,,,,1
824,13.74707,521,490,,,,,1
825,13.76375,515,486,,,,,1
826,13.78043,509,482,,,,,1
827,13.79712,505,479,,,,,1
828,13.8138,503,477,,,,,1
829,13.83048,502,476,,,,,1
830,13.84717,502,475,,,,,1
831,13.86385,503,477,,,,,1
832,13.88053,505,478,,,,,1
833,13.89722,509,481,,,,,1
834,13.9139,513,484,,,,,1
835,13.93058,519,489,,,,,1
836,13.94727,526,494,,,,,1
837,13.96395,534,498,,,,,1
838,13.98063,543,503,,,,,1
839,13.99732,553,507,,,,,1
840,14.014,563,509,,,,,1
841,14.03068,572,512,,,,,1
842,14.04737,582,514,,,,,1
843,14.06405,592,515,,,,,1
844,14.08073,600,515,,,,,1
845,14.09742,608,515,,,,,1
846,14.1141,616,514,,,,,1
847,14.13078,622,514,513,632,5.032,-42.73,0
848,14.14747,628,514,,,,,1
849,14.16415,634,513,,,,,1
850,14.18083,639,512,555,651,11.17,-31.145,0
851,14.19752,641,511,,,,,1
852,14.2142,643,511,,,,,1
853,14.23088,644,511,,,,,1
854,14.24757,642,511,,,,,1
855,14.26425,640,512,,,,,1
856,14.28093,637,513,,,,,1
857,14.29762,633,513,690,667,8.991,20.311,0
858,14.3143,630,513,711,654,7.927,29.876,0
859,14.33098,627,514,,,,,1
860,14.34767,625,514,,,,,1
861,14.36435,625,514,,,,,1
862,14.38103,625,514,758,608,6.103,54.749,0
863,14.39772,625,514,,,,,1
864,14.4144,626,514,,,,,1
865,14.43108,627,514,,,,,1
866,14.44777,629,513,,,,,1
867,14.46445,631,513,,,,,1
868,14.48113,633,512,,,,,1
869,14.49782,635,512,,,,,1
870,14.5145,637,512,,,,,1
871,14.53118,639,511,,,,,1
872,14.54787,641,511,791,574,11.944,67.218,0
873,14.56455,643,511,,,,,1
874,14.58123,646,510,,,,,1
875,14.59792,648,509,,,,,1
876,14.6146,651,509,,,,,1
877,14.63128,653,508,,,,,1
878,14.64797,657,507,,,,,1
879,14.66465,661,506,,,,,1
880,14.68133,664,504,,,,,1
881,14.69802,668,503,,,,,1
882,14.7147,671,502,,,,,1
883,14.73138,673,501,,,,,1
884,14.74807,673,501,,,,,1
885,14.76475,673,501,,,,,1
886,14.78143,671,502,,,,,1
887,14.79812,667,503,,,,,1
888,14.8148,663,505,,,,,1
889,14.83148,657,507,,,,,1
890,14.84817,649,509,,,,,1
891,14.86485,641,511,,,,,1
892,14.88153,631,513,,,,,1
893,14.89822,621,515,,,,,1
894,14.9149,610,515,,,,,1
895,14.93158,599,515,,,,,1
896,14.94827,586,515,,,,,1
897,14.96495,573,513,,,,,1
898,14.98163,560,509,,,,,1
899,14.99832,550,505,,,,,1
900,15.015,539,500,,,,,1
901,15.03168,531,496,,,,,1
902,15.04837,523,492,,,,,1
903,15.06505,517,487,,,,,1
904,15.08173,512,483,,,,,1
905,15.09842,509,481,,,,,1
906,15.1151,506,479,,,,,1
907,15.13178,505,478,,,,,1
908,15.14847,505,478,,,,,1
909,15.16515,506,479,,,,,1
910,15.18183,508,480,,,,,1
911,15.19852,511,483,,,,,1
912,15.2152,517,487,,,,,1
913,15.23188,522,491,,,,,1
914,15.24857,528,495,,,,,1
915,15.26525,536,499,,,,,1
916,15.28193,545,503,,,,,1
917,15.29862,554,507,,,,,1
918,15.3153,562,509,,,,,1
919,15.33198,571,511,,,,,1
920,15.34867,580,513,,,,,1
921,15.36535,588,514,,,,,1
922,15.38203,596,515,,,,,1
923,15.39872,603,515,,,,,1
924,15.4154,610,515,,,,,1
925,15.43208,616,515,503,628,2.862,-45.0,0
926,15.44877,621,514,514,633,4.674,-41.961,0
927,15.46545,626,514,,,,,1
928,15.48213,630,513,,,,,1
929,15.49882,633,513,,,,,1
930,15.5155,634,513,574,664,9.345,-21.67,0
931,15.53218,634,513,596,671,9.345,-13.523,0
932,15.54887,634,513,616,675,9.345,-6.34,0
933,15.56555,631,513,638,677,8.282,2.444,0
934,15.58223,627,514,,,,,1
935,15.59892,624,514,,,,,1
936,15.6156,621,514,,,,,1
937,15.63228,619,515,,,,,1
938,15.64897,619,515,,,,,1
939,15.66565,619,515,,,,,1
940,15.68233,619,515,749,613,3.933,52.989,0
941,15.69902,621,514,,,,,1
942,15.7157,623,514,,,,,1
943,15.73238,625,514,,,,,1
944,15.74907,,,,,,,1
945,15.76575,630,513,,,,,1
946,15.78243,634,513,,,,,1
947,15.79912,637,512,,,,,1
948,15.8158,640,511,,,,,1
949,15.83248,643,510,,,,,1
950,15.84917,645,510,,,,,1
951,15.86585,649,509,,,,,1
952,15.88253,653,509,,,,,1
953,15.89922,656,507,,,,,1
954,15.9159,660,506,,,,,1
955,15.93258,664,505,,,,,1
956,15.94927,668,503,,,,,1
957,15.96595,672,502,,,,,1
958,15.98263,675,500,,,,,1
959,15.99932,678,499,,,,,1
960,16.016,680,498,,,,,1
961,16.03268,,,,,,,1
962,16.04937,,,,,,,1
963,16.06605,678,499,,,,,1
964,16.08273,675,500,,,,,1
965,16.09942,670,502,,,,,1
966,16.1161,665,505,,,,,1
967,16.13278,657,507,,,,,1
968,16.14947,651,509,,,,,1
969,16.16615,641,512,,,,,1
970,16.18283,630,514,,,,,1
971,16.19952,618,515,,,,,1
972,16.2162,607,515,,,,,1
973,16.23288,594,515,,,,,1
974,16.24957,581,515,,,,,1
975,16.26625,569,512,,,,,1
976,16.28293,558,508,,,,,1
977,16.29962,547,504,,,,,1
978,16.3163,538,500,,,,,1
979,16.33298,530,496,,,,,1
980,16.34967,524,492,,,,,1
981,16.36635,519,488,,,,,1
982,16.38303,514,485,,,,,1
983,16.39972,512,483,,,,,1
984,16.4164,510,482,,,,,1
985,16.43308,510,482,,,,,1
986,16.44977,511,483,,,,,1
987,16.46645,512,484,,,,,1
988,16.48313,515,486,,,,,1
989,16.49982,519,489,,,,,1
990,16.5165,525,493,,,,,1
991,16.53318,531,496,,,,,1
992,16.54987,539,500,,,,,1
993,16.56655,545,503,,,,,1
994,16.58323,552,506,,,,,1
995,16.59992,561,508,,,,,1
996,16.6166,567,510,,,,,1
997,16.63328,574,512,,,,,1
998,16.64997,580,513,,,,,1
999,16.66665,588,514,,,,,1
1000,16.68333,594,515,463,608,-5.001,-54.628,0
1001,16.70002,600,515,,,,,1
1002,16.7167,605,515,,,,,1
1003,16.73338,610,515,492,623,0.716,-47.534,0
1004,16.75007,614,515,503,631,2.148,-43.738,0
1005,16.76675,618,515,,,,,1
1006,16.78343,620,515,531,650,4.289,-33.395,0
1007,16.80012,621,515,548,659,4.645,-26.882,0
1008,16.8168,622,515,566,667,5.001,-20.225,0
1009,16.83348,621,514,586,674,4.674,-12.339,0
1010,16.85017,618,515,609,677,3.576,-3.18,0
1011,16.86685,615,515,630,678,2.505,5.258,0
1012,16.88353,613,515,,,,,1
1013,16.90022,610,515,674,665,0.716,23.106,0
1014,16.9169,609,515,,,,,1
1015,16.93358,608,514,707,647,0.0,36.663,0
1016,16.95027,609,514,,,,,1
1017,16.96695,610,515,,,,,1
1018,16.98363,613,515,,,,,1
1019,17.00032,616,515,,,,,1
1020,17.017,619,514,,,,,1
1021,17.03368,622,514,,,,,1
1022,17.05037,627,514,,,,,1
1023,17.06705,631,513,,,,,1
1024,17.08373,636,512,,,,,1
1025,17.10042,640,511,,,,,1
1026,17.1171,645,511,,,,,1
1027,17.13378,649,509,,,,,1
1028,17.15047,654,508,,,,,1
1029,17.16715,659,506,,,,,1
1030,17.18383,664,504,,,,,1
1031,17.20052,669,503,,,,,1
1032,17.2172,674,501,,,,,1
1033,17.23388,679,498,,,,,1
1034,17.25057,683,496,,,,,1
1035,17.26725,686,495,,,,,1
1036,17.28393,688,493,,,,,1
1037,17.30062,690,493,,,,,1
1038,17.3173,690,493,,,,,1
1039,17.33398,688,494,,,,,1
1040,17.35067,686,495,,,,,1
1041,17.36735,682,497,,,,,1
1042,17.38403,677,499,,,,,1
1043,17.40072,671,502,,,,,1
1044,17.4174,663,505,,,,,1
1045,17.43408,655,508,,,,,1
1046,17.45077,645,511,,,,,1
1047,17.46745,635,513,,,,,1
1048,17.48413,622,515,,,,,1
1049,17.50082,610,515,,,,,1
1050,17.5175,597,515,,,,,1
1051,17.53418,584,514,,,,,1
1052,17.55087,573,511,,,,,1
1053,17.56755,562,509,,,,,1
1054,17.58423,552,506,,,,,1
1055,17.60092,543,502,,,,,1
1056,17.6176,536,499,,,,,1
1057,17.63428,530,495,,,,,1
1058,17.65097,525,492,,,,,1
1059,17.66765,522,490,,,,,1
1060,17.68433,520,489,,,,,1
1061,17.70102,519,488,,,,,1
1062,17.7177,519,488,,,,,1
1063,17.73438,520,489,,,,,1
1064,17.75107,522,491,,,,,1
1065,17.76775,525,493,,,,,1
1066,17.78443,529,496,,,,,1
1067,17.80112,535,499,,,,,1
1068,17.8178,540,501,,,,,1
1069,17.83448,546,503,428,610,-22.73,-47.799,0
1070,17.85117,551,505,,,,,1
1071,17.86785,557,507,,,,,1
1072,17.88453,562,509,,,,,1
1073,17.90122,567,510,,,,,1
1074,17.9179,572,511,,,,,1
1075,17.93458,577,512,,,,,1
1076,17.95127,582,513,,,,,1
1077,17.96795,587,514,449,595,-7.524,-59.589,0
1078,17.98463,591,514,,,,,1
1079,18.00132,596,515,463,605,-4.289,-55.914,0
1080,18.018,599,515,473,615,-3.219,-51.563,0
1081,18.03468,603,515,482,622,-1.79,-48.514,0
1082,18.05137,605,515,495,632,-1.074,-43.234,0
1083,18.06805,607,515,509,643,-0.358,-37.439,0
1084,18.08473,607,515,523,654,-0.358,-31.145,0
1085,18.10142,607,515,540,664,-0.358,-24.212,0
1086,18.1181,605,515,561,671,-1.074,-15.751,0
1087,18.13478,603,515,581,677,-1.79,-7.734,0
1088,18.15147,600,515,,,,,1
1089,18.16815,597,515,,,,,1
1090,18.18483,595,514,,,,,1
1091,18.20152,594,514,665,663,-5.032,25.478,0
1092,18.2182,595,514,,,,,1
1093,18.23488,597,515,,,,,1
1094,18.25157,599,515,,,,,1
1095,18.26825,602,515,,,,,1
1096,18.28493,606,515,,,,,1
1097,18.30162,611,515,,,,,1
1098,18.3183,616,515,,,,,1
1099,18.33498,622,514,,,,,1
1100,18.35167,628,514,,,,,1
1101,18.36835,634,512,,,,,1
1102,18.38503,641,512,,,,,1
1103,18.40172,647,510,,,,,1
1104,18.4184,653,508,,,,,1
1105,18.43508,660,506,,,,,1
1106,18.45177,667,504,,,,,1
1107,18.46845,674,501,,,,,1
1108,18.48513,680,498,,,,,1
1109,18.50182,685,495,,,,,1
1110,18.5185,,,,,,,1
1111,18.53518,694,490,,,,,1
1112,18.55187,,,,,,,1
1113,18.56855,698,487,,,,,1
1114,18.58523,698,487,,,,,1
1115,18.60192,697,488,,,,,1
1116,18.6186,696,489,,,,,1
1117,18.63528,692,491,,,,,1
1118,18.65197,688,494,,,,,1
1119,18.66865,682,497,,,,,1
1120,18.68533,675,500,,,,,1
1121,18.70202,667,504,,,,,1
1122,18.7187,657,508,,,,,1
1123,18.73538,647,511,,,,,1
1124,18.75207,635,513,,,,,1
1125,18.76875,623,515,,,,,1
1126,18.78543,610,515,,,,,1
1127,18.80212,598,515,,,,,1
1128,18.8188,586,514,,,,,1
1129,18.83548,575,512,,,,,1
1130,18.85217,566,510,,,,,1
1131,18.86885,557,507,,,,,1
1132,18.88553,549,504,,,,,1
1133,18.90222,543,502,,,,,1
1134,18.9189,537,499,,,,,1
1135,18.93558,534,497,,,,,1
1136,18.95227,531,496,,,,,1
1137,18.96895,530,495,,,,,1
1138,18.98563,529,495,,,,,1
1139,19.00232,530,496,,,,,1
1140,19.019,533,497,,,,,1
1141,19.03568,535,498,,,,,1
1142,19.05237,539,500,,,,,1
1143,19.06905,543,502,,,,,1
1144,19.08573,547,503,434,616,-22.4,-45.0,0
1145,19.10242,551,505,429,608,-20.807,-49.827,0
1146,19.1191,555,506,425,599,-19.341,-54.421,0
1147,19.13578,558,507,,,,,1
1148,19.15247,562,509,,,,,1
1149,19.16915,566,509,,,,,1
1150,19.18583,569,510,,,,,1
1151,19.20252,572,511,428,578,-12.995,-65.048,0
1152,19.2192,575,511,,,,,1
1153,19.23588,579,513,,,,,1
1154,19.25257,582,512,,,,,1
1155,19.26925,585,513,445,591,-8.282,-60.876,0
1156,19.28593,587,514,451,597,-7.524,-58.605,0
1157,19.30262,590,514,458,605,-6.459,-55.418,0
1158,19.3193,592,515,466,614,-5.711,-51.843,0
1159,19.33598,593,514,477,626,-5.389,-46.005,0
1160,19.35267,593,515,488,637,-5.356,-40.717,0
1161,19.36935,593,514,502,648,-5.389,-34.181,0
1162,19.38603,592,514,520,660,-5.746,-26.25,0
1163,19.40272,589,514,537,668,-6.814,-18.658,0
1164,19.4194,587,514,558,674,-7.524,-10.273,0
1165,19.43608,583,514,579,677,-8.936,-1.406,0
1166,19.45277,581,513,,,,,1
1167,19.46945,580,513,,,,,1
1168,19.48613,580,512,,,,,1
1169,19.50282,581,513,,,,,1
1170,19.5195,584,513,,,,,1
1171,19.53618,587,514,,,,,1
1172,19.55287,591,514,,,,,1
1173,19.56955,596,515,,,,,1
1174,19.58623,603,515,,,,,1
1175,19.60292,610,515,,,,,1
1176,19.6196,616,514,,,,,1
1177,19.63628,624,514,,,,,1
1178,19.65297,632,513,,,,,1
1179,19.66965,640,511,,,,,1
1180,19.68633,648,509,,,,,1
1181,19.70302,656,507,,,,,1
1182,19.7197,665,505,,,,,1
1183,19.73638,673,501,,,,,1
1184,19.75307,681,498,,,,,1
1185,19.76975,687,494,,,,,1
1186,19.78643,693,491,,,,,1
1187,19.80312,697,488,,,,,1
1188,19.8198,700,485,,,,,1
1189,19.83648,703,484,,,,,1
1190,19.85317,704,483,,,,,1
1191,19.86985,703,483,,,,,1
1192,19.88653,702,484,,,,,1
1193,19.90322,700,486,,,,,1
1194,19.9199,696,488,,,,,1
1195,19.93658,,,,,,,1
1196,19.95327,686,495,,,,,1
1197,19.96995,679,499,,,,,1
1198,19.98663,669,503,,,,,1
1199,20.00332,659,507,,,,,1
1200,20.02,647,510,,,,,1
1201,20.03668,636,513,,,,,1
1202,20.05337,624,514,,,,,1
1203,20.07005,612,516,,,,,1
1204,20.08673,602,515,,,,,1
1205,20.10342,591,515,,,,,1
1206,20.1201,580,513,,,,,1
1207,20.13678,572,511,,,,,1
1208,20.15347,564,509,,,,,1
1209,20.17015,557,507,,,,,1
1210,20.18683,552,505,,,,,1
1211,20.20352,547,503,,,,,1
1212,20.2202,544,502,,,,,1
1213,20.23688,542,501,,,,,1
1214,20.25357,541,501,,,,,1
1215,20.27025,542,501,,,,,1
1216,20.28693,543,501,,,,,1
1217,20.30362,546,503,,,,,1
1218,20.3203,549,505,,,,,1
1219,20.33698,552,505,,,,,1
1220,20.35367,556,507,447,623,-18.886,-43.218,0
1221,20.37035,559,508,439,615,-17.758,-48.278,0
1222,20.38703,561,509,434,604,-16.972,-53.202,0
1223,20.40372,564,509,430,595,-15.945,-57.308,0
1224,20.4204,566,510,428,588,-15.161,-60.524,0
1225,20.43708,567,510,,,,,1
1226,20.45377,569,511,,,,,1
1227,20.47045,571,511,,,,,1
1228,20.48713,573,511,,,,,1
1229,20.50382,575,512,,,,,1
1230,20.5205,576,512,,,,,1
1231,20.53718,578,512,433,578,-10.818,-65.526,0
1232,20.55387,579,512,437,584,-10.465,-63.113,0
1233,20.57055,581,513,441,590,-9.697,-61.189,0
1234,20.58723,581,513,446,599,-9.697,-57.501,0
1235,20.60392,582,513,453,608,-9.345,-53.631,0
1236,20.6206,582,513,462,619,-9.345,-48.545,0
1237,20.63728,581,513,472,631,-9.697,-42.73,0
1238,20.65397,580,513,485,643,-10.049,-36.158,0
