frame,time_s,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout
527,8.79212,558,510,461,636,-17.879,-37.591,0
528,8.8088,568,513,464,633,-14.207,-40.914,0
529,8.82548,579,515,469,631,-10.273,-43.479,0
530,8.84217,588,517,475,629,-7.038,-45.255,0
531,8.85885,599,515,483,628,-3.219,-45.751,0
532,8.87553,608,515,491,628,0.0,-45.996,0
533,8.89222,617,516,502,630,3.2,-45.25,0
534,8.9089,624,514,512,632,5.746,-43.506,0
535,8.92558,631,516,523,636,8.13,-41.987,0
536,8.94227,636,511,537,642,10.176,-37.079,0
537,8.95895,642,508,551,648,12.529,-33.024,0
538,8.97563,645,511,567,654,13.343,-28.61,0
539,8.99232,647,510,585,661,14.123,-22.323,0
540,9.009,648,511,604,666,14.381,-15.848,0
541,9.02568,648,511,624,670,14.381,-8.584,0
542,9.04237,646,510,645,673,13.775,-0.352,0
543,9.05905,644,513,667,674,12.836,8.13,0
544,9.07573,640,513,686,668,11.449,16.53,0
545,9.09242,637,514,706,661,10.337,25.145,0
546,9.1091,634,515,723,649,9.23,33.591,0
547,9.12578,630,515,736,636,7.829,41.219,0
548,9.14247,627,513,748,624,6.857,47.468,0
549,9.15915,627,515,757,613,6.772,52.989,0
550,9.17583,626,513,764,602,6.499,57.181,0
551,9.19252,628,515,771,591,7.125,62.011,0
552,9.2092,628,516,776,581,7.081,66.289,0
553,9.22588,628,515,780,574,7.125,68.786,0
554,9.24257,630,515,782,567,7.829,71.114,0
555,9.25925,631,515,786,565,8.18,72.121,0
556,9.27593,632,514,787,563,8.584,72.457,0
557,9.29262,634,513,789,563,9.345,72.121,0
558,9.3093,636,513,790,564,10.049,71.677,0
559,9.32598,637,513,790,567,10.401,70.56,0
560,9.34267,637,511,789,572,10.531,68.134,0
561,9.35935,640,513,788,579,11.449,65.966,0
562,9.37603,641,512,787,588,11.87,62.501,0
563,9.39272,643,511,782,597,12.645,58.255,0
564,9.4094,646,511,777,609,13.69,53.2,0
565,9.42608,650,511,770,622,15.068,47.231,0
566,9.44277,653,510,759,632,16.189,40.986,0
567,9.45945,657,506,747,644,17.978,33.111,0
568,9.47613,660,507,733,654,18.886,26.409,0
569,9.49282,664,506,717,661,20.348,18.877,0
570,9.5095,667,504,698,665,21.602,10.899,0
571,9.52618,670,504,678,666,22.593,2.827,0
572,9.54287,669,504,660,665,22.264,-3.2,0
573,9.55955,669,504,642,665,22.264,-9.52,0
574,9.57623,667,505,624,663,21.471,-15.224,0
575,9.59292,663,505,610,660,20.136,-18.877,0
576,9.6096,660,508,595,658,18.771,-23.429,0
577,9.62628,654,509,581,656,16.631,-26.409,0
578,9.64297,645,510,568,655,13.426,-27.97,0
579,9.65965,637,513,556,655,10.401,-29.701,0
580,9.67633,629,515,545,655,7.477,-30.964,0
581,9.69302,618,515,536,657,3.576,-30.005,0
582,9.7097,607,517,527,658,-0.354,-29.57,0
583,9.72638,596,516,521,660,-4.263,-27.512,0
584,9.74307,583,516,515,662,-8.826,-24.974,0
585,9.75975,570,513,511,663,-13.523,-21.471,0
586,9.77643,558,510,508,663,-17.879,-18.097,0
587,9.79312,546,505,506,662,-22.457,-14.294,0
588,9.8098,537,499,505,658,-26.246,-11.379,0
589,9.82648,528,495,503,656,-29.745,-8.826,0
590,9.84317,520,490,501,652,-33.098,-6.689,0
591,9.85985,515,487,499,648,-35.166,-5.675,0
592,9.87653,510,484,497,645,-37.224,-4.616,0
593,9.89322,506,480,495,643,-39.214,-3.861,0
594,9.9099,504,478,491,640,-40.215,-4.588,0
595,9.92658,503,477,488,639,-40.717,-5.29,0
596,9.94327,503,477,484,639,-40.717,-6.689,0
597,9.95995,504,478,480,639,-40.215,-8.479,0
598,9.97663,506,479,476,639,-39.44,-10.62,0
599,9.99332,509,483,472,640,-37.72,-13.261,0
600,10.01,514,486,466,641,-35.662,-17.207,0
601,10.02668,519,490,462,641,-33.395,-20.681,0
602,10.04337,526,495,459,641,-30.358,-24.651,0
603,10.06005,534,499,456,639,-27.198,-29.124,0
604,10.07673,543,503,455,637,-23.711,-33.294,0
605,10.09342,553,506,455,635,-20.014,-37.224,0
606,10.1101,563,510,457,631,-16.189,-41.219,0
607,10.12678,572,512,461,628,-12.915,-43.738,0
608,10.14347,583,515,467,626,-8.881,-46.262,0
609,10.16015,592,516,473,625,-5.675,-47.511,0
610,10.17683,600,516,481,625,-2.845,-47.511,0
611,10.19352,608,517,490,626,0.0,-47.27,0
612,10.2102,615,516,501,629,2.49,-45.252,0
613,10.22688,623,516,512,633,5.323,-43.493,0
614,10.24357,630,517,524,638,7.734,-41.219,0
615,10.26025,634,515,539,645,9.23,-36.158,0
616,10.27693,640,513,553,650,11.449,-32.417,0
617,10.29362,642,514,570,658,12.07,-26.565,0
618,10.3103,644,513,587,664,12.836,-20.681,0
619,10.32698,644,513,606,672,12.836,-13.441,0
620,10.34367,644,513,628,675,12.836,-5.641,0
621,10.36035,641,514,649,676,11.725,2.827,0
622,10.37703,636,513,672,674,10.049,12.604,0
623,10.39372,633,514,690,666,8.936,20.556,0
624,10.4104,630,516,710,655,7.781,29.922,0
625,10.42708,627,515,726,646,6.772,37.079,0
626,10.44377,625,516,738,633,6.028,44.004,0
627,10.46045,624,515,748,620,5.711,49.743,0
628,10.47713,624,515,757,610,5.711,54.462,0
629,10.49382,625,517,764,599,5.991,59.462,0
630,10.5105,626,517,772,590,6.34,63.435,0
631,10.52718,626,515,777,581,6.419,66.391,0
632,10.54387,628,515,781,574,7.125,68.912,0
633,10.56055,630,515,785,571,7.829,70.136,0
634,10.57723,633,515,787,567,8.881,71.342,0
635,10.59392,634,514,790,566,9.287,71.565,0
636,10.6106,636,514,791,567,9.987,71.123,0
637,10.62728,639,514,791,569,11.032,70.108,0
638,10.64397,641,514,792,574,11.725,68.33,0
639,10.66065,644,513,791,581,12.836,65.175,0
640,10.67733,645,512,789,588,13.261,62.176,0
641,10.69402,648,511,786,597,14.381,58.069,0
642,10.7107,651,510,781,608,15.505,52.989,0
643,10.72738,654,508,774,619,16.734,47.231,0
644,10.74407,658,507,766,629,18.208,41.517,0
645,10.76075,662,507,755,641,19.558,34.762,0
646,10.77743,665,504,740,650,20.934,27.19,0
647,10.79412,669,503,725,657,22.4,19.983,0
648,10.8108,672,503,708,663,23.385,12.68,0
649,10.82748,673,503,690,665,23.711,5.991,0
650,10.84417,674,501,673,665,24.326,-0.349,0
651,10.86085,673,503,656,664,23.711,-6.028,0
652,10.87753,671,503,641,664,23.058,-10.555,0
653,10.89422,667,505,624,662,21.471,-15.317,0
654,10.9109,663,506,610,661,20.014,-18.877,0
655,10.92758,657,509,597,660,17.65,-21.67,0
656,10.94427,650,510,584,660,15.161,-23.749,0
657,10.96095,642,513,572,661,12.144,-25.313,0
658,10.97763,632,512,561,661,8.691,-25.478,0
659,10.99432,621,515,551,663,4.645,-25.313,0
660,11.011,610,515,543,665,0.716,-24.069,0
661,11.02768,599,513,537,667,-3.26,-21.93,0
662,11.04437,586,516,530,667,-7.781,-20.348,0
663,11.06105,572,514,526,668,-12.758,-16.631,0
664,11.07773,561,510,522,667,-16.869,-13.95,0
665,11.09442,550,505,519,664,-21.14,-11.032,0
666,11.1111,540,501,516,661,-24.974,-8.531,0
667,11.12778,531,496,512,657,-28.639,-6.73,0
668,11.14447,524,493,509,653,-31.329,-5.356,0
669,11.16115,517,489,504,650,-34.181,-4.616,0
670,11.17783,512,485,500,646,-36.444,-4.263,0
671,11.19452,508,483,496,644,-37.999,-4.263,0
672,11.2112,506,481,491,642,-38.991,-5.323,0
673,11.22788,505,479,486,641,-39.715,-6.689,0
674,11.24457,505,479,480,640,-39.715,-8.826,0
675,11.26125,506,480,475,639,-39.214,-11.032,0
676,11.27793,508,482,469,638,-38.217,-14.036,0
677,11.29462,511,484,463,638,-36.941,-17.312,0
678,11.3113,516,488,458,637,-34.673,-21.269,0
679,11.32798,521,491,453,637,-32.607,-24.974,0
680,11.34467,528,496,448,635,-29.57,-29.922,0
681,11.36135,537,499,446,632,-26.246,-34.38,0
682,11.37803,546,503,444,629,-22.73,-38.991,0
683,11.39472,554,507,446,625,-19.558,-42.466,0
684,11.4114,563,510,447,621,-16.189,-46.262,0
685,11.42808,572,511,451,619,-12.995,-48.249,0
686,11.44477,579,514,457,617,-10.337,-49.827,0
687,11.46145,588,515,464,616,-7.125,-50.837,0
688,11.47813,596,516,471,618,-4.263,-50.786,0
689,11.49482,604,515,480,620,-1.432,-49.743,0
690,11.5115,611,516,490,624,1.067,-48.249,0
691,11.52818,617,515,500,628,3.219,-45.996,0
692,11.54487,623,515,513,633,5.356,-42.99,0
693,11.56155,627,515,526,642,6.772,-38.494,0
694,11.57823,632,514,541,649,8.584,-33.983,0
695,11.59492,634,514,558,656,9.287,-28.156,0
696,11.6116,635,513,575,665,9.697,-21.541,0
697,11.62828,635,513,595,671,9.697,-14.207,0
698,11.64497,634,513,615,675,9.345,-6.689,0
699,11.66165,632,515,638,677,8.531,2.121,0
700,11.67833,628,515,660,675,7.125,11.31,0
701,11.69502,625,515,680,668,6.065,19.772,0
702,11.7117,623,517,697,659,5.29,27.525,0
703,11.72838,620,516,714,648,4.263,35.455,0
704,11.74507,619,516,727,637,3.909,41.751,0
705,11.76175,619,516,739,624,3.909,48.013,0
706,11.77843,620,517,749,614,4.236,53.059,0
707,11.79512,621,516,757,604,4.616,57.095,0
708,11.8118,623,514,766,595,5.389,60.471,0
709,11.82848,625,513,772,588,6.141,62.969,0
710,11.84517,629,515,777,582,7.477,65.644,0
711,11.86185,631,514,782,577,8.231,67.353,0
712,11.87853,632,514,786,576,8.584,68.07,0
713,11.89522,636,513,790,575,10.049,68.07,0
714,11.9119,640,513,791,577,11.449,67.031,0
715,11.92858,643,511,794,579,12.645,65.756,0
716,11.94527,645,511,794,583,13.343,64.209,0
717,11.96195,649,510,793,590,14.816,60.945,0
718,11.97863,652,509,791,597,15.945,57.662,0
719,11.99532,655,508,787,606,17.076,53.409,0
720,12.012,658,507,782,615,18.208,48.945,0
721,12.02868,663,506,776,625,20.014,43.519,0
722,12.04537,667,505,767,634,21.471,37.783,0
723,12.06205,672,502,756,643,23.527,30.784,0
724,12.07873,675,501,742,650,24.651,24.212,0
725,12.09542,677,501,727,655,25.296,17.987,0
726,12.1121,681,498,711,658,27.044,10.62,0
727,12.12878,681,500,696,661,26.723,5.323,0
728,12.14547,681,499,680,662,26.882,-0.352,0
729,12.16215,679,501,666,663,25.934,-4.588,0
730,12.17883,676,501,650,663,24.974,-9.118,0
731,12.19552,671,504,636,663,22.92,-12.414,0
732,12.2122,665,505,624,663,20.807,-14.547,0
733,12.22888,658,509,612,665,17.987,-16.429,0
734,12.24557,651,511,600,666,15.41,-18.213,0
735,12.26225,642,513,589,668,12.144,-18.877,0
736,12.27893,630,516,579,670,7.781,-18.323,0
737,12.29562,619,517,572,672,3.884,-16.869,0
738,12.3123,607,518,563,673,-0.352,-15.848,0
739,12.32898,594,517,557,674,-4.939,-13.261,0
740,12.34567,581,516,551,674,-9.52,-10.751,0
741,12.36235,569,514,546,672,-13.782,-8.282,0
742,12.37903,557,508,542,670,-18.435,-5.29,0
743,12.39572,547,505,536,666,-22.13,-3.909,0
744,12.4124,538,500,531,662,-25.769,-2.474,0
745,12.42908,530,496,524,659,-28.951,-2.108,0
746,12.44577,524,491,518,655,-31.701,-2.095,0
747,12.46245,519,488,512,651,-33.789,-2.459,0
748,12.47913,514,487,504,649,-35.455,-3.532,0
749,12.49582,512,485,497,646,-36.444,-5.323,0
750,12.5125,510,483,489,645,-37.439,-7.386,0
751,12.52918,510,483,481,643,-37.439,-10.273,0
752,12.54587,510,484,472,641,-37.224,-13.606,0
753,12.56255,512,486,464,640,-36.235,-17.312,0
754,12.57923,516,487,456,638,-34.875,-21.67,0
755,12.59592,520,489,449,635,-33.294,-25.934,0
756,12.6126,525,494,443,633,-30.842,-30.538,0
757,12.62928,532,497,439,627,-28.156,-35.579,0
758,12.64597,539,500,434,623,-25.448,-40.486,0
759,12.66265,545,504,433,618,-22.92,-44.493,0
760,12.67933,553,506,434,613,-20.014,-48.039,0
761,12.69602,560,508,436,609,-17.418,-50.837,0
762,12.7127,568,510,439,606,-14.47,-53.344,0
763,12.72938,574,513,443,604,-12.144,-55.214,0
764,12.74607,582,514,449,604,-9.287,-55.914,0
765,12.76275,586,516,456,604,-7.781,-55.905,0
766,12.77943,595,516,463,607,-4.616,-55.418,0
767,12.79612,600,516,471,611,-2.845,-53.631,0
768,12.8128,606,517,480,617,-0.707,-51.563,0
769,12.82948,611,516,491,624,1.067,-48.013,0
770,12.84617,615,516,503,632,2.49,-43.995,0
771,12.86285,619,516,516,641,3.909,-39.489,0
772,12.87953,621,516,532,650,4.616,-33.591,0
773,12.89622,622,515,548,660,5.001,-27.037,0
774,12.9129,623,516,566,668,5.323,-20.556,0
775,12.92958,621,516,586,675,4.616,-12.414,0
776,12.94627,619,516,609,677,3.909,-3.554,0
777,12.96295,616,513,630,678,2.899,4.85,0
778,12.97963,613,516,651,673,1.779,13.606,0
779,12.99632,612,516,672,667,1.423,21.67,0
780,13.013,609,515,689,657,0.358,29.396,0
781,13.02968,610,516,706,647,0.712,36.235,0
782,13.04637,610,516,720,637,0.712,42.274,0
783,13.06305,611,515,731,626,1.074,47.231,0
784,13.07973,612,515,742,616,1.432,52.156,0
785,13.09642,615,515,751,607,2.505,55.923,0
786,13.1131,619,513,759,600,3.983,58.142,0
787,13.12978,622,515,766,595,5.001,60.945,0
788,13.14647,627,515,773,590,6.772,62.81,0
789,13.16315,631,514,778,589,8.231,62.969,0
790,13.17983,636,511,782,586,10.176,62.81,0
791,13.19652,641,512,786,588,11.87,62.339,0
792,13.2132,645,511,788,590,13.343,61.082,0
793,13.22988,651,510,790,595,15.505,58.554,0
794,13.24657,655,509,791,599,16.972,56.505,0
795,13.26325,659,507,789,607,18.548,52.431,0
796,13.27993,664,505,786,614,20.472,48.221,0
797,13.29662,670,502,782,622,22.868,43.025,0
798,13.3133,674,500,776,629,24.474,38.333,0
799,13.32998,678,498,767,636,26.082,32.819,0
800,13.34667,683,496,757,642,28.009,26.878,0
801,13.36335,686,494,745,647,29.299,21.088,0
802,13.38003,689,493,733,651,30.411,15.562,0
803,13.39672,691,494,720,654,30.842,10.273,0
804,13.4134,690,493,708,656,30.719,6.302,0
805,13.43008,688,493,695,657,30.101,2.444,0
806,13.44677,571,314,683,659,-137.936,17.985,0
807,13.46345,683,496,671,661,28.009,-4.16,0
808,13.48013,678,500,660,663,25.769,-6.302,0
809,13.49682,671,503,649,666,23.058,-7.687,0
810,13.5135,663,506,639,667,20.014,-8.479,0
811,13.53018,655,509,630,670,16.972,-8.826,0
812,13.54687,645,511,621,673,13.343,-8.427,0
813,13.56355,634,513,613,676,9.345,-7.341,0
814,13.58023,622,517,605,678,4.939,-6.028,0
815,13.59692,610,517,599,678,0.707,-3.909,0
816,13.6136,597,516,593,678,-3.909,-1.414,0
817,13.63028,584,515,586,676,-8.531,0.712,0
818,13.64697,572,513,579,674,-12.836,2.49,0
819,13.66365,562,509,570,672,-16.631,2.81,0
820,13.68033,552,505,562,669,-20.472,3.489,0
821,13.69702,543,504,554,665,-23.569,3.909,0
822,13.7137,536,501,544,661,-26.25,2.862,0
823,13.73038,530,497,535,659,-28.78,1.768,0
824,13.74707,527,493,525,656,-30.411,-0.703,0
825,13.76375,522,493,514,653,-31.931,-2.862,0
826,13.78043,520,491,505,650,-32.905,-5.389,0
827,13.79712,519,490,492,648,-33.395,-9.697,0
828,13.8138,519,490,481,646,-33.395,-13.69,0
829,13.83048,521,489,470,644,-32.994,-18.213,0
830,13.84717,523,492,460,640,-31.817,-23.058,0
831,13.86385,526,494,450,636,-30.538,-28.156,0
832,13.88053,530,496,442,631,-28.951,-33.098,0
833,13.89722,535,500,435,624,-26.723,-38.884,0
834,13.9139,540,503,430,618,-24.677,-43.727,0
835,13.93058,545,505,427,610,-22.782,-48.336,0
836,13.94727,551,507,425,604,-20.556,-52.409,0
837,13.96395,556,509,424,598,-18.658,-56.01,0
838,13.98063,562,511,426,594,-16.429,-58.605,0
839,13.99732,568,511,429,591,-14.381,-60.078,0
840,14.014,573,513,432,589,-12.49,-61.675,0
841,14.03068,578,514,437,589,-10.685,-61.991,0
842,14.04737,583,515,442,591,-8.881,-61.675,0
843,14.06405,587,516,449,594,-7.431,-60.524,0
844,14.08073,593,516,455,599,-5.323,-58.975,0
845,14.09742,597,517,463,605,-3.884,-56.706,0
846,14.1141,600,517,473,613,-2.827,-52.914,0
847,14.13078,603,516,482,623,-1.779,-48.514,0
848,14.14747,606,517,494,634,-0.707,-43.749,0
849,14.16415,607,516,508,644,-0.356,-37.72,0
850,14.18083,608,516,523,655,0.0,-31.446,0
851,14.19752,607,516,541,665,-0.356,-23.891,0
852,14.2142,605,516,561,673,-1.067,-15.656,0
853,14.23088,603,517,582,678,-1.768,-7.431,0
854,14.24757,600,516,604,678,-2.845,1.414,0
855,14.26425,597,516,626,676,-3.909,10.273,0
856,14.28093,596,514,646,671,-4.316,17.665,0
857,14.29762,595,517,664,663,-4.588,25.296,0
858,14.3143,595,516,682,653,-4.616,32.417,0
859,14.33098,597,516,696,645,-3.909,37.504,0
860,14.34767,599,516,709,636,-3.2,42.51,0
861,14.36435,603,517,722,628,-1.768,46.992,0
862,14.38103,607,516,732,621,-0.356,49.97,0
863,14.39772,611,516,742,615,1.067,52.921,0
864,14.4144,617,517,751,609,3.18,55.528,0
865,14.43108,622,516,758,606,4.97,56.505,0
866,14.44777,628,516,764,605,7.081,56.799,0
867,14.46445,635,514,770,604,9.638,56.31,0
868,14.48113,641,512,774,605,11.87,55.037,0
869,14.49782,647,510,778,607,14.123,53.482,0
870,14.5145,655,510,779,611,16.869,50.837,0
871,14.53118,661,507,781,616,19.223,47.75,0
872,14.54787,667,504,780,622,21.602,43.76,0
873,14.56455,674,502,777,628,24.179,39.265,0
874,14.58123,680,498,773,633,26.725,34.563,0
875,14.59792,685,496,766,637,28.639,29.876,0
876,14.6146,691,493,758,641,31.025,24.356,0
877,14.63128,695,491,749,644,32.607,19.44,0
878,14.64797,697,489,741,646,33.591,15.656,0
879,14.66465,699,489,732,647,34.181,11.797,0
880,14.68133,699,488,722,649,34.38,8.13,0
881,14.69802,698,489,712,651,33.887,4.939,0
882,14.7147,697,490,703,653,33.395,2.108,0
883,14.73138,693,492,697,657,31.817,1.389,0
884,14.74807,689,493,687,659,30.411,-0.69,0
885,14.76475,683,498,680,661,27.676,-1.054,0
886,14.78143,676,500,673,665,25.125,-1.042,0
887,14.79812,668,504,665,668,21.934,-1.048,0
888,14.8148,658,507,660,670,18.208,0.703,0
889,14.83148,648,510,654,675,14.47,2.083,0
890,14.84817,636,512,647,677,10.112,3.814,0
891,14.86485,623,513,642,677,5.423,6.608,0
892,14.88153,610,515,635,677,0.716,8.773,0
893,14.89822,598,516,628,676,-3.554,10.62,0
894,14.9149,586,515,620,673,-7.829,12.144,0
895,14.93158,576,513,611,672,-11.449,12.414,0
896,14.94827,566,510,603,669,-15.161,13.1,0
897,14.96495,557,506,592,666,-18.662,12.339,0
898,14.98163,550,505,580,665,-21.14,10.62,0
899,14.99832,544,500,567,664,-23.816,7.983,0
900,15.015,539,499,555,662,-25.602,5.606,0
901,15.03168,536,496,542,661,-27.051,2.083,0
902,15.04837,534,493,528,659,-28.202,-2.07,0
903,15.06505,532,494,513,658,-28.668,-6.608,0
904,15.08173,531,496,499,655,-28.639,-11.379,0
905,15.09842,532,497,484,652,-28.156,-17.207,0
906,15.1151,534,500,471,647,-27.037,-23.199,0
907,15.13178,537,500,460,641,-26.089,-28.639,0
908,15.14847,539,501,449,634,-25.296,-34.086,0
909,15.16515,544,503,440,625,-23.385,-40.446,0
910,15.18183,548,505,433,616,-21.801,-46.014,0
911,15.19852,551,506,427,608,-20.681,-50.56,0
912,15.2152,555,507,425,599,-19.223,-54.713,0
913,15.23188,559,508,423,592,-17.758,-58.299,0
914,15.24857,563,510,423,586,-16.189,-61.504,0
915,15.26525,566,510,424,583,-15.161,-62.793,0
916,15.28193,570,510,426,580,-13.775,-64.075,0
917,15.29862,573,511,428,578,-12.645,-65.2,0
918,15.3153,577,511,431,578,-11.239,-65.349,0
919,15.33198,580,515,434,581,-9.926,-65.674,0
920,15.34867,582,514,439,584,-9.287,-63.918,0
921,15.36535,585,514,444,590,-8.231,-61.675,0
922,15.38203,588,514,450,597,-7.169,-58.975,0
923,15.39872,590,515,458,605,-6.419,-55.713,0
924,15.4154,592,516,466,615,-5.675,-51.843,0
925,15.43208,593,514,477,627,-5.389,-45.751,0
926,15.44877,594,513,488,637,-5.064,-40.525,0
927,15.46545,593,515,503,650,-5.356,-33.69,0
928,15.48213,591,515,519,660,-6.065,-26.407,0
929,15.49882,589,515,537,668,-6.772,-18.771,0
930,15.5155,587,514,558,675,-7.524,-10.211,0
931,15.53218,584,514,580,677,-8.584,-1.406,0
932,15.54887,581,514,600,676,-9.638,6.689,0
933,15.56555,580,513,620,672,-10.049,14.121,0
934,15.58223,581,514,638,665,-9.638,20.681,0
935,15.59892,581,514,656,659,-9.638,27.35,0
936,15.6156,583,514,673,651,-8.936,33.302,0
937,15.63228,587,514,687,644,-7.524,37.569,0
938,15.64897,591,515,699,638,-6.065,41.285,0
939,15.66565,597,516,711,633,-3.909,44.256,0
940,15.68233,602,515,721,629,-2.148,46.229,0
941,15.69902,611,517,731,625,1.061,48.013,0
942,15.7157,616,515,739,624,2.862,48.453,0
943,15.73238,624,516,747,624,5.675,48.715,0
944,15.74907,631,514,753,624,8.231,47.961,0
945,15.76575,641,513,758,626,11.797,45.996,0
946,15.78243,649,511,762,628,14.725,44.004,0
947,15.79912,657,509,763,631,17.65,40.986,0
948,15.8158,665,505,765,634,20.807,37.783,0
949,15.83248,673,503,763,638,23.711,33.69,0
950,15.84917,681,500,761,641,26.723,29.57,0
951,15.86585,688,494,756,643,29.922,24.531,0
952,15.88253,693,493,751,645,31.631,20.886,0
953,15.89922,697,489,745,645,33.591,17.103,0
954,15.9159,701,488,739,645,34.963,13.606,0
955,15.93258,703,486,733,645,35.949,10.685,0
956,15.94927,704,485,728,645,36.444,8.531,0
957,15.96595,704,485,722,646,36.444,6.379,0
958,15.98263,703,486,717,648,35.949,4.939,0
959,15.99932,700,488,711,651,34.673,3.861,0
960,16.016,696,489,707,653,33.294,3.837,0
961,16.03268,692,493,703,656,31.329,3.861,0
962,16.04937,570,315,699,659,-136.469,20.556,0
963,16.06605,679,499,694,664,26.246,5.194,0
964,16.08273,669,503,692,665,22.4,8.081,0
965,16.09942,571,315,687,668,-137.231,18.191,0
966,16.1161,648,511,684,670,14.381,12.758,0
967,16.13278,636,514,680,671,9.987,15.656,0
968,16.14947,625,515,674,670,6.065,17.543,0
969,16.16615,613,516,668,670,1.779,19.654,0
970,16.18283,602,516,661,667,-2.134,21.342,0
971,16.19952,590,514,652,665,-6.459,22.323,0
972,16.2162,581,514,642,664,-9.638,22.13,0
973,16.23288,572,513,630,663,-12.836,21.14,0
974,16.24957,565,510,619,663,-15.505,19.44,0
975,16.26625,558,507,606,663,-18.208,17.103,0
976,16.28293,552,505,592,663,-20.472,14.207,0
977,16.29962,547,504,577,664,-22.264,10.62,0
978,16.3163,544,504,563,663,-23.245,6.814,0
979,16.33298,542,502,546,665,-24.179,1.406,0
980,16.34967,542,502,530,663,-24.179,-4.263,0
981,16.36635,542,502,513,662,-24.179,-10.273,0
982,16.38303,544,504,496,657,-23.245,-17.418,0
983,16.39972,546,504,480,652,-22.593,-24.034,0
984,16.4164,550,505,468,644,-21.14,-30.538,0
985,16.43308,553,506,456,634,-20.014,-37.155,0
986,16.44977,556,508,446,625,-18.771,-43.234,0
987,16.46645,559,509,439,614,-17.65,-48.814,0
988,16.48313,562,510,433,603,-16.53,-54.211,0
989,16.49982,564,510,429,594,-15.848,-58.109,0
990,16.5165,566,511,427,588,-15.068,-61.015,0
991,16.53318,568,511,425,582,-14.381,-63.595,0
992,16.54987,570,512,424,577,-13.606,-66.001,0
993,16.56655,573,512,424,573,-12.567,-67.736,0
994,16.58323,575,513,426,571,-11.797,-68.731,0
995,16.59992,576,513,428,572,-11.449,-68.265,0
996,16.6166,576,514,429,574,-11.379,-67.797,0
997,16.63328,577,514,432,578,-11.032,-66.184,0
998,16.64997,578,515,436,583,-10.62,-64.411,0
999,16.66665,580,515,441,590,-9.926,-61.65,0
1000,16.68333,581,515,447,599,-9.578,-57.918,0
1001,16.70002,581,515,454,608,-9.578,-53.785,0
1002,16.7167,581,515,462,620,-9.578,-48.576,0
1003,16.73338,582,515,472,631,-9.23,-43.479,0
1004,16.75007,580,514,485,644,-9.987,-36.158,0
