t_s,theta1_deg,omega1_deg_s
5.6657,56.7890,-768.0949
6.5643,-5.3581,423.3731
7.5877,-172.7058,-141.7588
8.6889,14.9338,-17.0998
10.1408,-141.7706,-117.5570
11.3323,142.7488,-100.3829
12.2370,-138.8258,22.8760
12.6339,-39.0481,520.9382
15.2975,114.3401,-102.6233
16.1808,-133.4600,46.8680
16.6285,-32.1552,278.3583
17.8319,-30.6395,-710.7167
18.7322,38.1293,89.7347
20.2283,-149.3702,-91.3924
20.7299,-33.5980,290.0283
22.3861,-166.4396,294.1185
22.7713,-37.4255,703.1771
24.4666,-133.2395,470.5583
24.9028,99.8268,192.0170
25.5670,5.4277,-698.2294
26.2245,-109.2540,-4.5284
27.1168,102.7880,3.0441
28.0669,-132.1291,-56.0669
28.9179,100.7024,153.7842
30.0936,-134.9424,87.4705
30.9717,110.6218,50.7762
32.1452,-120.8805,14.9173
32.6764,7.5256,-45.7092
34.0928,-119.5847,-70.0882
35.3102,108.7252,-173.1380
36.2207,-131.2533,63.0945
