t_s,theta1_deg,omega1_deg_s
1.8057,28.7747,142.5549
2.7278,18.5340,37.9411
3.8290,8.1059,130.3247
4.9070,9.7443,137.4423
5.9679,9.6425,138.2578
7.0456,12.1851,122.3586
8.1290,9.6144,52.2460
9.1715,21.3839,89.5789
11.2877,7.3049,116.8576
12.3510,13.2263,120.2143
13.4225,13.1245,126.1269
14.4997,27.6513,128.7724
15.4848,2.6623,479.3222
16.5959,42.9596,229.9305
17.6586,22.9493,118.4099
18.7339,19.0275,116.1154
19.8182,39.8454,175.4316
20.4854,-79.2360,-85.7213
20.8035,-25.7426,515.3644
21.9381,14.2210,120.9481
23.0105,24.6449,116.7750
25.1255,17.7840,86.3930
26.2095,39.5610,160.9968
26.8765,-79.7804,-58.6126
27.1869,-24.9267,482.9820
28.3357,8.4706,98.9835
29.4398,41.6508,206.7467
29.9658,-50.2655,-256.3398
30.3901,-22.3665,406.2117
31.5155,14.1811,143.1848
32.6343,42.2183,210.0046
33.1740,-57.2225,-229.3625
33.5828,-24.9567,458.2129
34.7071,15.6977,147.5356
35.8079,52.3662,276.1885
36.3356,-51.0640,-250.7383
36.7786,-23.2707,435.4175
37.8969,13.2137,143.8375
38.9628,24.3868,122.9825
41.0872,20.4790,38.7765
42.1381,12.6990,133.7978
43.2138,14.5385,120.5914
44.2758,13.9925,52.6639
45.3328,12.1732,131.1620
46.4176,17.8684,104.3236
48.4958,31.3750,22.2965
49.5741,-0.8890,157.4492
50.6655,11.3803,153.1618
51.7449,27.4400,74.7788
53.8563,16.0810,56.1053
54.9114,16.5174,103.8731
55.9729,14.0230,129.5986
57.0493,15.0593,101.8310
58.1532,53.6375,269.2494
58.6790,-54.3527,-219.7435
59.1187,-24.9292,400.1051
60.2426,11.1427,25.8070
61.3025,16.6486,103.6686
62.4781,84.9190,373.3724
63.4412,42.9980,200.2573
64.1134,-83.3771,-49.5493
64.4247,-27.0225,512.3581
65.5645,14.1915,87.8249
66.6627,47.7301,241.7866
67.1851,-50.9481,-262.1595
67.6340,-22.8423,424.6867
68.7533,5.7388,39.5725
69.8236,7.8368,20.8064
70.8736,15.3101,110.6494
71.9762,58.6832,302.1710
