frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s,suspect,arm_length_px,arm_dev_pct,omega_cap_applied,delta_omega_suspect,swap_suspect,residual_suspect,energy_J,energy_ceiling_suspect,energy_rolling_spike,energy_suspect,trend_arm_suspect,omega_cap_suspect
0,0.0,holding,667,486,665,632,1.488,-0.785,0,0.05,13.06,0,146.01,2.45,100,0,0,0,,0,0,0,0,0
1,0.01668,holding,667,487,666,632,1.478,-0.395,0,0.03,8.52,0,145.00,3.13,100,0,0,0,,0,0,0,0,0
2,0.03337,holding,667,486,666,632,1.488,-0.392,0,0.01,4.81,0,146.00,2.46,100,0,0,0,,0,0,0,0,0
3,0.05005,holding,667,486,666,632,1.488,-0.392,0,0.00,1.92,0,146.00,2.46,100,0,0,0,,0,0,0,0,0
4,0.06673,holding,667,486,666,632,1.488,-0.392,0,-0.00,-0.14,0,146.00,2.46,100,0,0,0,,0,0,0,0,0
5,0.08342,holding,667,486,666,632,1.488,-0.392,0,-0.00,-1.37,0,146.00,2.46,100,0,0,0,,0,0,0,0,0
6,0.1001,holding,667,487,666,632,1.478,-0.395,0,-0.07,-0.02,0,145.00,3.13,100,0,0,0,,0,0,0,0,0
7,0.11678,holding,667,486,666,632,1.488,-0.392,0,0.07,0.02,0,146.00,2.46,100,0,0,0,,0,0,0,0,0
8,0.13347,holding,667,486,666,632,1.488,-0.392,0,0.12,0.03,0,146.00,2.46,100,0,0,0,,0,0,0,0,0
9,0.15015,holding,667,486,666,632,1.488,-0.392,0,0.09,0.02,0,146.00,2.46,100,0,0,0,,0,0,0,0,0
10,0.16683,holding,667,486,666,632,1.488,-0.392,0,0.10,0.02,0,146.00,2.46,100,0,0,0,,0,0,0,0,0
11,0.18352,holding,667,485,666,632,1.498,-0.39,0,-0.01,-0.01,0,147.00,1.79,100,0,0,0,,0,0,0,0,0
12,0.2002,holding,667,486,666,632,1.488,-0.392,0,0.06,0.01,0,146.00,2.46,100,0,0,0,,0,0,0,0,0
13,0.21688,holding,667,486,666,632,1.488,-0.392,0,0.00,0.05,0,146.00,2.46,100,0,0,0,,0,0,0,0,0
14,0.23357,holding,667,485,666,632,1.498,-0.39,0,0.03,1.41,0,147.00,1.79,100,0,0,0,,0,0,0,0,0
