n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.5556,-0.4590,-0.6420,-1.7810,-1.5730
1,6.6667,-0.6420,-0.6352,-1.5730,-1.5938
2,7.7778,-0.6352,-0.4480,-1.5938,-1.7800
3,8.8889,-0.4480,-0.4420,-1.7800,-1.7880
4,10.0000,-0.4420,53.4253,-1.7880,74.1644
5,11.1111,53.4253,80.2877,74.1644,85.3369
6,12.2222,80.2877,59.0326,85.3369,96.9573
7,13.3333,59.0326,65.5532,96.9573,94.1363
8,14.4444,65.5532,62.9196,94.1363,93.3266
9,15.5556,62.9196,67.2716,93.3266,91.3225
10,16.6667,67.2716,64.3060,91.3225,95.1427
11,17.7778,64.3060,66.5698,95.1427,97.0806
12,18.8889,66.5698,64.5435,97.0806,94.9501
13,20.0000,64.5435,65.8353,94.9501,96.1253
14,21.1111,65.8353,62.7106,96.1253,93.0995
15,22.2222,62.7106,66.7945,93.0995,95.0820
16,23.3333,66.7945,64.2801,95.0820,96.4207
17,24.4444,64.2801,63.0001,96.4207,95.6907
18,25.5556,63.0001,64.3508,95.6907,97.5960
19,26.6667,64.3508,63.5725,97.5960,97.3718
20,27.7778,63.5725,63.5980,97.3718,95.6948
21,28.8889,63.5980,63.0009,95.6948,99.5583
22,30.0000,63.0009,62.8001,99.5583,96.1068
23,31.1111,62.8001,62.6614,96.1068,96.3388
24,32.2222,62.6614,63.9269,96.3388,99.3870
25,33.3333,63.9269,63.9826,99.3870,96.8481
26,34.4444,63.9826,63.0908,96.8481,97.8394
27,35.5556,63.0908,65.0890,97.8394,97.9836
28,36.6667,65.0890,63.9069,97.9836,94.8467
29,37.7778,63.9069,63.0431,94.8467,99.1602
30,38.8889,63.0431,64.4994,99.1602,97.1017
31,40.0000,64.4994,64.5986,97.1017,96.4303
32,41.1111,64.5986,65.9051,96.4303,100.5726
33,42.2222,65.9051,65.2076,100.5726,96.4799
34,43.3333,65.2076,65.4089,96.4799,100.6384
35,44.4444,65.4089,66.4680,100.6384,97.5417
36,45.5556,66.4680,66.7768,97.5417,98.8317
37,46.6667,66.7768,65.9771,98.8317,98.3147
38,47.7778,65.9771,64.3100,98.3147,95.2855
39,48.8889,64.3100,65.9645,95.2855,96.6636
40,50.0000,65.9645,67.1820,96.6636,97.4293
41,51.1111,67.1820,64.6017,97.4293,96.1196
42,52.2222,64.6017,66.1540,96.1196,96.2681
43,53.3333,66.1540,66.6329,96.2681,98.5120
44,54.4444,66.6329,63.7125,98.5120,95.6583
45,55.5556,63.7125,64.5317,95.6583,93.2113
46,56.6667,64.5317,64.6057,93.2113,96.0798
47,57.7778,64.6057,65.9175,96.0798,95.4584
48,58.8889,65.9175,64.7137,95.4584,96.3512
49,60.0000,64.7137,64.9291,96.3512,95.4421
50,61.1111,64.9291,62.8360,95.4421,98.1679
51,62.2222,62.8360,64.3261,98.1679,95.0990
52,63.3333,64.3261,65.7528,95.0990,95.8286
53,64.4444,65.7528,64.8352,95.8286,95.2908
54,65.5556,64.8352,65.7470,95.2908,96.7707
55,66.6667,65.7470,65.3199,96.7707,96.9871
56,67.7778,65.3199,66.5466,96.9871,96.5562
57,68.8889,66.5466,65.7130,96.5562,105.9703
58,70.0000,65.7130,63.8971,105.9703,95.7366
59,71.1111,63.8971,63.8332,95.7366,92.8674
60,72.2222,63.8332,67.5015,92.8674,98.0238
61,73.3333,67.5015,64.6881,98.0238,94.2528
62,74.4444,64.6881,65.7456,94.2528,97.5378
63,75.5556,65.7456,66.5095,97.5378,98.5664
64,76.6667,66.5095,58.7101,98.5664,94.0019
65,77.7778,58.7101,65.7519,94.0019,93.4103
66,78.8889,65.7519,64.3976,93.4103,96.8689
67,80.0000,64.3976,63.4712,96.8689,95.7468
68,81.1111,63.4712,60.6780,95.7468,99.7515
69,82.2222,60.6780,63.2634,99.7515,95.8638
70,83.3333,63.2634,63.7124,95.8638,96.1296
71,84.4444,63.7124,64.2227,96.1296,96.7061
72,85.5556,64.2227,65.3205,96.7061,98.3621
73,86.6667,65.3205,61.7327,98.3621,90.3423
74,87.7778,61.7327,65.1831,90.3423,97.2137
75,88.8889,65.1831,65.4180,97.2137,98.8646
