t_s,theta1_deg,omega1_deg_s
10.2358,-1.6183,-42.2001
10.9587,43.2950,-24.4769
12.0193,3.6798,191.1798
13.1788,4.3831,61.9328
14.2720,4.6466,125.7001
15.3861,1.6561,47.1000
16.4911,3.2644,104.7859
17.6071,4.4573,85.8290
18.7144,4.8691,88.8133
19.8278,4.4573,63.0452
20.9373,4.6679,46.6691
22.0566,2.2267,62.7834
23.1585,4.6580,69.0649
24.2745,5.5362,55.8920
25.3870,4.8922,48.7095
26.4979,6.1702,66.9446
27.6100,5.8196,59.1014
28.7218,5.0141,57.4042
29.8343,6.0988,63.8709
30.9458,4.6901,42.0489
32.0582,5.2070,45.2789
33.1671,6.2618,50.9833
34.2778,5.8267,56.2523
35.3893,5.4917,41.9119
36.4979,5.7798,69.4890
37.6114,4.4388,40.9243
38.7250,6.9038,38.7054
39.8317,5.2962,72.4700
40.9427,4.2723,30.0268
42.0523,6.3888,64.8279
43.1642,4.7461,57.4398
44.2758,6.8646,78.0604
45.3853,6.0892,110.8604
46.4969,6.4983,95.8924
47.6076,6.5170,85.0635
48.7192,4.5639,43.9713
49.8291,5.2562,54.9889
50.9410,6.1145,94.6916
52.0547,6.0780,67.3429
53.1637,5.0457,92.6315
54.2763,6.2686,119.3775
55.3890,4.6562,66.3000
56.4969,3.5105,62.8514
57.6108,5.5160,55.6930
58.7184,5.0890,80.0247
59.8319,4.9784,72.6855
60.9420,4.8680,55.3473
62.0585,6.7336,43.2320
63.1644,5.8949,37.4263
64.2736,5.3802,79.2889
65.3858,3.9901,55.2438
66.4962,5.2885,55.5714
67.6083,5.9850,56.4938
68.7172,5.2405,63.9681
69.8365,9.6293,141.7649
70.9414,4.9207,75.2747
72.0551,2.2190,50.8259
73.1609,6.8330,84.6000
74.2748,4.5415,36.3638
75.3856,5.8733,63.2865
76.4977,6.5396,93.2833
77.6228,4.0603,67.4549
78.7181,4.4515,92.0897
79.8339,5.6605,62.7593
80.9450,4.7300,45.6308
82.0643,7.9216,51.7607
83.1666,4.5025,46.2177
84.2787,4.9454,43.2699
85.3893,5.7039,48.8417
86.4983,5.5213,98.7048
87.6159,0.8270,61.2267
88.7187,5.7001,41.2386
89.8315,6.0856,74.5831
90.9415,4.8089,86.0397
