n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.4348,52.3569,37.9291,179.4425,153.3827
1,6.5217,37.9291,56.1890,153.3827,109.3128
2,7.6087,56.1890,61.9410,109.3128,118.8603
3,8.6957,61.9410,58.8838,118.8603,122.0295
4,9.7826,58.8838,59.3748,122.0295,118.3111
5,10.8696,59.3748,58.8411,118.3111,121.9151
6,11.9565,58.8411,55.8815,121.9151,115.9599
7,13.0435,55.8815,58.3404,115.9599,118.8827
8,14.1304,58.3404,59.1413,118.8827,113.8013
9,15.2174,59.1413,59.4677,113.8013,128.7152
10,16.3043,59.4677,57.2687,128.7152,119.7770
11,17.3913,57.2687,59.2035,119.7770,121.7219
12,18.4783,59.2035,57.3232,121.7219,120.1478
13,19.5652,57.3232,58.3530,120.1478,122.2287
14,20.6522,58.3530,56.3815,122.2287,118.7606
15,21.7391,56.3815,59.1383,118.7606,124.2964
16,22.8261,59.1383,58.6292,124.2964,121.3187
17,23.9130,58.6292,57.8958,121.3187,122.6894
18,25.0000,57.8958,55.6310,122.6894,115.1052
19,26.0870,55.6310,58.8895,115.1052,116.6243
20,27.1739,58.8895,56.4068,116.6243,116.5375
21,28.2609,56.4068,59.2259,116.5375,117.8917
22,29.3478,59.2259,58.5301,117.8917,117.0170
23,30.4348,58.5301,59.7302,117.0170,119.7845
24,31.5217,59.7302,58.9896,119.7845,120.4036
25,32.6087,58.9896,60.2901,120.4036,118.2796
26,33.6957,60.2901,60.6418,118.2796,120.5744
27,34.7826,60.6418,58.2827,120.5744,121.4834
28,35.8696,58.2827,60.8337,121.4834,120.3716
29,36.9565,60.8337,58.0766,120.3716,120.0462
30,38.0435,58.0766,62.0481,120.0462,120.8698
31,39.1304,62.0481,58.8527,120.8698,126.1180
32,40.2174,58.8527,59.7450,126.1180,119.8449
33,41.3043,59.7450,58.7473,119.8449,122.6507
34,42.3913,58.7473,58.6181,122.6507,121.4348
35,43.4783,58.6181,58.2795,121.4348,123.6384
36,44.5652,58.2795,57.0733,123.6384,116.3069
37,45.6522,57.0733,59.4725,116.3069,122.4995
38,46.7391,59.4725,57.2649,122.4995,118.8515
39,47.8261,57.2649,57.7060,118.8515,117.4743
40,48.9130,57.7060,59.2312,117.4743,118.7033
41,50.0000,59.2312,59.4027,118.7033,123.3438
42,51.0870,59.4027,59.4664,123.3438,115.6331
43,52.1739,59.4664,60.3955,115.6331,121.5065
44,53.2609,60.3955,59.3289,121.5065,120.0977
45,54.3478,59.3289,59.9101,120.0977,119.5539
46,55.4348,59.9101,59.6729,119.5539,118.7270
47,56.5217,59.6729,60.3373,118.7270,121.5601
48,57.6087,60.3373,58.4623,121.5601,119.8351
49,58.6957,58.4623,59.7574,119.8351,121.7762
50,59.7826,59.7574,59.9195,121.7762,121.7773
51,60.8696,59.9195,59.2751,121.7773,122.7927
52,61.9565,59.2751,59.0915,122.7927,120.1670
53,63.0435,59.0915,59.5935,120.1670,123.8240
54,64.1304,59.5935,58.2067,123.8240,121.8092
55,65.2174,58.2067,56.1984,121.8092,116.5029
56,66.3043,56.1984,59.1311,116.5029,121.7903
