t_s,theta1_deg,omega1_deg_s
5.1089,30.3624,23.9082
6.2075,36.0821,5.2489
7.2345,2.7046,86.9853
8.3357,2.9329,75.8509
9.4271,3.3543,85.9669
10.5119,1.7612,57.2777
11.5995,3.4769,82.8470
12.6923,-0.2975,62.0689
13.7693,2.9797,64.5592
14.8652,0.7084,57.2496
15.9471,3.4441,154.0192
17.0319,1.7648,66.5931
18.1172,3.0989,55.6925
19.2071,3.4263,36.5428
20.2912,3.7974,48.9848
21.3799,1.8972,38.0267
22.4628,1.9533,99.8825
23.5533,2.9510,68.3797
24.6402,3.8128,58.5020
25.7338,-0.0111,58.7256
26.8098,2.2768,64.3287
27.9068,0.6563,65.0560
28.9862,3.1514,70.7780
30.0790,3.1986,29.7853
31.1625,3.9096,42.0808
32.2510,4.4519,42.2091
33.3378,4.8537,43.4401
34.4244,4.1759,54.0627
35.5183,1.0496,52.4944
36.5962,4.4525,53.8017
37.6918,1.7329,49.8127
38.7689,4.3853,74.4385
39.8607,4.7141,80.5611
40.9437,3.1181,43.5052
42.0318,4.4687,52.2988
43.1171,3.8470,51.4593
44.2039,4.0894,50.1536
45.2912,2.7007,31.0360
46.3727,3.8273,78.9455
47.4659,2.3964,33.0571
48.5511,3.5125,30.8071
49.6387,3.9323,47.6077
50.7259,4.1355,65.9733
51.8138,1.9510,50.5926
52.9004,4.0256,59.8408
53.9906,3.5245,37.8904
55.0766,3.1116,49.7387
56.1650,3.5999,53.2201
57.2510,4.1574,49.2984
58.3396,3.3314,25.0689
59.4232,4.1363,52.0639
60.5111,3.2249,49.3312
61.5983,3.7688,61.2352
62.6852,2.6744,49.1827
63.7706,3.9676,73.3105
64.8586,3.0331,53.1018
65.9503,-0.7497,35.4010
67.0279,4.1461,83.7450
