n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.6000,-30.9274,-40.9969,138.9993,-37.6748
1,6.4000,-40.9969,-32.6383,-37.6748,2.5547
2,7.2000,-32.6383,-30.7946,2.5547,19.0111
3,8.0000,-30.7946,-27.0414,19.0111,55.3832
4,8.8000,-27.0414,-35.6709,55.3832,123.9062
5,9.6000,-35.6709,-22.9000,123.9062,68.9516
6,10.4000,-22.9000,-30.0246,68.9516,76.8624
7,11.2000,-30.0246,-34.4696,76.8624,136.6961
8,12.0000,-34.4696,-34.2022,136.6961,-78.5155
9,12.8000,-34.2022,-22.3077,-78.5155,43.3236
10,13.6000,-22.3077,-32.1851,43.3236,135.9801
11,14.4000,-32.1851,-37.6354,135.9801,161.8889
12,15.2000,-37.6354,-9.9092,161.8889,90.4233
13,16.0000,-9.9092,-36.7092,90.4233,3.4283
14,16.8000,-36.7092,-15.5588,3.4283,-159.6069
15,17.6000,-15.5588,-20.3545,-159.6069,125.9640
16,18.4000,-20.3545,-31.7001,125.9640,43.3977
17,19.2000,-31.7001,-34.3444,43.3977,-20.0430
18,20.0000,-34.3444,-40.0386,-20.0430,6.5835
19,20.8000,-40.0386,-34.3431,6.5835,15.5902
20,21.6000,-34.3431,-30.8082,15.5902,42.2813
21,22.4000,-30.8082,-34.2297,42.2813,97.1729
22,23.2000,-34.2297,-32.0161,97.1729,79.4611
23,24.0000,-32.0161,-28.0639,79.4611,-173.1908
24,24.8000,-28.0639,-13.6799,-173.1908,161.9174
25,25.6000,-13.6799,-9.2635,161.9174,68.1391
26,26.4000,-9.2635,-28.6186,68.1391,2.3441
27,27.2000,-28.6186,-25.7668,2.3441,-165.2827
28,28.0000,-25.7668,-15.1621,-165.2827,-160.2328
29,28.8000,-15.1621,-19.1551,-160.2328,-178.3967
30,29.6000,-19.1551,-14.5623,-178.3967,153.2087
31,30.4000,-14.5623,-39.2711,153.2087,-47.7169
32,31.2000,-39.2711,-24.8936,-47.7169,-59.7518
33,32.0000,-24.8936,-31.7455,-59.7518,-62.0916
34,32.8000,-31.7455,-26.6249,-62.0916,-81.6711
35,33.6000,-26.6249,-24.2472,-81.6711,-28.5721
36,34.4000,-24.2472,-40.9501,-28.5721,-20.4059
37,35.2000,-40.9501,-31.0518,-20.4059,-38.2536
