n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
38,36.0000,-31.0518,-33.2528,-38.2536,-57.4545
39,36.8000,-33.2528,-26.3075,-57.4545,-112.9347
40,37.6000,-26.3075,-21.2561,-112.9347,71.5510
41,38.4000,-21.2561,-45.4081,71.5510,-0.1802
42,39.2000,-45.4081,-26.0385,-0.1802,75.0075
43,40.0000,-26.0385,1.8256,75.0075,-4.0109
44,40.8000,1.8256,-8.3747,-4.0109,-129.1343
45,41.6000,-8.3747,-18.0124,-129.1343,53.9291
46,42.4000,-18.0124,-0.9944,53.9291,-39.4054
47,43.2000,-0.9944,-9.1706,-39.4054,-120.8022
48,44.0000,-9.1706,-25.3516,-120.8022,39.3744
49,44.8000,-25.3516,-29.9869,39.3744,153.6038
50,45.6000,-29.9869,-9.7136,153.6038,80.0934
51,46.4000,-9.7136,-39.1664,80.0934,8.7914
52,47.2000,-39.1664,-12.8591,8.7914,-157.8053
53,48.0000,-12.8591,-25.7566,-157.8053,152.0288
54,48.8000,-25.7566,-15.0681,152.0288,105.0322
55,49.6000,-15.0681,-42.7063,105.0322,5.9267
56,50.4000,-42.7063,-12.5661,5.9267,-150.7705
57,51.2000,-12.5661,-29.8411,-150.7705,125.1606
58,52.0000,-29.8411,-33.6259,125.1606,119.3853
59,52.8000,-33.6259,-31.3294,119.3853,159.1907
60,53.6000,-31.3294,-8.0678,159.1907,121.3477
61,54.4000,-8.0678,-33.6369,121.3477,5.4523
62,55.2000,-33.6369,-27.2342,5.4523,-48.7681
63,56.0000,-27.2342,-2.3456,-48.7681,-144.5719
64,56.8000,-2.3456,-29.0352,-144.5719,108.5981
65,57.6000,-29.0352,-18.2467,108.5981,1.3879
66,58.4000,-18.2467,-21.5237,1.3879,2.7922
67,59.2000,-21.5237,5.3512,2.7922,-19.8911
68,60.0000,5.3512,-1.3141,-19.8911,-120.4724
69,60.8000,-1.3141,-25.4018,-120.4724,27.9919
70,61.6000,-25.4018,-30.5897,27.9919,100.5193
71,62.4000,-30.5897,-29.6534,100.5193,75.2812
72,63.2000,-29.6534,-35.2134,75.2812,116.0002
73,64.0000,-35.2134,-30.2374,116.0002,159.5884
74,64.8000,-30.2374,-7.2102,159.5884,121.2858
75,65.6000,-7.2102,-32.7921,121.2858,3.1279
76,66.4000,-32.7921,-30.5286,3.1279,56.9405
77,67.2000,-30.5286,-25.8476,56.9405,74.5557
78,68.0000,-25.8476,-36.5655,74.5557,36.0699
79,68.8000,-36.5655,-43.0280,36.0699,-38.4003
80,69.6000,-43.0280,-37.3973,-38.4003,-44.8746
81,70.4000,-37.3973,-30.1596,-44.8746,-137.2620
82,71.2000,-30.1596,-11.6051,-137.2620,-130.9021
83,72.0000,-11.6051,-16.8709,-130.9021,57.6718
84,72.8000,-16.8709,-22.8982,57.6718,-4.6342
85,73.6000,-22.8982,-14.1932,-4.6342,-12.6506
86,74.4000,-14.1932,9.0940,-12.6506,-26.0270
87,75.2000,9.0940,-6.5048,-26.0270,-118.6280
88,76.0000,-6.5048,-27.3775,-118.6280,29.3094
89,76.8000,-27.3775,-30.0826,29.3094,106.2115
90,77.6000,-30.0826,-32.5272,106.2115,82.4789
91,78.4000,-32.5272,-7.1772,82.4789,-6.0314
92,79.2000,-7.1772,-22.3136,-6.0314,-14.8473
93,80.0000,-22.3136,-36.6347,-14.8473,109.7275
94,80.8000,-36.6347,-30.2012,109.7275,163.6256
95,81.6000,-30.2012,-6.8970,163.6256,153.2839
96,82.4000,-6.8970,-26.1301,153.2839,-27.1241
97,83.2000,-26.1301,-39.2875,-27.1241,-32.2773
98,84.0000,-39.2875,-36.6766,-32.2773,-30.5658
99,84.8000,-36.6766,-31.5411,-30.5658,-84.7277
100,85.6000,-31.5411,-24.3101,-84.7277,-16.0152
101,86.4000,-24.3101,-41.3387,-16.0152,-19.7346
102,87.2000,-41.3387,-38.4136,-19.7346,-25.1979
103,88.0000,-38.4136,-35.0760,-25.1979,-54.0759
104,88.8000,-35.0760,-27.3686,-54.0759,-101.7566
105,89.6000,-27.3686,-16.7030,-101.7566,57.6532
106,90.4000,-16.7030,-11.6172,57.6532,-19.5023
107,91.2000,-11.6172,-29.9969,-19.5023,30.3856
108,92.0000,-29.9969,-39.8428,30.3856,-38.6946
109,92.8000,-39.8428,-37.5995,-38.6946,-24.5629
110,93.6000,-37.5995,-40.8184,-24.5629,-29.8146
111,94.4000,-40.8184,-32.7177,-29.8146,-79.3792
112,95.2000,-32.7177,-30.3571,-79.3792,-27.1101
113,96.0000,-30.3571,-43.4921,-27.1101,-26.2886
114,96.8000,-43.4921,-32.6948,-26.2886,-71.1856
115,97.6000,-32.6948,-22.4218,-71.1856,-84.2921
116,98.4000,-22.4218,-32.1753,-84.2921,-6.0214
117,99.2000,-32.1753,-39.5864,-6.0214,-20.9523
118,100.0000,-39.5864,-34.9170,-20.9523,-59.1562
119,100.8000,-34.9170,-28.1510,-59.1562,-136.2724
120,101.6000,-28.1510,-8.0289,-136.2724,-131.4326
121,102.4000,-8.0289,-17.5143,-131.4326,53.4337
122,103.2000,-17.5143,-28.8009,53.4337,47.2680
123,104.0000,-28.8009,-26.1462,47.2680,-10.7124
124,104.8000,-26.1462,-40.4873,-10.7124,-14.9938
125,105.6000,-40.4873,-37.2232,-14.9938,-50.5764
126,106.4000,-37.2232,-35.7611,-50.5764,-54.6910
127,107.2000,-35.7611,-28.1941,-54.6910,-118.0281
128,108.0000,-28.1941,-24.5600,-118.0281,84.4096
129,108.8000,-24.5600,-48.1283,84.4096,-22.0427
130,109.6000,-48.1283,-32.5899,-22.0427,-41.6887
131,110.4000,-32.5899,-40.3556,-41.6887,-39.0686
132,111.2000,-40.3556,-36.2594,-39.0686,-59.7535
133,112.0000,-36.2594,-27.2209,-59.7535,-117.9504
134,112.8000,-27.2209,-22.5510,-117.9504,78.1478
135,113.6000,-22.5510,-41.3389,78.1478,3.9519
136,114.4000,-41.3389,-23.2428,3.9519,155.1907
137,115.2000,-23.2428,-12.2069,155.1907,90.3585
138,116.0000,-12.2069,-47.2034,90.3585,-4.6208
139,116.8000,-47.2034,-24.6754,-4.6208,52.7316
140,117.6000,-24.6754,-29.8828,52.7316,163.7787
141,118.4000,-29.8828,-12.8236,163.7787,136.7078
142,119.2000,-12.8236,-31.3924,136.7078,62.0885
143,120.0000,-31.3924,-32.5678,62.0885,98.4795
144,120.8000,-32.5678,-30.4031,98.4795,-3.5000
145,121.6000,-30.4031,-41.0899,-3.5000,86.6373
146,122.4000,-41.0899,-27.1124,86.6373,5.0954
