t_s,theta1_deg,omega1_deg_s
5.3245,51.2434,-152.2921
6.4439,-58.7262,-281.6893
7.1970,-31.2779,-488.2873
7.9730,-18.4215,-550.3467
8.6736,24.8633,-542.1393
9.3314,51.3528,-204.7884
10.2324,50.1459,-451.4877
11.0492,36.8255,-575.3791
11.7273,60.7402,-140.9914
12.8814,-66.3519,-163.0028
13.5237,16.8780,-638.5544
14.1259,52.8386,-143.5225
15.5807,2.9814,31.3157
16.7874,-32.1198,-407.0585
17.2796,39.3740,0.9044
17.9201,-21.9596,388.1281
19.1465,-4.7375,-677.1069
20.0227,-44.6134,-380.0934
20.7918,-36.7853,-441.8866
21.5814,-26.1446,-509.1813
22.3272,1.2798,-595.5222
22.9426,52.8106,-187.2550
23.8034,57.7814,-433.9924
25.1386,-16.3425,441.5769
25.9753,-8.4575,70.6511
27.1586,-11.1190,-462.3433
27.7119,49.2747,-167.2615
28.3966,26.8467,451.6968
29.1764,18.9087,463.9239
29.9166,-19.8818,439.7170
31.2524,-62.0077,-292.9365
32.0570,-55.0239,-366.3199
32.8632,-61.7561,-298.4697
33.6778,-64.0758,-264.6262
34.4257,-38.9886,-502.7976
35.2263,-51.7060,-352.7408
36.0378,-50.5587,-388.9249
36.8579,-60.9666,-307.1403
37.7318,-71.6220,67.2962
38.1197,77.0240,25.3470
39.2003,-45.5407,-425.1936
39.7906,53.1024,-291.2092
41.2692,26.2280,-21.2289
41.7390,-59.7470,-36.0734
42.2229,63.6565,-336.0258
43.6957,35.5040,-149.9094
44.1144,-57.4836,-148.5918
44.7344,10.2922,-667.0068
45.3196,51.3357,-122.1891
45.9583,-14.9871,193.4070
47.1720,-27.3103,-454.2375
47.6722,38.9550,27.3144
48.4226,36.8010,416.7314
49.1975,5.7899,18.1719
50.3808,-35.2075,-425.2344
50.8826,41.2784,53.5927
51.4145,-51.2823,331.0682
51.6512,54.3157,341.7383
52.5335,68.1338,-111.5885
53.3188,66.1640,-103.3308
53.9545,-21.5750,327.5572
55.1452,-8.3619,-516.9877
55.7229,56.9039,-181.2978
56.3831,8.5283,498.3589
56.9915,-55.3921,236.1298
57.2655,60.7355,285.5721
60.4722,25.9330,-20.8757
60.9230,-55.6311,-178.0552
61.5595,-3.4209,-671.5429
62.1546,54.8897,-179.5650
63.0528,43.3800,-587.9304
63.7444,63.8536,-235.6387
64.5184,65.5609,-104.4327
65.1557,-21.1457,337.3174
66.3223,4.6747,-527.9392
67.1208,8.5736,-686.9975
67.8130,49.7372,-362.0449
68.7572,-15.9029,-631.3694
69.6406,-60.5698,-318.5449
70.4450,-58.7244,-338.6380
71.6160,40.3414,372.6136
72.1363,-64.9700,29.4807
72.5857,76.0780,-230.7660
75.6852,30.0320,-86.3862
76.1167,-56.7371,-184.3728
76.7565,-3.6273,-667.3919
77.3454,56.1617,-116.4477
78.1914,64.4959,-383.6777
80.5688,58.0432,-358.3949
81.3179,62.0292,-103.6109
81.9667,-20.1748,438.6673
83.2245,-39.5090,-471.1496
84.0344,-54.6198,-344.6723
84.8324,-51.4972,-370.5391
85.6869,-69.4473,-171.8271
86.4156,-33.6501,-552.0639
87.2228,-51.3740,-371.9455
88.0255,-50.4268,-390.2876
88.8542,-60.9370,-309.7211
89.7093,-70.2350,-47.5315
90.2097,71.1341,-298.9268
91.9665,-12.6428,-634.3491
92.8387,-57.0256,-333.7718
93.6262,-50.2117,-383.3574
94.4323,-55.2055,-348.0663
95.2794,-68.5353,-200.4312
96.0259,-44.4604,-458.1693
96.8296,-56.2182,-338.9642
97.6701,-65.5161,-258.7124
98.4835,-64.4288,-227.5688
99.2069,-35.5652,-520.1363
100.0224,-49.4410,-389.9265
100.8593,-62.7710,-296.1292
102.0106,38.9762,371.4275
102.5338,-66.6460,-22.7213
103.0781,47.2258,-523.1845
103.9416,1.2641,-675.3370
104.8105,-31.9000,-522.5605
105.6177,-48.1800,-393.5003
106.4500,-60.9508,-332.4448
107.2523,-61.6188,-340.0431
108.1499,-72.3397,142.9332
108.5020,74.4633,129.0819
109.6276,-59.8052,-347.4978
110.4418,-53.8980,-370.7388
111.2379,-58.4818,-357.8345
112.0550,-63.0774,-336.8637
112.9410,-72.7270,75.6272
113.3128,75.2632,98.2787
114.3914,-37.5434,-468.2285
114.9169,52.0480,-15.3209
115.5757,-12.3023,188.8108
116.8081,-50.1838,-395.5983
117.4952,25.0598,-564.7899
118.1252,54.9041,-180.1935
118.7476,-20.1912,379.2303
119.9044,16.6251,-693.8733
120.5556,58.7731,-203.4728
121.6024,-32.0789,-617.2308
122.1844,61.4098,-436.9779
123.1958,-24.4251,-657.8428
