frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,663.552,484.999,662.544,637.996,0.207,-0.378,0,-1.72,-0.44
1,0.01668,driven,663.456,484.999,662.486,637.996,0.171,-0.363,0,-1.03,0.25
2,0.03337,driven,663.456,484.999,662.486,637.996,0.171,-0.363,0,-0.44,0.85
3,0.05005,driven,663.456,484.999,662.486,637.996,0.171,-0.363,0,0.05,1.38
4,0.06673,driven,663.456,484.999,662.613,637.997,0.171,-0.316,0,0.26,2.40
5,0.08342,driven,663.456,484.999,662.720,637.998,0.171,-0.276,0,0.67,2.04
6,0.1001,driven,663.527,484.999,662.854,637.998,0.197,-0.252,0,0.65,1.42
7,0.11678,driven,663.535,484.999,662.854,637.998,0.200,-0.255,0,0.47,-1.51
8,0.13347,driven,663.535,484.999,662.854,637.998,0.200,-0.255,0,-0.17,-3.12
9,0.15015,driven,663.565,484.999,662.513,637.995,0.211,-0.394,0,0.22,-3.53
10,0.16683,driven,663.565,484.999,662.513,637.995,0.211,-0.394,0,3.20,-5.10
11,0.18352,driven,663.736,484.998,662.459,637.993,0.276,-0.478,0,4.94,-4.88
12,0.2002,driven,664.109,484.996,662.446,637.987,0.415,-0.623,0,4.24,-4.59
13,0.21688,driven,664.109,484.996,662.445,637.987,0.415,-0.623,0,0.87,-0.82
14,0.23357,driven,664.109,484.996,662.445,637.987,0.415,-0.623,0,-1.36,1.62
15,0.25025,driven,664.038,484.996,662.446,637.988,0.389,-0.596,0,-0.64,0.15
16,0.26693,driven,664.038,484.996,662.446,637.988,0.389,-0.596,0,-0.28,-0.43
17,0.28362,driven,664.038,484.996,662.345,637.987,0.389,-0.634,0,0.02,-0.47
18,0.3003,driven,664.038,484.996,662.399,637.988,0.389,-0.614,0,0.24,-0.28
19,0.31698,driven,664.038,484.996,662.399,637.988,0.389,-0.614,0,0.54,0.02
20,0.33367,driven,664.097,484.996,662.399,637.987,0.411,-0.636,0,0.54,0.22
21,0.35035,driven,664.097,484.996,662.467,637.987,0.411,-0.611,0,0.61,0.68
22,0.36703,driven,664.097,484.996,662.526,637.988,0.411,-0.588,0,-0.83,1.73
23,0.38372,driven,664.097,484.996,662.526,637.988,0.411,-0.588,0,-1.83,1.41
24,0.4004,driven,663.907,484.997,662.467,637.991,0.340,-0.539,0,-1.94,-1.06
25,0.41708,driven,663.887,484.997,662.316,637.989,0.332,-0.588,0,-0.96,-4.19
26,0.43377,driven,663.887,484.997,662.001,637.986,0.332,-0.706,0,0.28,-5.22
27,0.45045,driven,663.887,484.997,661.835,637.984,0.332,-0.768,0,0.05,-2.45
28,0.46713,driven,663.887,484.997,661.814,637.983,0.332,-0.776,0,0.00,-1.29
29,0.48382,driven,663.890,484.997,661.788,637.983,0.333,-0.787,0,-0.14,-1.65
30,0.5005,driven,663.890,484.997,661.591,637.980,0.333,-0.861,0,0.75,-2.65
31,0.51718,driven,663.899,484.997,661.591,637.980,0.337,-0.864,0,0.87,-1.63
32,0.53387,driven,664.008,484.997,661.586,637.978,0.377,-0.907,0,-0.42,0.78
33,0.55055,driven,663.899,484.997,661.591,637.980,0.337,-0.864,0,-1.41,1.46
34,0.56723,driven,663.784,484.998,661.596,637.982,0.294,-0.820,0,-2.14,2.61
35,0.58392,driven,663.784,484.998,661.619,637.983,0.294,-0.811,0,-1.50,2.28
36,0.6006,driven,663.672,484.999,661.668,637.985,0.252,-0.750,0,-0.27,0.80
37,0.61728,driven,663.672,484.999,661.686,637.986,0.252,-0.744,0,0.41,-0.02
38,0.63397,driven,663.784,484.998,661.668,637.983,0.294,-0.792,0,0.86,-0.52
39,0.65065,driven,663.741,484.998,661.729,637.985,0.278,-0.754,0,0.07,0.47
40,0.66733,driven,663.741,484.998,661.729,637.985,0.278,-0.754,0,-0.41,0.68
41,0.68402,driven,663.741,484.998,661.738,637.985,0.278,-0.750,0,0.03,-0.21
42,0.7007,driven,663.737,484.998,661.716,637.985,0.276,-0.757,0,-0.06,-0.15
43,0.71738,driven,663.737,484.998,661.716,637.985,0.276,-0.757,0,-0.13,-0.48
44,0.73407,driven,663.737,484.998,661.682,637.984,0.276,-0.769,0,0.32,-0.96
45,0.75075,driven,663.743,484.998,661.633,637.984,0.278,-0.790,0,0.74,-1.53
46,0.76743,driven,663.806,484.998,661.630,637.982,0.302,-0.815,0,0.29,-0.81
47,0.78412,driven,663.806,484.998,661.590,637.982,0.302,-0.830,0,-0.12,-0.20
48,0.8008,driven,663.752,484.998,661.593,637.983,0.282,-0.809,0,-0.04,0.13
49,0.81748,driven,663.806,484.998,661.593,637.982,0.302,-0.829,0,0.93,-0.65
50,0.83417,driven,663.854,484.998,661.630,637.981,0.320,-0.833,0,1.25,-1.13
51,0.85085,driven,663.909,484.997,661.593,637.980,0.340,-0.867,0,0.81,-1.16
52,0.86753,driven,663.909,484.997,661.593,637.980,0.340,-0.867,0,-0.35,-0.62
53,0.88422,driven,663.909,484.997,661.532,637.979,0.340,-0.890,0,-0.89,-0.01
54,0.9009,driven,663.789,484.998,661.486,637.981,0.296,-0.863,0,-1.67,0.81
55,0.91758,driven,663.789,484.998,661.486,637.981,0.296,-0.863,0,-2.12,2.46
56,0.93427,driven,663.645,484.999,661.486,637.983,0.241,-0.808,0,-0.80,1.82
57,0.95095,driven,663.645,484.999,661.589,637.985,0.241,-0.770,0,1.41,-0.46
58,0.96763,driven,663.797,484.998,661.589,637.982,0.298,-0.827,0,3.03,-2.66
59,0.98432,driven,663.946,484.997,661.589,637.979,0.354,-0.883,0,1.92,-2.12
60,1.001,driven,663.946,484.997,661.577,637.979,0.354,-0.887,0,0.71,-1.04
61,1.01768,driven,663.961,484.997,661.573,637.978,0.360,-0.894,0,0.44,-1.00
62,1.03437,driven,664.025,484.997,661.521,637.976,0.384,-0.938,0,0.93,-1.41
63,1.05105,driven,664.025,484.997,661.521,637.976,0.384,-0.938,0,-0.01,-0.28
64,1.06773,driven,664.025,484.997,661.521,637.976,0.384,-0.938,0,-2.02,2.28
65,1.08442,driven,663.884,484.997,661.521,637.979,0.331,-0.885,0,-3.06,3.29
66,1.1011,driven,663.712,484.998,661.557,637.983,0.267,-0.807,0,-2.44,2.97
67,1.11778,driven,663.666,484.999,661.557,637.984,0.249,-0.790,0,-0.86,1.41
68,1.13447,driven,663.666,484.999,661.607,637.985,0.249,-0.771,0,-1.10,1.43
69,1.15115,driven,663.593,484.999,661.600,637.986,0.222,-0.746,0,-2.17,2.40
70,1.16783,driven,663.449,484.999,661.607,637.988,0.168,-0.690,0,-1.03,1.12
71,1.18452,driven,663.449,484.999,661.620,637.988,0.168,-0.685,0,0.75,-0.38
72,1.2012,driven,663.593,484.999,661.636,637.986,0.222,-0.733,0,1.49,-1.12
73,1.21788,driven,663.593,484.999,661.651,637.987,0.222,-0.727,0,2.02,-1.93
74,1.23457,driven,663.662,484.999,661.651,637.985,0.248,-0.753,0,2.22,-2.19
75,1.25125,driven,663.862,484.998,661.636,637.981,0.323,-0.834,0,2.05,-2.25
76,1.26793,driven,663.862,484.998,661.651,637.982,0.323,-0.828,0,0.57,-1.02
77,1.28462,driven,663.846,484.998,661.607,637.981,0.317,-0.838,0,-0.51,0.50
78,1.3013,driven,663.846,484.998,661.607,637.981,0.317,-0.838,0,-0.29,0.72
79,1.31798,driven,663.824,484.998,661.686,637.983,0.308,-0.801,0,-1.34,2.27
80,1.33467,driven,663.757,484.998,661.686,637.984,0.283,-0.775,0,-2.19,2.83
81,1.35135,driven,663.621,484.999,661.719,637.987,0.233,-0.712,0,-0.93,1.10
82,1.36803,driven,663.621,484.999,661.719,637.987,0.233,-0.712,0,0.76,-0.76
83,1.38472,driven,663.751,484.998,661.719,637.985,0.281,-0.761,0,1.25,-1.12
84,1.4014,driven,663.751,484.998,661.719,637.985,0.281,-0.761,0,1.04,-0.55
85,1.41808,driven,663.757,484.998,661.774,637.985,0.284,-0.743,0,0.85,-0.27
86,1.43477,driven,663.872,484.998,661.774,637.983,0.326,-0.785,0,1.51,-1.23
87,1.45145,driven,663.872,484.998,661.786,637.983,0.326,-0.781,0,-0.19,-0.01
88,1.46813,driven,663.872,484.998,661.774,637.983,0.326,-0.785,0,-2.56,1.55
89,1.48482,driven,663.644,484.999,661.774,637.987,0.241,-0.700,0,2.19,-1.62
90,1.5015,driven,663.496,484.999,661.819,637.990,0.186,-0.628,0,-8.28,13.95
91,1.51818,driven,663.327,485.000,662.399,637.997,0.122,-0.348,0,-36.36,55.03
92,1.53487,driven,660.111,484.973,663.466,637.936,-1.082,1.257,0,-75.35,113.09
93,1.55155,driven,655.810,484.831,665.682,637.512,-2.694,3.700,0,-123.76,179.52
94,1.56823,driven,649.641,484.416,668.474,636.252,-5.009,7.071,0,-178.70,250.43
95,1.58492,driven,640.102,483.277,671.421,633.037,-8.607,11.812,0,-243.06,306.84
96,1.6016,driven,628.310,481.015,674.150,626.987,-13.105,17.434,0,-276.47,322.66
97,1.61828,driven,615.876,477.562,674.321,618.959,-17.939,22.457,0,-284.90,298.84
98,1.63497,driven,604.663,473.442,674.305,609.673,-22.414,27.076,0,-289.78,256.79
99,1.65165,driven,592.402,467.739,671.296,598.829,-27.479,31.041,0,-301.15,208.91
100,1.66833,driven,580.585,460.906,666.042,587.816,-32.592,33.955,0,-309.83,140.61
101,1.68502,driven,569.357,452.996,658.626,577.253,-37.738,35.694,0,-303.90,58.85
102,1.7017,driven,559.248,444.448,649.108,568.278,-42.697,35.967,0,-298.39,-18.53
103,1.71838,driven,550.090,435.249,637.705,560.679,-47.559,34.935,0,-284.40,-93.41
104,1.73507,driven,542.198,425.893,625.516,554.217,-52.144,32.995,0,-258.25,-161.39
105,1.75175,driven,536.299,417.766,612.004,550.723,-55.905,29.657,0,-179.07,-217.13
106,1.76843,driven,532.564,411.972,598.628,549.974,-58.487,25.581,0,-79.56,-266.92
107,1.78512,driven,532.564,411.972,587.358,554.824,-58.487,20.985,0,-23.64,-299.27
108,1.8018,driven,532.564,411.972,573.252,559.462,-58.487,15.423,0,18.41,-337.87
109,1.81848,driven,532.571,411.983,557.967,562.861,-58.482,9.555,0,93.34,-395.07
110,1.83517,driven,536.945,418.713,542.749,571.603,-55.476,2.174,0,232.65,-503.58
111,1.85185,driven,545.384,429.854,526.188,581.645,-50.240,-7.207,0,374.70,-679.22
112,1.86853,driven,558.133,443.409,506.500,587.433,-43.267,-19.723,0,471.85,-774.80
113,1.88522,driven,575.557,457.550,489.941,584.352,-34.856,-34.027,0,516.14,-785.08
114,1.9019,driven,596.077,469.588,487.400,577.282,-25.938,-45.260,0,506.67,-746.63
115,1.91858,driven,615.416,477.412,486.270,559.451,-18.120,-57.575,0,465.19,-663.06
116,1.93527,driven,634.896,482.397,492.497,538.356,-10.585,-68.546,0,436.93,-547.93
117,1.95195,driven,653.947,484.732,505.940,523.496,-3.392,-75.324,0,442.68,-365.77
118,1.96863,driven,674.074,484.599,523.308,510.652,4.151,-80.196,0,463.60,-205.01
119,1.98532,driven,695.140,481.586,543.440,501.483,12.126,-82.528,0,487.68,-50.11
120,2.002,driven,716.444,475.362,564.903,496.439,20.445,-82.082,0,498.07,103.12
121,2.01868,driven,736.510,466.184,586.517,496.370,28.715,-78.621,0,498.93,247.99
122,2.03537,driven,755.024,454.231,607.963,496.446,36.975,-73.984,0,496.66,398.42
123,2.05205,driven,771.460,439.914,631.898,502.615,45.145,-65.807,0,482.18,550.85
124,2.06873,driven,785.131,424.158,659.335,511.246,52.962,-55.305,0,447.45,681.44
125,2.08542,driven,794.934,409.475,689.965,520.787,59.578,-43.320,0,328.15,742.70
126,2.1021,driven,801.047,397.969,723.219,529.695,64.458,-30.576,0,162.14,786.25
127,2.11878,driven,801.635,396.724,756.040,542.772,64.974,-17.338,0,56.24,814.15
128,2.13547,driven,801.635,396.724,793.412,549.503,64.974,-3.081,0,-28.27,851.42
129,2.15215,driven,801.635,396.724,832.176,546.645,64.974,11.514,0,-177.77,997.61
130,2.16883,driven,795.515,408.478,868.808,542.780,60.010,28.623,0,-374.32,1128.10
131,2.18552,driven,782.629,427.383,900.445,524.996,51.434,50.358,0,-487.85,1213.33
132,2.2022,driven,769.477,441.871,911.897,497.776,44.101,68.568,0,-446.65,1152.68
133,2.21888,driven,755.563,453.824,908.443,459.871,37.228,87.735,0,-364.42,989.76
134,2.23557,driven,743.496,462.113,892.849,428.906,31.743,102.535,0,-316.03,842.22
135,2.25225,driven,731.919,468.598,870.679,404.142,26.773,114.916,0,-289.11,686.78
136,2.26893,driven,720.199,473.906,844.485,384.675,21.953,125.676,0,-292.58,598.88
137,2.28562,driven,707.227,478.468,815.375,370.241,16.802,135.021,0,-314.72,501.14
138,2.3023,driven,693.039,482.022,786.463,360.858,11.322,142.366,0,-375.52,374.11
139,2.31898,driven,675.402,484.497,757.341,355.287,4.650,147.619,0,-429.92,244.36
140,2.33567,driven,653.588,484.710,729.200,351.699,-3.527,150.383,0,-480.88,129.09
141,2.35235,driven,633.505,482.130,705.583,347.172,-11.115,151.894,0,-505.93,4.43
142,2.36903,driven,610.487,475.706,683.469,341.234,-20.073,151.510,0,-510.52,-42.45
143,2.38572,driven,590.010,466.467,667.723,334.673,-28.494,149.474,0,-508.70,-67.40
144,2.4024,driven,571.835,454.874,648.010,322.184,-36.573,150.140,0,-474.51,-45.05
145,2.41908,driven,556.207,441.564,635.898,310.956,-44.266,148.610,0,-427.00,12.90
146,2.43577,driven,544.443,428.712,621.755,296.683,-50.794,149.648,0,-343.24,91.65
147,2.45245,driven,536.767,418.453,607.288,282.675,-55.594,152.553,0,-230.41,235.50
148,2.46913,driven,532.527,411.911,591.999,270.942,-58.514,157.126,0,-115.36,331.70
149,2.48582,driven,531.037,409.426,574.149,262.625,-59.599,163.634,0,-45.30,399.21
150,2.5025,driven,531.037,409.426,555.987,258.474,-59.599,170.615,0,7.80,447.02
151,2.51918,driven,531.037,409.426,535.570,256.493,-59.599,178.302,0,83.84,502.91
152,2.53587,driven,534.400,414.891,514.816,263.150,-57.196,-172.646,0,184.19,581.44
153,2.55255,driven,540.694,423.925,493.740,278.308,-53.071,-162.128,0,269.66,663.55
154,2.56923,driven,548.734,433.746,473.535,300.501,-48.317,-150.561,0,304.43,736.46
155,2.58592,driven,558.222,443.493,455.104,330.463,-43.222,-137.626,0,314.44,788.58
156,2.6026,driven,569.148,452.834,441.890,367.896,-37.837,-123.721,0,316.29,877.03
157,2.61928,driven,580.024,460.546,435.197,411.210,-32.842,-108.812,0,291.89,1003.12
158,2.63597,driven,591.083,467.044,438.084,466.556,-28.037,-90.183,0,252.13,1164.48
159,2.65265,driven,599.859,471.364,456.222,524.064,-24.374,-69.852,0,216.36,1298.58
160,2.66933,driven,608.547,474.982,495.928,578.548,-20.849,-47.398,0,203.38,1338.85
161,2.68602,driven,617.414,478.051,552.845,616.759,-17.334,-24.962,0,237.82,1348.18
162,2.7027,driven,628.592,481.081,618.796,633.767,-12.996,-3.671,0,290.17,1248.85
163,2.71938,driven,643.468,483.748,688.710,629.906,-7.334,17.199,0,369.45,1086.97
164,2.73607,driven,660.658,484.982,743.136,613.848,-0.877,32.621,0,440.00,906.31
165,2.75275,driven,682.634,483.735,793.407,589.274,7.373,46.386,0,503.36,723.77
166,2.76943,driven,704.547,479.251,834.141,560.580,15.757,57.889,0,531.67,604.56
167,2.78612,driven,727.507,470.737,867.606,532.228,24.937,66.303,0,517.41,487.63
168,2.8028,driven,746.250,460.369,893.471,502.021,32.964,74.203,0,475.10,419.12
169,2.81948,driven,762.266,448.427,913.313,472.796,40.451,80.835,0,399.56,400.58
170,2.83617,driven,773.737,437.576,926.577,444.581,46.367,87.376,0,317.14,397.16
171,2.85285,driven,781.432,428.865,933.977,417.070,50.721,94.422,0,193.42,435.77
172,2.86953,driven,785.631,423.491,935.443,392.417,53.275,101.718,0,81.40,467.63
173,2.88622,driven,785.631,423.491,929.370,371.068,53.275,110.037,0,9.23,473.45
174,2.9029,driven,785.631,423.491,921.110,352.396,53.275,117.689,0,-35.82,462.18
175,2.91958,driven,784.657,424.782,910.029,337.083,52.669,124.973,0,-78.44,426.65
176,2.93627,driven,781.122,429.243,894.707,326.738,50.537,132.065,0,-146.50,387.83
177,2.95295,driven,776.035,435.112,878.584,321.565,47.629,137.914,0,-203.64,335.46
178,2.96963,driven,768.990,442.341,861.067,320.149,43.848,143.000,0,-251.18,277.74
179,2.98632,driven,759.841,450.452,842.862,321.935,39.268,147.138,0,-302.10,209.13
180,3.003,driven,747.971,459.236,824.640,326.831,33.736,149.927,0,-353.25,108.01
181,3.01968,driven,733.532,467.773,808.585,334.445,27.451,150.624,0,-414.26,-27.95
182,3.03637,driven,715.698,475.638,794.318,344.384,20.147,149.079,0,-463.64,-159.84
183,3.05305,driven,694.254,481.774,782.050,356.470,11.787,144.982,0,-509.16,-292.96
184,3.06973,driven,672.287,484.718,771.577,368.311,3.480,139.538,0,-524.26,-421.87
185,3.08642,driven,648.104,484.273,763.287,383.566,-5.587,131.164,0,-509.74,-533.82
