n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.3333,-7.7973,-15.5476,-7.8024,1.7341
1,6.0000,-15.5476,14.0217,1.7341,-129.1627
2,6.6667,14.0217,9.0574,-129.1627,86.7811
3,7.3333,9.0574,-6.9259,86.7811,-10.2585
4,8.0000,-6.9259,6.4967,-10.2585,-77.3461
5,8.6667,6.4967,0.4641,-77.3461,-71.6956
6,9.3333,0.4641,5.8000,-71.6956,-71.2878
7,10.0000,5.8000,4.0104,-71.2878,-80.6574
8,10.6667,4.0104,4.7255,-80.6574,-73.6417
9,11.3333,4.7255,4.8592,-73.6417,-75.3125
10,12.0000,4.8592,5.4833,-75.3125,-77.1651
11,12.6667,5.4833,6.8020,-77.1651,-74.6525
12,13.3333,6.8020,5.5069,-74.6525,-78.1877
13,14.0000,5.5069,5.9385,-78.1877,-81.3872
14,14.6667,5.9385,5.6645,-81.3872,-75.2315
15,15.3333,5.6645,4.5467,-75.2315,-72.1439
16,16.0000,4.5467,4.7334,-72.1439,-77.3454
17,16.6667,4.7334,3.8501,-77.3454,-70.3646
18,17.3333,3.8501,4.9858,-70.3646,-72.8957
19,18.0000,4.9858,5.2336,-72.8957,-79.1458
20,18.6667,5.2336,4.7740,-79.1458,-72.5052
21,19.3333,4.7740,6.1474,-72.5052,-76.1107
22,20.0000,6.1474,4.3738,-76.1107,-78.5951
23,20.6667,4.3738,4.0328,-78.5951,-76.4406
24,21.3333,4.0328,5.9497,-76.4406,-73.2031
25,22.0000,5.9497,6.3485,-73.2031,-79.4881
26,22.6667,6.3485,7.5980,-79.4881,-80.5188
27,23.3333,7.5980,4.5400,-80.5188,-75.7988
28,24.0000,4.5400,5.1742,-75.7988,-72.5607
29,24.6667,5.1742,4.8634,-72.5607,-79.1686
30,25.3333,4.8634,3.5527,-79.1686,-73.0088
31,26.0000,3.5527,3.3145,-73.0088,-71.3002
32,26.6667,3.3145,3.2352,-71.3002,-68.0481
33,27.3333,3.2352,5.3526,-68.0481,-81.9422
34,28.0000,5.3526,1.5647,-81.9422,-77.1137
35,28.6667,1.5647,3.5559,-77.1137,-66.0142
36,29.3333,3.5559,2.0434,-66.0142,-80.6024
37,30.0000,2.0434,1.8782,-80.6024,-73.1911
38,30.6667,1.8782,2.5782,-73.1911,-78.2643
39,31.3333,2.5782,2.8061,-78.2643,-78.5751
40,32.0000,2.8061,3.1871,-78.5751,-73.1517
41,32.6667,3.1871,2.4731,-73.1517,-81.6060
42,33.3333,2.4731,2.9614,-81.6060,-77.7121
43,34.0000,2.9614,3.8650,-77.7121,-78.6744
44,34.6667,3.8650,3.5552,-78.6744,-78.1520
45,35.3333,3.5552,4.3372,-78.1520,-79.5136
46,36.0000,4.3372,5.6406,-79.5136,-82.7072
47,36.6667,5.6406,2.9159,-82.7072,-74.7931
48,37.3333,2.9159,4.4692,-74.7931,-68.0515
49,38.0000,4.4692,4.2922,-68.0515,-82.9619
50,38.6667,4.2922,2.8618,-82.9619,-72.1954
51,39.3333,2.8618,4.6473,-72.1954,-64.1168
52,40.0000,4.6473,4.7719,-64.1168,-80.2795
53,40.6667,4.7719,5.8475,-80.2795,-77.7190
54,41.3333,5.8475,3.5487,-77.7190,-75.2743
55,42.0000,3.5487,5.4699,-75.2743,-74.6098
56,42.6667,5.4699,5.0545,-74.6098,-89.3291
57,43.3333,5.0545,3.1398,-89.3291,-74.1543
58,44.0000,3.1398,3.7431,-74.1543,-76.8007
59,44.6667,3.7431,2.9592,-76.8007,-78.5558
60,45.3333,2.9592,5.1884,-78.5558,-77.2312
61,46.0000,5.1884,4.7727,-77.2312,-87.2036
62,46.6667,4.7727,5.4242,-87.2036,-82.9086
63,47.3333,5.4242,5.1624,-82.9086,-87.5921
64,48.0000,5.1624,5.0378,-87.5921,-84.5994
65,48.6667,5.0378,4.9264,-84.5994,-85.5238
66,49.3333,4.9264,3.9006,-85.5238,-78.1990
67,50.0000,3.9006,2.7721,-78.1990,-74.4872
68,50.6667,2.7721,5.7050,-74.4872,-81.9764
69,51.3333,5.7050,4.4317,-81.9764,-86.4780
70,52.0000,4.4317,2.2057,-86.4780,-73.6788
71,52.6667,2.2057,4.0464,-73.6788,-77.4412
72,53.3333,4.0464,2.7625,-77.4412,-84.1496
73,54.0000,2.7625,0.9679,-84.1496,-66.5597
74,54.6667,0.9679,3.9976,-66.5597,-79.3760
75,55.3333,3.9976,3.0273,-79.3760,-82.4205
76,56.0000,3.0273,2.5264,-82.4205,-76.9131
77,56.6667,2.5264,3.5788,-76.9131,-79.9830
78,57.3333,3.5788,5.0961,-79.9830,-86.2823
79,58.0000,5.0961,2.6430,-86.2823,-75.1045
80,58.6667,2.6430,4.0133,-75.1045,-74.3279
81,59.3333,4.0133,3.4680,-74.3279,-85.0628
82,60.0000,3.4680,2.8380,-85.0628,-84.9034
83,60.6667,2.8380,3.0317,-84.9034,-69.1189
84,61.3333,3.0317,1.9072,-69.1189,-82.1614
85,62.0000,1.9072,3.2005,-82.1614,-71.5682
86,62.6667,3.2005,5.3103,-71.5682,-83.6464
87,63.3333,5.3103,4.8270,-83.6464,-86.2823
88,64.0000,4.8270,3.1727,-86.2823,-74.5900
89,64.6667,3.1727,5.7175,-74.5900,-81.1791
90,65.3333,5.7175,3.0779,-81.1791,-79.9272
91,66.0000,3.0779,4.6239,-79.9272,-72.1595
92,66.6667,4.6239,5.2811,-72.1595,-82.7677
93,67.3333,5.2811,3.3493,-82.7677,-69.2842
94,68.0000,3.3493,5.5344,-69.2842,-76.1704
95,68.6667,5.5344,6.4603,-76.1704,-86.5435
96,69.3333,6.4603,4.8969,-86.5435,-83.8445
97,70.0000,4.8969,3.4561,-83.8445,-75.5284
98,70.6667,3.4561,6.0337,-75.5284,-75.8110
99,71.3333,6.0337,6.9466,-75.8110,-85.1963
100,72.0000,6.9466,6.1040,-85.1963,-84.3551
101,72.6667,6.1040,3.7876,-84.3551,-76.8204
102,73.3333,3.7876,6.0766,-76.8204,-75.8355
103,74.0000,6.0766,5.0210,-75.8355,-76.6200
104,74.6667,5.0210,4.7347,-76.6200,-81.3774
105,75.3333,4.7347,4.4572,-81.3774,-75.0107
106,76.0000,4.4572,4.8503,-75.0107,-76.3561
107,76.6667,4.8503,3.5330,-76.3561,-78.3268
108,77.3333,3.5330,3.5710,-78.3268,-72.1634
109,78.0000,3.5710,4.8650,-72.1634,-77.9430
