t_s,theta1_deg,omega1_deg_s
5.4169,37.5532,418.9258
5.9978,-16.3302,358.8134
6.7653,38.0704,-181.0547
7.1203,-55.5714,-339.6540
7.7159,-21.5149,-699.6267
8.2652,41.2480,-469.6940
8.9332,41.9127,-563.8140
9.5787,48.2138,-455.7036
10.2617,45.2520,-536.6327
10.9196,47.6194,-495.5509
11.5932,43.9719,-538.2758
12.2510,47.7160,-493.2738
12.9232,46.4936,-519.7926
13.5912,44.1670,-544.0425
14.2442,49.0313,-481.0166
14.9222,46.5348,-522.3270
15.5896,43.2113,-525.3787
16.2516,46.4602,-500.4495
16.9245,43.2932,-535.4328
17.5860,44.3223,-513.5202
18.2456,48.4208,-474.5617
18.9203,45.3876,-514.9129
19.5807,46.7683,-487.0391
20.2492,46.3675,-501.2667
20.9108,47.9372,-473.6407
21.5805,46.5221,-493.3326
22.2472,46.7003,-493.7433
22.9075,50.6652,-467.1513
23.5913,44.7535,-551.5939
24.2529,43.9882,-526.0064
24.9133,47.2359,-488.4522
25.5839,46.1664,-501.7721
26.2549,44.4030,-512.3909
26.9218,41.9560,-522.3172
27.5742,49.9464,-451.4153
28.2547,47.1573,-522.2994
28.9178,44.8942,-493.5885
29.5868,45.4486,-502.9243
30.2496,46.3575,-502.0075
30.9121,49.0179,-471.2056
31.5812,49.4073,-483.0639
32.2532,45.9783,-503.6602
32.9116,49.7830,-466.8547
33.5806,48.4296,-498.5325
34.2465,49.4695,-478.5976
34.9178,48.0055,-502.8656
35.5807,48.3988,-489.1911
36.2419,50.7517,-467.0677
36.9216,47.9799,-508.3803
37.5894,43.5476,-518.0907
38.2477,48.6120,-478.3264
38.9240,47.0784,-526.4697
39.5940,40.0828,-543.2295
40.2541,44.8407,-516.6847
40.9118,49.2968,-474.1020
41.5927,44.4138,-551.4949
42.2468,45.6771,-489.4758
42.9045,50.8845,-460.0407
43.5870,46.9805,-526.5364
44.2448,47.7723,-479.7531
44.9129,48.1371,-489.6257
45.5735,49.2685,-473.2015
46.2387,50.2853,-476.8478
46.9085,49.9350,-496.7744
47.5726,50.2267,-485.9332
48.2436,50.6853,-492.4802
48.9096,51.3910,-480.6887
49.5847,49.5829,-493.9504
50.2518,45.4196,-517.1088
50.9040,51.1057,-444.2031
51.5775,49.9870,-488.5415
52.2532,47.8367,-516.0749
52.9122,48.9014,-468.4148
53.5783,50.3600,-468.7118
54.2586,44.3404,-531.5601
54.9159,47.5362,-486.3726
55.5793,50.2128,-477.2923
56.2506,48.3081,-495.8719
56.9095,49.8228,-467.4056
57.5741,52.3081,-464.7113
58.2605,47.4477,-542.8228
58.9158,46.1756,-487.4837
59.5759,49.6655,-476.2932
60.2376,52.4721,-469.5089
60.9266,45.3749,-539.7604
61.5799,47.8868,-481.9020
62.2528,45.5720,-515.3379
62.9092,49.2779,-474.9627
63.5777,51.4736,-483.5427
64.2592,45.4423,-553.6321
64.9057,50.1746,-447.7868
65.5857,48.1344,-499.9147
66.2506,46.6010,-509.5438
66.9135,49.6899,-480.7520
67.5958,43.4206,-561.1015
68.2486,45.8234,-502.8238
68.9056,49.9600,-472.6108
69.5789,51.0909,-487.0530
70.2549,46.8938,-530.8338
70.9136,47.5461,-489.9917
71.5775,50.0033,-479.5343
72.2415,52.7077,-468.1250
72.9199,47.1888,-529.6102
73.5788,48.7357,-475.7005
74.2537,45.7931,-519.9772
74.9077,50.5757,-466.4002
75.5819,46.3086,-500.5059
76.2470,48.0462,-479.0367
76.9147,48.8765,-475.3077
77.5862,46.5023,-495.2913
78.2528,48.1626,-493.6322
78.9311,43.6173,-546.7053
79.5886,44.1946,-501.3069
80.2498,50.4860,-468.4014
80.9281,45.0667,-546.3099
81.5877,46.3963,-506.9965
82.2517,48.2249,-498.2303
82.9130,49.6321,-478.9432
83.5950,43.9467,-550.7088
84.2414,49.9480,-445.7326
84.9172,47.9008,-504.8417
85.5788,51.1390,-469.0312
86.2534,48.5555,-504.8748
86.9195,46.3276,-503.3955
87.5912,45.0896,-509.3040
88.2505,46.2208,-502.8838
88.9111,49.0279,-467.6496
89.5909,45.5542,-551.4342
90.2471,46.9290,-489.4626
90.9116,48.6065,-469.8326
91.5839,47.1781,-501.6933
92.2446,49.4716,-478.5383
92.9167,46.3379,-491.9397
93.5800,46.7398,-487.2311
94.2355,51.7676,-451.1030
94.9260,45.6130,-557.3674
95.5779,46.2704,-482.7427
96.2491,47.4935,-494.5222
96.9234,44.1072,-532.7331
97.5838,44.5652,-512.2681
98.2380,50.7391,-464.9458
98.9208,45.6275,-528.5932
99.5738,49.4309,-463.8301
100.2495,47.2072,-507.1063
100.9124,51.1166,-463.0841
101.5962,42.3752,-561.8331
102.2440,49.0252,-452.3586
102.9226,45.9716,-505.4811
103.5861,47.9588,-494.1029
104.2597,45.3302,-530.4797
