t_s,theta1_deg,omega1_deg_s
5.3333,-7.7973,556.9048
6.0000,-15.5476,368.7305
6.6667,14.0217,529.6119
7.3333,9.0574,570.0086
8.0000,-6.9259,668.3119
8.6667,6.4967,488.7187
9.3333,0.4641,484.2222
10.0000,5.8000,486.0873
10.6667,4.0104,494.9310
11.3333,4.7255,479.8699
12.0000,4.8592,485.9418
12.6667,5.4833,479.6024
13.3333,6.8020,476.8760
14.0000,5.5069,488.3650
14.6667,5.9385,489.1446
15.3333,5.6645,483.1966
16.0000,4.5467,486.5293
16.6667,4.7334,482.2017
17.3333,3.8501,482.6501
18.0000,4.9858,489.3722
18.6667,5.2336,497.7398
19.3333,4.7740,482.2620
20.0000,6.1474,489.8235
20.6667,4.3738,494.6146
21.3333,4.0328,481.6396
22.0000,5.9497,489.4430
22.6667,6.3485,491.0550
23.3333,7.5980,491.6433
24.0000,4.5400,490.4355
24.6667,5.1742,486.1980
25.3333,4.8634,492.1898
26.0000,3.5527,488.8851
26.6667,3.3145,478.4323
27.3333,3.2352,484.1651
28.0000,5.3526,485.8852
28.6667,1.5647,483.2681
29.3333,3.5559,483.3066
30.0000,2.0434,489.8980
30.6667,1.8782,480.9795
31.3333,2.5782,483.4654
32.0000,2.8061,484.8861
32.6667,3.1871,476.6288
33.3333,2.4731,489.0222
34.0000,2.9614,484.2170
34.6667,3.8650,489.4709
35.3333,3.5552,493.0904
36.0000,4.3372,492.8925
36.6667,5.6406,489.7610
37.3333,2.9159,486.5730
38.0000,4.4692,491.7546
38.6667,4.2922,508.8740
39.3333,2.8618,479.0430
40.0000,4.6473,483.3272
40.6667,4.7719,495.3116
41.3333,5.8475,489.5690
42.0000,3.5487,492.7236
42.6667,5.4699,497.1978
43.3333,5.0545,489.5525
44.0000,3.1398,491.5380
44.6667,3.7431,493.1581
45.3333,2.9592,497.2498
46.0000,5.1884,498.9446
46.6667,4.7727,508.8830
47.3333,5.4242,501.3057
48.0000,5.1624,514.1625
48.6667,5.0378,515.7470
49.3333,4.9264,507.9975
50.0000,3.9006,494.4232
50.6667,2.7721,492.7748
51.3333,5.7050,504.5202
52.0000,4.4317,501.3853
52.6667,2.2057,484.5908
53.3333,4.0464,492.8339
54.0000,2.7625,486.8358
54.6667,0.9679,489.5977
55.3333,3.9976,495.1329
56.0000,3.0273,489.0522
56.6667,2.5264,482.9232
57.3333,3.5788,502.5319
58.0000,5.0961,494.3594
58.6667,2.6430,491.5987
59.3333,4.0133,487.5000
60.0000,3.4680,497.2428
60.6667,2.8380,499.2100
61.3333,3.0317,484.1311
62.0000,1.9072,496.7543
62.6667,3.2005,482.3189
63.3333,5.3103,501.6304
64.0000,4.8270,500.4025
64.6667,3.1727,490.0350
65.3333,5.7175,503.9797
66.0000,3.0779,496.1773
66.6667,4.6239,483.5856
67.3333,5.2811,491.8107
68.0000,3.3493,473.6374
68.6667,5.5344,498.2523
69.3333,6.4603,512.1963
70.0000,4.8969,506.2050
70.6667,3.4561,493.1597
71.3333,6.0337,494.4224
72.0000,6.9466,502.0246
72.6667,6.1040,497.5587
73.3333,3.7876,496.0879
74.0000,6.0766,491.5563
74.6667,5.0210,491.5587
75.3333,4.7347,491.4184
76.0000,4.4572,484.9774
76.6667,4.8503,485.0061
77.3333,3.5330,487.4249
78.0000,3.5710,486.9114
78.6667,4.8650,490.1693
79.3333,1.6051,482.2501
80.0000,3.7082,494.0716
80.6667,3.9199,489.7774
81.3333,3.7597,484.4291
82.0000,5.0458,493.7075
82.6667,3.4950,493.8592
83.3333,4.3966,485.3745
84.0000,1.6408,482.7850
84.6667,2.8769,495.0166
85.3333,3.8275,493.3602
86.0000,5.3709,490.1346
86.6667,2.8018,490.3855
87.3333,4.0586,488.8993
88.0000,5.7680,489.1863
88.6667,5.5730,486.6373
89.3333,7.5776,489.9703
90.0000,4.1583,499.1553
90.6667,2.3356,498.5124
91.3333,5.5095,489.3029
92.0000,4.9098,494.6313
92.6667,3.7182,485.9529
93.3333,3.6882,483.8657
94.0000,5.1285,491.5157
94.6667,6.2013,510.7119
95.3333,2.0455,489.8142
96.0000,5.6167,495.6329
96.6667,5.9712,492.1024
97.3333,4.7466,490.5963
98.0000,5.5771,501.3681
98.6667,5.8723,491.8793
99.3333,3.7012,495.1740
100.0000,3.4712,495.9877
100.6667,5.0544,488.5596
101.3333,5.4532,491.6766
102.0000,2.7505,484.5891
102.6667,3.6664,490.3227
103.3333,2.6473,482.4390
104.0000,3.0299,484.5495
104.6667,3.8674,495.9078
