t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
5.4945,-33.3504,452.1529,-119.3515,376.3091
6.5934,-26.9889,410.4797,-115.2666,503.2967
7.6923,-29.0923,417.5055,-116.3713,458.9589
8.7912,-28.2613,433.4770,-117.5398,389.4904
9.8901,-31.9966,403.8006,-121.5989,447.4678
10.9890,-25.7812,427.7766,-111.2217,515.3222
12.0879,-27.8894,434.4722,-116.2885,510.7721
13.1868,-27.2014,426.9867,-117.9631,478.6581
14.2857,-26.1826,433.3794,-114.9881,470.5648
15.3846,-26.2739,443.4017,-117.8843,477.8541
16.4835,-25.9035,439.7261,-116.9864,475.8988
17.5824,-31.2684,409.1221,-122.1713,448.0393
18.6813,-24.7643,425.8362,-108.4554,519.4329
19.7802,-25.3243,430.5497,-112.7647,532.6798
20.8791,-25.9319,427.4681,-113.6346,517.0444
21.9780,-24.6612,431.4884,-111.1985,526.4986
23.0769,-25.1273,424.5856,-112.3796,525.2876
24.1758,-23.5162,424.9400,-113.0609,537.2214
25.2747,-24.4454,421.2133,-110.3373,527.8121
26.3736,-24.3934,422.2326,-111.5439,537.6336
27.4725,-25.9061,420.2390,-110.1173,507.9610
28.5714,-25.9297,426.5911,-111.4530,529.5738
29.6703,-26.6243,430.5339,-113.0962,540.1285
30.7692,-33.3935,414.0088,-115.0921,433.0210
31.8681,-26.7696,428.4890,-111.6932,479.8350
32.9670,-27.1090,430.0248,-112.8841,509.7809
34.0659,-27.2430,437.4296,-115.3694,475.9397
35.1648,-26.8549,426.9799,-114.9851,497.8554
36.2637,-32.7619,415.5124,-113.2861,427.0189
37.3626,-32.1721,411.7146,-110.1216,450.4657
38.4615,-28.0622,425.8746,-108.7993,478.0204
39.5604,-23.3166,411.6495,-111.7671,541.5856
40.6593,-25.9705,419.2469,-111.6088,514.6597
41.7582,-24.9545,418.5944,-111.5726,560.1741
42.8571,-31.8343,416.1181,-113.3637,481.6993
43.9560,-24.7257,418.6041,-106.5271,555.3338
45.0549,-24.8789,431.2809,-111.6215,530.3979
46.1538,-26.0464,423.6298,-111.4804,533.9904
47.2527,-31.8419,411.9704,-112.1379,446.3575
48.3516,-25.5172,419.4831,-108.9613,544.0948
49.4505,-25.9175,432.8692,-112.5423,547.6650
50.5495,-26.4898,432.5041,-113.0209,520.0753
51.6484,-25.9241,436.5749,-114.1747,531.8255
52.7473,-27.0476,430.9520,-115.0045,516.4048
53.8462,-26.5058,430.0696,-115.2828,525.4505
54.9451,-27.1184,425.5125,-115.8698,533.7155
56.0440,-28.0816,433.6548,-114.8718,470.0993
57.1429,-27.0841,429.7792,-114.3826,509.7511
58.2418,-26.8454,436.4584,-114.3997,504.6133
59.3407,-26.6200,426.6514,-115.0552,515.5249
60.4396,-32.9081,408.9100,-114.3062,457.3877
61.5385,-25.5966,432.0866,-111.5093,520.8483
62.6374,-25.8782,436.5105,-113.9180,535.5893
63.7363,-25.9298,426.3189,-115.7789,537.8232
64.8352,-24.5957,436.0552,-113.2472,517.8293
65.9341,-25.4984,436.1411,-113.1112,536.2547
67.0330,-25.1448,429.6225,-114.7263,570.6759
68.1319,-24.3638,427.6875,-112.9946,554.3556
69.2308,-24.8105,434.3792,-112.1440,559.1294
