n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.4945,-33.3504,-26.9889,-119.3515,-115.2666
1,6.5934,-26.9889,-29.0923,-115.2666,-116.3713
2,7.6923,-29.0923,-28.2613,-116.3713,-117.5398
3,8.7912,-28.2613,-31.9966,-117.5398,-121.5989
4,9.8901,-31.9966,-25.7812,-121.5989,-111.2217
5,10.9890,-25.7812,-27.8894,-111.2217,-116.2885
6,12.0879,-27.8894,-27.2014,-116.2885,-117.9631
7,13.1868,-27.2014,-26.1826,-117.9631,-114.9881
8,14.2857,-26.1826,-26.2739,-114.9881,-117.8843
9,15.3846,-26.2739,-25.9035,-117.8843,-116.9864
10,16.4835,-25.9035,-31.2684,-116.9864,-122.1713
11,17.5824,-31.2684,-24.7643,-122.1713,-108.4554
12,18.6813,-24.7643,-25.3243,-108.4554,-112.7647
13,19.7802,-25.3243,-25.9319,-112.7647,-113.6346
14,20.8791,-25.9319,-24.6612,-113.6346,-111.1985
15,21.9780,-24.6612,-25.1273,-111.1985,-112.3796
16,23.0769,-25.1273,-23.5162,-112.3796,-113.0609
17,24.1758,-23.5162,-24.4454,-113.0609,-110.3373
18,25.2747,-24.4454,-24.3934,-110.3373,-111.5439
19,26.3736,-24.3934,-25.9061,-111.5439,-110.1173
20,27.4725,-25.9061,-25.9297,-110.1173,-111.4530
21,28.5714,-25.9297,-26.6243,-111.4530,-113.0962
22,29.6703,-26.6243,-33.3935,-113.0962,-115.0921
23,30.7692,-33.3935,-26.7696,-115.0921,-111.6932
24,31.8681,-26.7696,-27.1090,-111.6932,-112.8841
25,32.9670,-27.1090,-27.2430,-112.8841,-115.3694
26,34.0659,-27.2430,-26.8549,-115.3694,-114.9851
27,35.1648,-26.8549,-32.7619,-114.9851,-113.2861
28,36.2637,-32.7619,-32.1721,-113.2861,-110.1216
29,37.3626,-32.1721,-28.0622,-110.1216,-108.7993
30,38.4615,-28.0622,-23.3166,-108.7993,-111.7671
31,39.5604,-23.3166,-25.9705,-111.7671,-111.6088
32,40.6593,-25.9705,-24.9545,-111.6088,-111.5726
33,41.7582,-24.9545,-31.8343,-111.5726,-113.3637
34,42.8571,-31.8343,-24.7257,-113.3637,-106.5271
35,43.9560,-24.7257,-24.8789,-106.5271,-111.6215
36,45.0549,-24.8789,-26.0464,-111.6215,-111.4804
37,46.1538,-26.0464,-31.8419,-111.4804,-112.1379
38,47.2527,-31.8419,-25.5172,-112.1379,-108.9613
39,48.3516,-25.5172,-25.9175,-108.9613,-112.5423
40,49.4505,-25.9175,-26.4898,-112.5423,-113.0209
41,50.5495,-26.4898,-25.9241,-113.0209,-114.1747
42,51.6484,-25.9241,-27.0476,-114.1747,-115.0045
43,52.7473,-27.0476,-26.5058,-115.0045,-115.2828
44,53.8462,-26.5058,-27.1184,-115.2828,-115.8698
45,54.9451,-27.1184,-28.0816,-115.8698,-114.8718
46,56.0440,-28.0816,-27.0841,-114.8718,-114.3826
47,57.1429,-27.0841,-26.8454,-114.3826,-114.3997
48,58.2418,-26.8454,-26.6200,-114.3997,-115.0552
49,59.3407,-26.6200,-32.9081,-115.0552,-114.3062
50,60.4396,-32.9081,-25.5966,-114.3062,-111.5093
51,61.5385,-25.5966,-25.8782,-111.5093,-113.9180
52,62.6374,-25.8782,-25.9298,-113.9180,-115.7789
53,63.7363,-25.9298,-24.5957,-115.7789,-113.2472
54,64.8352,-24.5957,-25.4984,-113.2472,-113.1112
55,65.9341,-25.4984,-25.1448,-113.1112,-114.7263
56,67.0330,-25.1448,-24.3638,-114.7263,-112.9946
57,68.1319,-24.3638,-24.8105,-112.9946,-112.1440
