t_s,theta1_deg,omega1_deg_s
5.6213,5.3989,95.4819
6.7131,5.4090,144.9257
7.8125,3.4631,57.7820
8.9179,9.9632,117.9767
10.0168,2.8039,44.5937
11.1027,5.5869,113.5476
12.2062,4.8591,100.4900
13.3084,6.2835,25.8709
14.4021,6.1333,70.3485
15.5034,6.7839,69.2709
16.6029,8.6440,130.6547
17.7084,2.6846,52.2344
18.7911,4.5529,60.3129
19.8922,5.3705,81.3469
20.9941,5.5594,54.5457
22.0896,6.0611,99.9907
23.1921,7.3687,132.2689
24.2888,6.5005,141.2276
25.3860,5.1766,114.3092
26.4859,5.4507,111.1652
27.5849,3.9674,59.6938
28.6833,4.2421,51.3212
29.7842,4.4072,66.4265
30.8905,0.6935,56.7600
31.9812,4.7524,54.5274
33.0796,3.8515,51.3710
34.1801,4.4082,57.6130
35.2783,3.6862,56.2037
36.3831,1.2389,46.3336
37.4803,1.4642,56.6215
38.5797,6.9321,169.1326
39.6727,6.4701,135.9009
40.7714,4.4985,73.4831
41.8689,4.6323,104.0400
42.9747,0.4926,38.6468
44.0615,3.1353,52.1143
45.1650,5.1481,81.1137
46.2638,2.8257,57.9674
47.3703,0.6953,55.0903
48.4602,3.5009,51.9845
49.5623,4.5924,62.3862
50.6614,3.6311,58.1546
51.7617,5.4319,76.5546
52.8621,4.2962,98.2615
53.9613,5.4813,114.6040
55.0602,3.7553,70.4006
56.1606,4.3735,65.5468
57.2568,3.7353,61.5815
58.3556,4.9714,114.1006
59.4554,4.4012,72.8184
60.5598,0.9270,42.3205
61.6508,5.5113,100.7908
62.7512,5.6629,128.4245
63.8490,3.6813,52.0963
64.9476,6.5287,75.6748
66.0458,5.5126,117.9648
67.1449,4.9998,107.3840
68.2434,4.9973,68.2619
69.3421,5.7752,103.1464
