frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s,suspect,arm_length_px,arm_dev_pct,omega_cap_applied,delta_omega_suspect,swap_suspect,omega_cap_suspect
0,0.0,free_swing,657,482,657,634,-2.291,0.000,0,4.53,-11.39,0,152.00,0.05,2500,0,0,0
1,0.01668,free_swing,657,482,657,634,-2.291,0.000,0,-3.90,4.75,0,152.00,0.05,2500,0,0,0
2,0.03337,free_swing,657,482,657,634,-2.291,0.000,0,-8.52,13.36,0,152.00,0.05,2500,0,0,0
3,0.05005,free_swing,656,482,657,634,-2.672,0.377,0,-9.34,14.44,0,152.00,0.04,2500,0,0,0
4,0.06673,free_swing,656,482,658,634,-2.672,0.754,0,-4.08,2.06,0,152.01,0.04,2500,0,0,0
5,0.08342,free_swing,656,482,657,634,-2.672,0.377,0,1.99,-1.17,0,152.00,0.04,2500,0,0,0
6,0.1001,free_swing,656,482,657,634,-2.672,0.377,0,0.00,-0.81,0,152.00,0.04,2500,0,0,0
7,0.11678,free_swing,656,482,658,634,-2.672,0.754,0,0.00,1.97,0,152.01,0.04,2500,0,0,0
8,0.13347,free_swing,656,482,657,634,-2.672,0.377,0,0.00,-5.20,0,152.00,0.04,2500,0,0,0
9,0.15015,free_swing,656,482,657,634,-2.672,0.377,0,0.00,-6.01,0,152.00,0.04,2500,0,0,0
10,0.16683,free_swing,656,482,657,634,-2.672,0.377,0,0.00,1.97,0,152.00,0.04,2500,0,0,0
11,0.18352,free_swing,656,482,657,634,-2.672,0.377,0,0.00,1.97,0,152.00,0.04,2500,0,0,0
12,0.2002,free_swing,656,482,657,634,-2.672,0.377,0,0.00,-2.05,0,152.00,0.04,2500,0,0,0
13,0.21688,free_swing,656,482,657,634,-2.672,0.377,0,0.00,-13.31,0,152.00,0.04,2500,0,0,0
14,0.23357,free_swing,656,482,656,634,-2.672,0.000,0,0.00,-18.50,0,152.00,0.05,2500,0,0,0
15,0.25025,free_swing,656,482,655,633,-2.672,-0.379,0,0.00,-13.27,0,151.00,0.70,2500,0,0,0
16,0.26693,free_swing,656,482,655,634,-2.672,-0.377,0,0.00,-2.04,0,152.00,0.04,2500,0,0,0
17,0.28362,free_swing,656,482,655,634,-2.672,-0.377,0,0.00,3.98,0,152.00,0.04,2500,0,0,0
18,0.3003,free_swing,656,482,655,634,-2.672,-0.377,0,0.00,-6.02,0,152.00,0.04,2500,0,0,0
19,0.31698,free_swing,656,482,655,634,-2.672,-0.377,0,0.00,-5.20,0,152.00,0.04,2500,0,0,0
20,0.33367,free_swing,656,482,654,634,-2.672,-0.754,0,0.00,0.00,0,152.01,0.04,2500,0,0,0
21,0.35035,free_swing,656,482,655,634,-2.672,-0.377,0,0.00,7.18,0,152.00,0.04,2500,0,0,0
22,0.36703,free_swing,656,482,655,634,-2.672,-0.377,0,0.00,1.97,0,152.00,0.04,2500,0,0,0
23,0.38372,free_swing,656,482,655,634,-2.672,-0.377,0,-1.99,-9.24,0,152.00,0.04,2500,0,0,0
24,0.4004,free_swing,656,482,654,634,-2.672,-0.754,0,4.08,-13.27,0,152.01,0.04,2500,0,0,0
25,0.41708,free_swing,656,482,654,634,-2.672,-0.754,0,9.34,-13.27,0,152.01,0.04,2500,0,0,0
26,0.43377,free_swing,657,482,654,634,-2.291,-1.131,0,11.33,-9.24,0,152.03,0.03,2500,0,0,0
27,0.45045,free_swing,657,482,654,634,-2.291,-1.131,0,0.00,0.00,0,152.03,0.03,2500,0,0,0
28,0.46713,free_swing,657,482,654,634,-2.291,-1.131,0,-11.33,9.24,0,152.03,0.03,2500,0,0,0
29,0.48382,free_swing,656,482,654,634,-2.672,-0.754,0,-9.34,13.27,0,152.01,0.04,2500,0,0,0
30,0.5005,free_swing,656,482,654,634,-2.672,-0.754,0,-6.07,15.25,0,152.01,0.04,2500,0,0,0
31,0.51718,free_swing,656,482,655,634,-2.672,-0.377,0,8.07,1.26,0,152.00,0.04,2500,0,0,0
32,0.53387,free_swing,656,482,655,634,-2.672,-0.377,0,3.26,0.81,0,152.00,0.04,2500,0,0,0
33,0.55055,free_swing,657,482,655,634,-2.291,-0.754,0,6.07,-7.98,0,152.01,0.04,2500,0,0,0
34,0.56723,free_swing,656,482,655,634,-2.672,-0.377,0,-1.99,1.97,0,152.00,0.04,2500,0,0,0
35,0.58392,free_swing,657,482,655,634,-2.291,-0.754,0,-1.99,1.97,0,152.01,0.04,2500,0,0,0
36,0.6006,free_swing,656,482,655,634,-2.672,-0.377,0,6.07,-6.01,0,152.00,0.04,2500,0,0,0
37,0.61728,free_swing,657,482,655,634,-2.291,-0.754,0,3.26,-5.20,0,152.01,0.04,2500,0,0,0
38,0.63397,free_swing,657,482,655,634,-2.291,-0.754,0,6.07,-1.97,0,152.01,0.04,2500,0,0,0
39,0.65065,free_swing,657,482,655,634,-2.291,-0.754,0,-1.99,9.24,0,152.01,0.04,2500,0,0,0
40,0.66733,free_swing,657,482,656,634,-2.291,-0.377,0,1.99,11.30,0,152.00,0.04,2500,0,0,0
41,0.68402,free_swing,657,482,656,634,-2.291,-0.377,0,-4.08,17.30,0,152.00,0.04,2500,0,0,0
42,0.7007,free_swing,657,482,657,634,-2.291,0.000,0,-9.34,16.53,0,152.00,0.05,2500,0,0,0
43,0.71738,free_swing,656,482,657,634,-2.672,0.377,0,-11.33,15.27,0,152.00,0.04,2500,0,0,0
44,0.73407,free_swing,656,482,657,633,-2.672,0.379,0,1.99,-3.95,0,151.00,0.70,2500,0,0,0
45,0.75075,free_swing,656,482,657,634,-2.672,0.377,0,7.25,-7.20,0,152.00,0.04,2500,0,0,0
46,0.76743,free_swing,657,482,657,633,-2.291,0.000,0,-1.99,1.94,0,151.00,0.70,2500,0,0,0
47,0.78412,free_swing,656,482,657,634,-2.672,0.377,0,-1.18,1.18,0,152.00,0.04,2500,0,0,0
48,0.8008,free_swing,656,482,657,634,-2.672,0.377,0,3.26,-3.23,0,152.00,0.04,2500,0,0,0
49,0.81748,free_swing,657,482,657,634,-2.291,0.000,0,13.32,-13.18,0,152.00,0.05,2500,0,0,0
50,0.83417,free_swing,657,482,657,634,-2.291,0.000,0,-1.99,1.97,0,152.00,0.05,2500,0,0,0
51,0.85085,free_swing,657,482,657,634,-2.291,0.000,0,-7.25,9.15,0,152.00,0.05,2500,0,0,0
52,0.86753,free_swing,656,482,657,634,-2.672,0.377,0,1.99,-6.01,0,152.00,0.04,2500,0,0,0
53,0.88422,free_swing,657,482,657,634,-2.291,0.000,0,1.18,-8.43,0,152.00,0.05,2500,0,0,0
54,0.9009,free_swing,657,482,656,634,-2.291,-0.377,0,-3.26,-10.03,0,152.00,0.04,2500,0,0,0
55,0.91758,free_swing,656,482,656,634,-2.672,0.000,0,-11.33,-4.07,0,152.00,0.05,2500,0,0,0
56,0.93427,free_swing,656,482,655,634,-2.672,-0.377,0,-4.08,2.76,0,152.00,0.04,2500,0,0,0
57,0.95095,free_swing,656,482,655,633,-2.672,-0.379,0,0.00,1.13,0,151.00,0.70,2500,0,0,0
58,0.96763,free_swing,656,482,656,633,-2.672,0.000,0,4.08,-2.06,0,151.00,0.70,2500,0,0,0
59,0.98432,free_swing,656,482,655,633,-2.672,-0.379,0,9.34,-14.41,0,151.00,0.70,2500,0,0,0
60,1.001,free_swing,657,482,655,634,-2.291,-0.754,0,9.34,-15.23,0,152.01,0.04,2500,0,0,0
61,1.01768,free_swing,657,482,655,634,-2.291,-0.754,0,6.07,-4.00,0,152.01,0.04,2500,0,0,0
62,1.03437,free_swing,657,482,655,634,-2.291,-0.754,0,-8.07,7.97,0,152.01,0.04,2500,0,0,0
63,1.05105,free_swing,657,482,655,634,-2.291,-0.754,0,-5.26,5.20,0,152.01,0.04,2500,0,0,0
64,1.06773,free_swing,656,482,655,634,-2.672,-0.377,0,1.99,-1.97,0,152.00,0.04,2500,0,0,0
65,1.08442,free_swing,657,482,655,634,-2.291,-0.754,0,-0.82,0.81,0,152.01,0.04,2500,0,0,0
66,1.1011,free_swing,657,482,655,634,-2.291,-0.754,0,0.82,-0.81,0,152.01,0.04,2500,0,0,0
67,1.11778,free_swing,656,482,655,634,-2.672,-0.377,0,-1.99,1.97,0,152.00,0.04,2500,0,0,0
68,1.13447,free_swing,657,482,655,634,-2.291,-0.754,0,5.26,-5.20,0,152.01,0.04,2500,0,0,0
69,1.15115,free_swing,657,482,655,634,-2.291,-0.754,0,6.07,-6.01,0,152.01,0.04,2500,0,0,0
70,1.16783,free_swing,657,482,655,634,-2.291,-0.754,0,-1.99,1.97,0,152.01,0.04,2500,0,0,0
71,1.18452,free_swing,657,482,655,634,-2.291,-0.754,0,0.00,0.00,0,152.01,0.04,2500,0,0,0
72,1.2012,free_swing,657,482,655,634,-2.291,-0.754,0,0.00,0.00,0,152.01,0.04,2500,0,0,0
73,1.21788,free_swing,657,482,655,634,-2.291,-0.754,0,0.00,-1.97,0,152.01,0.04,2500,0,0,0
74,1.23457,free_swing,657,482,655,634,-2.291,-0.754,0,0.00,6.01,0,152.01,0.04,2500,0,0,0
75,1.25125,free_swing,657,482,655,634,-2.291,-0.754,0,1.99,1.26,0,152.01,0.04,2500,0,0,0
76,1.26793,free_swing,657,482,656,634,-2.291,-0.377,0,-6.07,12.02,0,152.00,0.04,2500,0,0,0
77,1.28462,free_swing,657,482,655,634,-2.291,-0.754,0,-5.26,3.23,0,152.01,0.04,2500,0,0,0
78,1.3013,free_swing,656,482,656,634,-2.672,0.000,0,0.00,-1.97,0,152.00,0.05,2500,0,0,0
79,1.31798,free_swing,657,482,655,634,-2.291,-0.754,0,5.26,0.81,0,152.01,0.04,2500,0,0,0
80,1.33467,free_swing,657,482,656,634,-2.291,-0.377,0,8.07,-6.73,0,152.00,0.04,2500,0,0,0
81,1.35135,free_swing,657,482,656,634,-2.291,-0.377,0,-6.07,16.05,0,152.00,0.04,2500,0,0,0
82,1.36803,free_swing,657,482,656,634,-2.291,-0.377,0,-9.34,16.50,0,152.00,0.04,2500,0,0,0
83,1.38472,free_swing,656,482,657,634,-2.672,0.377,0,-9.34,18.48,0,152.00,0.04,2500,0,0,0
84,1.4014,free_swing,656,482,657,634,-2.672,0.377,0,-6.07,12.02,0,152.00,0.04,2500,0,0,0
85,1.41808,free_swing,656,482,657,634,-2.672,0.377,0,2.08,-8.07,0,152.00,0.04,2500,0,0,0
86,1.43477,free_swing,656,482,657,634,-2.672,0.377,0,11.51,-18.58,0,152.00,0.04,2500,0,0,0
87,1.45145,free_swing,657,482,656,634,-2.291,-0.377,0,34.30,-43.37,0,152.00,0.04,2500,0,0,0
88,1.46813,free_swing,659,482,656,634,-1.528,-1.131,0,53.14,-72.07,0,152.03,0.03,2500,0,0,0
89,1.48482,free_swing,662,482,655,633,-0.382,-2.654,0,72.81,-98.33,0,151.16,0.60,2500,0,0,0
90,1.5015,free_swing,665,482,653,633,0.764,-4.544,0,91.36,-129.72,0,151.48,0.39,2500,0,0,0
91,1.51818,free_swing,670,482,652,632,2.672,-6.843,0,112.25,-150.95,0,151.08,0.65,2500,0,0,0
92,1.53487,free_swing,675,482,650,631,4.574,-9.525,0,130.44,-158.06,0,151.08,0.65,2500,0,0,0
93,1.55155,free_swing,681,481,649,629,6.888,-12.200,0,136.76,-153.34,0,151.42,0.43,2500,0,0,0
94,1.56823,free_swing,687,480,649,627,9.211,-14.494,0,142.80,-147.32,0,151.83,0.16,2500,0,0,0
95,1.58492,free_swing,693,479,649,624,11.535,-16.880,0,136.28,-119.56,0,151.53,0.36,2500,0,0,0
96,1.6016,free_swing,699,478,650,621,13.851,-18.914,0,133.42,-95.09,0,151.16,0.60,2500,0,0,0
97,1.61828,free_swing,704,476,653,619,15.893,-19.628,0,130.25,-60.03,0,151.82,0.16,2500,0,0,0
98,1.63497,free_swing,710,475,656,616,18.194,-20.956,0,127.60,-30.63,0,150.99,0.71,2500,0,0,0
99,1.65165,free_swing,715,473,661,614,20.244,-20.956,0,132.00,-12.55,0,150.99,0.71,2500,0,0,0
100,1.66833,free_swing,720,471,666,613,22.297,-20.821,0,116.95,27.58,0,151.92,0.10,2500,0,0,0
101,1.68502,free_swing,725,469,672,612,24.349,-20.336,0,90.52,75.86,0,152.51,0.29,2500,0,0,0
102,1.7017,free_swing,727,468,679,613,25.201,-18.316,0,47.24,140.80,0,152.74,0.44,2500,0,0,0
103,1.71838,free_swing,728,467,688,614,25.710,-15.222,0,-6.68,217.04,0,152.35,0.18,2500,0,0,0
104,1.73507,free_swing,727,468,697,617,25.201,-11.384,0,-56.02,283.88,0,151.99,0.05,2500,0,0,0
105,1.75175,free_swing,723,469,708,621,23.651,-5.636,0,-116.55,367.67,0,152.74,0.44,2500,0,0,0
106,1.76843,free_swing,718,472,720,624,21.448,0.754,0,-166.77,437.30,0,152.01,0.04,2500,0,0,0
107,1.78512,free_swing,710,475,733,624,18.194,8.775,0,-200.80,468.62,0,150.76,0.86,2500,0,0,0
108,1.8018,free_swing,701,477,744,622,14.685,16.518,0,-214.57,475.70,0,151.24,0.54,2500,0,0,0
109,1.81848,free_swing,692,479,754,617,11.160,24.193,0,-212.89,444.58,0,151.29,0.51,2500,0,0,0
110,1.83517,free_swing,683,480,762,609,7.696,31.483,0,-204.32,409.57,0,151.27,0.53,2500,0,0,0
111,1.85185,free_swing,674,481,766,600,4.222,37.708,0,-199.83,360.36,0,150.42,1.09,2500,0,0,0
112,1.86853,free_swing,666,482,769,591,1.146,43.379,0,-195.44,305.44,0,149.97,1.38,2500,0,0,0
113,1.88522,free_swing,657,482,769,583,-2.291,47.956,0,-192.87,241.27,0,150.81,0.83,2500,0,0,0
114,1.9019,free_swing,649,481,768,576,-5.368,51.399,0,-183.43,164.68,0,152.27,0.13,2500,0,0,0
115,1.91858,free_swing,641,480,764,571,-8.455,53.505,0,-181.07,102.23,0,153.00,0.61,2500,0,0,0
116,1.93527,free_swing,634,478,758,566,-11.234,54.638,0,-182.30,47.61,0,152.05,0.01,2500,0,0,0
117,1.95195,free_swing,625,477,750,564,-14.685,55.162,0,-186.07,-11.62,0,152.30,0.15,2500,0,0,0
118,1.96863,free_swing,618,475,742,564,-17.468,54.331,0,-186.62,-92.84,0,152.63,0.37,2500,0,0,0
119,1.98532,free_swing,610,472,731,566,-20.735,52.158,0,-181.02,-159.98,0,153.22,0.76,2500,0,0,0
120,2.002,free_swing,603,469,718,570,-23.651,48.708,0,-179.06,-209.06,0,153.06,0.65,2500,0,0,0
121,2.01868,free_swing,596,466,705,574,-26.565,45.264,0,-164.99,-262.70,0,153.44,0.90,2500,0,0,0
122,2.03537,free_swing,590,463,689,580,-29.129,40.236,0,-139.24,-332.05,0,153.26,0.79,2500,0,0,0
123,2.05205,free_swing,585,460,670,586,-31.357,34.004,0,-113.14,-395.05,0,151.99,0.05,2500,0,0,0
124,2.06873,free_swing,582,458,651,594,-32.735,26.901,0,-92.70,-447.75,0,152.50,0.28,2500,0,0,0
125,2.08542,free_swing,578,456,629,600,-34.430,19.502,0,-80.88,-481.42,0,152.76,0.46,2500,0,0,0
126,2.1021,free_swing,576,454,604,604,-35.493,10.574,0,-56.84,-517.07,0,152.59,0.34,2500,0,0,0
127,2.11878,free_swing,574,453,580,606,-36.336,2.246,0,-14.35,-561.59,0,153.12,0.69,2500,0,0,0
128,2.13547,free_swing,574,454,554,605,-36.111,-7.545,0,6.82,-574.77,0,152.32,0.16,2500,0,0,0
129,2.15215,free_swing,575,454,529,599,-35.803,-17.601,0,20.05,-587.20,0,152.12,0.03,2500,0,0,0
130,2.16883,free_swing,575,454,507,590,-35.803,-26.565,0,12.36,-555.69,0,152.05,0.01,2500,0,0,0
131,2.18552,free_swing,576,455,487,577,-35.272,-36.111,0,13.77,-520.90,0,151.01,0.69,2500,0,0,0
132,2.2022,free_swing,576,455,471,563,-35.272,-44.193,0,19.84,-483.07,0,150.63,0.95,2500,0,0,0
133,2.21888,free_swing,577,456,458,549,-34.743,-51.992,0,29.73,-448.74,0,151.03,0.68,2500,0,0,0
134,2.23557,free_swing,579,456,448,534,-34.114,-59.230,0,51.82,-442.80,0,152.46,0.26,2500,0,0,0
135,2.25225,free_swing,581,458,442,518,-33.056,-66.652,0,71.38,-420.64,0,151.40,0.44,2500,0,0,0
136,2.26893,free_swing,584,460,439,503,-31.682,-73.482,0,98.16,-388.81,0,151.24,0.54,2500,0,0,0
137,2.28562,free_swing,588,463,439,491,-29.792,-79.357,0,130.63,-332.97,0,151.61,0.30,2500,0,0,0
138,2.3023,free_swing,594,465,442,479,-27.420,-84.738,0,155.17,-294.67,0,152.64,0.38,2500,0,0,0
139,2.31898,free_swing,601,468,447,471,-24.507,-88.884,0,167.67,-241.83,0,154.03,1.29,2500,0,0,0
140,2.33567,free_swing,607,472,454,464,-21.801,-92.993,0,184.37,-184.53,0,153.21,0.75,2500,0,0,0
141,2.35235,free_swing,615,474,463,461,-18.677,-94.888,0,193.09,-96.68,0,152.55,0.32,2500,0,0,0
142,2.36903,free_swing,624,477,471,460,-15.054,-96.340,0,201.75,-19.62,0,153.94,1.23,2500,0,0,0
143,2.38572,free_swing,632,478,480,464,-11.988,-95.262,0,202.04,55.85,0,152.64,0.38,2500,0,0,0
144,2.4024,free_swing,641,481,489,469,-8.399,-94.514,0,224.13,150.02,0,152.47,0.27,2500,0,0,0
145,2.41908,free_swing,651,481,499,479,-4.604,-90.754,0,250.95,220.76,0,152.01,0.04,2500,0,0,0
146,2.43577,free_swing,663,481,510,491,0.000,-86.260,0,245.10,314.75,0,153.33,0.83,2500,0,0,0
147,2.45245,free_swing,673,482,522,506,3.814,-80.969,0,233.91,385.13,0,152.90,0.54,2500,0,0,0
148,2.46913,free_swing,682,481,536,525,7.267,-73.229,0,210.01,481.00,0,152.49,0.27,2500,0,0,0
149,2.48582,free_swing,692,480,554,545,11.086,-64.779,0,199.84,561.68,0,152.54,0.31,2500,0,0,0
150,2.5025,free_swing,699,478,575,566,13.851,-54.638,0,170.93,627.10,0,152.05,0.01,2500,0,0,0
