t_s,theta1_deg,omega1_deg_s
5.0000,18.1281,-264.3511
6.0000,20.6428,-225.8782
7.0000,14.4321,-259.2755
8.0000,13.3540,-240.7376
9.0000,17.4102,-225.2628
10.0000,16.6142,-227.7572
11.0000,23.9474,-143.6428
12.0000,12.4797,-247.9597
13.0000,9.1182,-246.8104
14.0000,13.0577,-230.1758
15.0000,19.0957,-236.3135
16.0000,16.8077,-237.6140
17.0000,14.7696,-240.2914
18.0000,18.2323,-225.5567
19.0000,25.4136,-127.0101
20.0000,9.8085,-228.2824
21.0000,16.3958,-216.4782
22.0000,15.1313,-240.8473
23.0000,13.8514,-250.8713
24.0000,14.7050,-234.3766
25.0000,18.1591,-232.3132
26.0000,19.8306,-229.4102
27.0000,13.8771,-251.4633
28.0000,16.1159,-246.7838
29.0000,19.0594,-236.3142
30.0000,16.3074,-249.4490
31.0000,20.5953,-221.2917
32.0000,14.7867,-245.7895
33.0000,11.8106,-267.7776
34.0000,13.5851,-246.2930
35.0000,12.9262,-255.9771
36.0000,15.8037,-253.4302
37.0000,27.3491,-151.1224
38.0000,13.3544,-261.8900
