t_s,theta1_deg,omega1_deg_s
5.0594,2.7472,102.6834
6.1384,4.1394,81.9239
7.2147,0.7280,59.3344
8.2847,4.2857,90.8145
9.3625,3.1216,61.8401
10.4348,4.6475,108.5343
11.5132,4.4344,103.3621
12.5867,4.8172,98.7668
13.6634,3.3168,63.7737
14.7336,3.9075,74.7718
15.8127,5.6912,99.1990
16.8891,5.7546,127.7076
17.9644,4.0314,59.1647
19.0353,4.7932,62.7834
20.1113,5.3749,120.0412
21.1885,4.2904,63.6501
22.2607,3.0131,56.5668
23.3357,4.5309,66.3306
24.4119,5.2719,98.7983
25.4978,6.4985,108.2516
26.5645,4.4150,138.1543
27.6431,3.4614,42.8243
28.7148,4.4224,54.9377
29.7938,4.7920,64.4697
30.8747,7.7452,186.5040
31.9538,11.0635,116.5393
33.0256,9.1687,148.6059
34.1106,11.7511,140.1394
35.1797,12.5278,101.3038
36.2498,4.5334,157.4467
37.3283,6.1349,138.3099
38.3999,4.6178,60.6956
39.4672,4.4401,83.8047
40.5453,3.2468,54.8289
41.6181,4.6171,74.6173
42.6952,5.4132,95.7285
43.7721,5.5257,104.7318
44.8453,4.0452,55.4958
45.9177,5.2326,114.9552
46.9977,4.8024,103.7590
48.0718,7.3192,142.3070
49.1521,5.5091,99.8756
50.2216,5.7107,110.5228
51.2998,6.3378,90.8167
52.3769,5.9772,69.8539
53.4516,2.1175,51.1815
54.5239,5.6335,58.0645
55.6006,5.6705,61.0220
56.6832,1.1332,76.6334
57.7509,4.5408,61.7294
58.8251,5.1359,49.7215
59.9055,2.0559,52.2009
60.9745,4.1887,54.6246
62.0550,1.2422,78.3002
