n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.3763,68.7214,67.2770,113.5098,115.5263
1,6.4516,67.2770,65.4109,115.5263,110.1165
2,7.5269,65.4109,69.1391,110.1165,114.8412
3,8.6022,69.1391,65.0845,114.8412,116.4345
4,9.6774,65.0845,68.9982,116.4345,115.6872
5,10.7527,68.9982,65.9932,115.6872,117.8008
6,11.8280,65.9932,67.6727,117.8008,115.9864
7,12.9032,67.6727,64.0908,115.9864,114.4390
8,13.9785,64.0908,67.8039,114.4390,113.7220
9,15.0538,67.8039,68.5012,113.7220,119.9929
10,16.1290,68.5012,68.8612,119.9929,121.1316
11,17.2043,68.8612,64.3093,121.1316,115.8403
12,18.2796,64.3093,66.0588,115.8403,117.3178
13,19.3548,66.0588,68.0584,117.3178,119.6962
14,20.4301,68.0584,64.7398,119.6962,117.4462
15,21.5054,64.7398,64.0727,117.4462,113.4407
16,22.5806,64.0727,65.5551,113.4407,117.3130
17,23.6559,65.5551,70.6875,117.3130,115.4824
18,24.7312,70.6875,65.7835,115.4824,124.6308
19,25.8065,65.7835,69.4678,124.6308,119.3245
20,26.8817,69.4678,64.3340,119.3245,114.3903
21,27.9570,64.3340,67.5057,114.3903,113.4947
22,29.0323,67.5057,69.4558,113.4947,112.8331
23,30.1075,69.4558,75.7640,112.8331,129.3703
24,31.1828,75.7640,71.6335,129.3703,139.1223
25,32.2581,71.6335,75.4707,139.1223,128.3097
26,33.3333,75.4707,71.3401,128.3097,142.7231
27,34.4086,71.3401,69.1181,142.7231,143.3911
28,35.4839,69.1181,68.3421,143.3911,119.3883
29,36.5591,68.3421,66.7173,119.3883,121.0568
30,37.6344,66.7173,62.7837,121.0568,117.1208
31,38.7097,62.7837,65.2498,117.1208,116.8817
32,39.7849,65.2498,64.3862,116.8817,115.4398
33,40.8602,64.3862,65.9347,115.4398,118.1311
34,41.9355,65.9347,67.0734,118.1311,120.6174
35,43.0108,67.0734,66.0892,120.6174,123.8510
36,44.0860,66.0892,64.3884,123.8510,118.5545
37,45.1613,64.3884,68.4301,118.5545,120.0216
38,46.2366,68.4301,66.0307,120.0216,122.7560
39,47.3118,66.0307,70.4963,122.7560,125.4085
40,48.3871,70.4963,65.6207,125.4085,123.1898
41,49.4624,65.6207,68.2499,123.1898,119.5656
42,50.5376,68.2499,67.9594,119.5656,123.1212
43,51.6129,67.9594,65.3146,123.1212,118.2147
44,52.6882,65.3146,65.8005,118.2147,113.9831
45,53.7634,65.8005,66.9573,113.9831,118.4182
46,54.8387,66.9573,67.5573,118.4182,117.5423
47,55.9140,67.5573,65.1672,117.5423,113.6357
48,56.9892,65.1672,65.9084,113.6357,116.5078
49,58.0645,65.9084,66.5778,116.5078,116.3498
50,59.1398,66.5778,64.6200,116.3498,113.8220
51,60.2151,64.6200,65.6296,113.8220,113.9101
52,61.2903,65.6296,65.1720,113.9101,112.3452
