t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
5.7377,43.8834,390.8538,-126.4801,345.1846
6.5574,40.4842,354.3721,-67.5284,68.7327
7.3770,41.6172,382.0633,-140.0297,247.1431
8.1967,46.0772,382.1934,-73.7597,219.1785
9.0164,35.4882,314.5078,162.9498,-313.3607
9.8361,26.0725,457.5718,-151.3059,303.4315
10.6557,52.1518,378.2734,-77.9990,559.6716
11.4754,46.6146,400.8038,-129.2795,307.4660
12.2951,40.9476,504.8611,57.0638,-1081.6011
13.1148,42.1792,279.8641,-46.6915,-297.7386
13.9344,39.9018,292.7800,-68.6328,418.2807
14.7541,47.1185,222.3790,-41.1371,-600.8386
15.5738,39.4920,408.9116,30.6393,319.1111
16.3934,6.2852,462.2311,58.4369,572.9058
17.2131,15.7923,337.8971,141.8613,-398.6893
18.0328,42.2382,430.4779,-101.1452,695.7124
18.8525,41.6959,378.3052,-73.0176,173.6239
19.6721,36.6336,339.2862,-160.3101,13.5139
20.4918,14.6801,237.7001,-38.9463,952.9026
21.3115,39.2845,398.9079,14.8317,176.0622
22.1311,48.9023,381.7090,-71.0931,487.1473
22.9508,47.1910,388.5085,-66.6269,552.3693
23.7705,44.9222,368.0638,-74.9285,54.5792
24.5902,41.4230,394.0212,-125.0149,358.4578
25.4098,40.8449,348.2506,-66.9319,237.7943
26.2295,49.6088,404.7690,-120.6766,372.3969
27.0492,36.4056,363.9381,-64.7941,111.9691
27.8689,46.3569,375.3178,-134.9989,244.9750
28.6885,56.0225,340.5428,-14.2725,210.0717
29.5082,27.0984,359.0656,119.2026,-644.1264
30.3279,32.1349,278.3848,-37.2944,640.2211
31.1475,17.5857,507.9262,34.4563,112.5375
31.9672,26.1387,321.9562,137.9805,-508.8361
32.7869,40.9788,376.8419,-83.0589,802.2485
33.6066,36.3373,406.5725,13.4139,333.1303
34.4262,40.2871,384.5395,18.8804,314.9152
35.2459,24.5091,507.8282,30.0771,135.2411
36.0656,38.9939,327.0513,-173.3086,-142.2416
