t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
36.8852,22.1632,486.3868,-118.6867,679.0748
37.7049,24.0970,489.1803,29.2120,114.9380
38.5246,36.6192,329.4881,140.5235,-567.3261
39.3443,41.2969,416.8143,-91.0625,782.9530
40.1639,24.8362,469.8809,20.9765,279.7842
40.9836,18.4391,525.2120,49.9595,170.1957
41.8033,24.7920,333.2774,144.7428,-419.9656
42.6230,38.4212,442.5981,-143.0486,305.3705
43.4426,41.4212,328.1332,-72.9814,-131.7232
44.2623,38.0664,337.0388,-66.9382,436.9517
45.0820,21.3360,-3.8162,-1.8121,1276.5876
45.9016,37.6014,344.1372,-80.7702,114.9950
46.7213,45.0149,396.0132,-100.0776,567.7344
47.5410,51.2156,411.2782,-95.5623,591.3584
48.3607,46.9060,382.1398,-138.2207,203.0134
49.1803,34.4984,334.5944,-169.8648,26.2028
50.0000,25.0015,285.8392,-58.4610,977.6679
50.8197,56.1242,281.2344,-10.8395,-507.2784
51.6393,39.7522,296.6792,-49.2687,-250.6824
52.4590,32.3106,363.8010,-83.7925,559.0851
53.2787,4.9222,523.9924,52.2842,347.8027
54.0984,16.3273,346.2198,120.3053,-603.2425
54.9180,29.8886,307.6343,-40.5522,608.7902
55.7377,28.2150,483.1716,22.5773,154.9055
56.5574,43.2882,375.7727,-77.4976,161.8847
57.3770,40.0659,375.3932,-150.6923,118.6750
58.1967,16.3275,199.6229,-35.7702,993.7827
59.0164,26.4666,405.9329,8.6929,47.2890
59.8361,37.6012,318.7503,177.8825,-202.9031
60.6557,23.1200,501.1997,-134.3876,531.6484
61.4754,44.0285,364.7205,-77.1055,535.1585
62.2951,42.5734,388.1942,-71.9208,241.4368
63.1148,40.5401,361.3971,-159.7229,12.9795
63.9344,26.0263,325.4609,-67.3259,931.7382
64.7541,55.9198,293.6726,-11.3774,-452.2822
65.5738,38.5123,309.5992,-49.6740,-248.6299
66.3934,44.0105,339.9643,-82.8283,579.7471
67.2131,42.6984,374.9883,-72.1655,101.1340
68.0328,42.5746,396.5352,-140.2176,237.3501
68.8525,36.9808,334.6339,145.4324,-477.4339
69.6721,40.6732,455.4587,-116.9136,577.7395
70.4918,47.0729,420.7649,-102.6840,560.1743
71.3115,46.3603,391.9676,-134.0870,276.6481
72.1311,51.3152,368.6941,-23.5524,-248.9397
72.9508,39.1930,400.4029,-131.5923,347.1733
73.7705,41.7984,239.5811,-45.5972,-440.4467
74.5902,45.5337,227.2359,-44.9316,-325.3774
75.4098,38.6767,272.7025,-56.8381,39.3431
76.2295,43.9756,375.2390,-143.5480,175.3496
77.0492,38.1200,352.5311,-90.6301,775.7839
77.8689,27.2284,482.7193,22.2033,210.7054
78.6885,48.5664,414.5181,-127.0942,543.5458
79.5082,43.5041,373.8843,-75.8597,591.4831
80.3279,-0.7976,276.4935,37.4288,868.2349
81.1475,16.1902,344.4740,122.0677,-576.5312
81.9672,28.2017,275.8760,-43.0838,740.3621
82.7869,30.4492,447.4299,17.5457,261.5231
83.6066,20.3116,537.3886,40.1945,142.6375
84.4262,28.9592,349.0804,123.0412,-612.5448
85.2459,29.8625,236.5124,-37.7579,789.2410
86.0656,25.5378,485.2216,26.0125,169.1257
86.8852,45.4017,386.2757,-81.4689,364.5255
87.7049,49.4948,418.6622,-105.3072,544.7662
88.5246,42.6225,375.1783,-156.2458,25.3317
89.3443,24.8917,310.4667,-64.5203,916.5492
90.1639,55.9854,352.9056,-15.4191,-378.2763
90.9836,35.5784,363.3233,-57.2534,216.9655
91.8033,52.0070,412.7066,-101.5191,549.7111
92.6230,41.2912,336.1265,-178.5699,-148.8097
93.4426,22.1091,496.3644,-150.4440,340.5670
94.2623,57.8183,264.1786,-10.5058,-630.0059
95.0820,53.6845,310.7644,-6.4176,-811.0473
95.9016,56.8446,289.8697,-15.5759,-575.0522
96.7213,56.5032,326.4742,-27.1686,-354.9089
97.5410,42.5773,282.0536,-36.8993,-465.9125
98.3607,43.1591,238.9776,-43.9264,-298.7889
99.1803,38.9657,318.0472,-56.0628,276.9954
100.0000,48.3738,403.3364,-97.0509,572.1311
100.8197,47.1635,418.5991,-133.6721,296.6945
101.6393,55.5220,366.0416,-24.8295,-82.7501
102.4590,29.8732,347.6606,-177.4835,-80.7622
103.2787,23.5682,410.7949,-99.1107,762.5994
104.0984,37.4372,439.0459,19.4496,172.6814
104.9180,43.2998,355.4932,-70.0843,-180.0819
105.7377,34.3223,328.5305,-63.5462,197.8084
106.5574,48.5750,406.3496,-101.1177,532.6220
107.3770,42.1227,350.2266,-162.4683,-29.2132
108.1967,28.5342,382.3434,-85.8575,839.7311
109.0164,51.9062,353.7136,-16.3104,-206.7175
109.8361,34.7624,405.2084,-140.7666,295.7878
110.6557,44.7249,380.3770,109.5114,-680.3047
111.4754,41.4310,316.8525,-67.2759,766.2569
112.2951,51.8408,316.0138,-17.8445,-162.1036
113.1148,33.0344,427.3799,-137.3297,368.3414
113.9344,42.9743,234.0734,-44.5270,-410.6272
114.7541,46.3133,234.0367,-40.8803,-393.5133
115.5738,41.4798,276.4552,-53.3632,-125.6024
116.3934,41.8361,397.2472,-107.5954,506.5066
