n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.7377,43.8834,40.4842,-126.4801,-67.5284
1,6.5574,40.4842,41.6172,-67.5284,-140.0297
2,7.3770,41.6172,46.0772,-140.0297,-73.7597
3,8.1967,46.0772,35.4882,-73.7597,162.9498
4,9.0164,35.4882,26.0725,162.9498,-151.3059
5,9.8361,26.0725,52.1518,-151.3059,-77.9990
6,10.6557,52.1518,46.6146,-77.9990,-129.2795
7,11.4754,46.6146,40.9476,-129.2795,57.0638
8,12.2951,40.9476,42.1792,57.0638,-46.6915
9,13.1148,42.1792,39.9018,-46.6915,-68.6328
10,13.9344,39.9018,47.1185,-68.6328,-41.1371
11,14.7541,47.1185,39.4920,-41.1371,30.6393
12,15.5738,39.4920,6.2852,30.6393,58.4369
13,16.3934,6.2852,15.7923,58.4369,141.8613
14,17.2131,15.7923,42.2382,141.8613,-101.1452
15,18.0328,42.2382,41.6959,-101.1452,-73.0176
16,18.8525,41.6959,36.6336,-73.0176,-160.3101
17,19.6721,36.6336,14.6801,-160.3101,-38.9463
18,20.4918,14.6801,39.2845,-38.9463,14.8317
19,21.3115,39.2845,48.9023,14.8317,-71.0931
20,22.1311,48.9023,47.1910,-71.0931,-66.6269
21,22.9508,47.1910,44.9222,-66.6269,-74.9285
22,23.7705,44.9222,41.4230,-74.9285,-125.0149
23,24.5902,41.4230,40.8449,-125.0149,-66.9319
24,25.4098,40.8449,49.6088,-66.9319,-120.6766
25,26.2295,49.6088,36.4056,-120.6766,-64.7941
26,27.0492,36.4056,46.3569,-64.7941,-134.9989
27,27.8689,46.3569,56.0225,-134.9989,-14.2725
28,28.6885,56.0225,27.0984,-14.2725,119.2026
29,29.5082,27.0984,32.1349,119.2026,-37.2944
30,30.3279,32.1349,17.5857,-37.2944,34.4563
31,31.1475,17.5857,26.1387,34.4563,137.9805
32,31.9672,26.1387,40.9788,137.9805,-83.0589
33,32.7869,40.9788,36.3373,-83.0589,13.4139
34,33.6066,36.3373,40.2871,13.4139,18.8804
35,34.4262,40.2871,24.5091,18.8804,30.0771
36,35.2459,24.5091,38.9939,30.0771,-173.3086
37,36.0656,38.9939,22.1632,-173.3086,-118.6867
38,36.8852,22.1632,24.0970,-118.6867,29.2120
39,37.7049,24.0970,36.6192,29.2120,140.5235
40,38.5246,36.6192,41.2969,140.5235,-91.0625
41,39.3443,41.2969,24.8362,-91.0625,20.9765
42,40.1639,24.8362,18.4391,20.9765,49.9595
43,40.9836,18.4391,24.7920,49.9595,144.7428
44,41.8033,24.7920,38.4212,144.7428,-143.0486
45,42.6230,38.4212,41.4212,-143.0486,-72.9814
46,43.4426,41.4212,38.0664,-72.9814,-66.9382
47,44.2623,38.0664,21.3360,-66.9382,-1.8121
48,45.0820,21.3360,37.6014,-1.8121,-80.7702
49,45.9016,37.6014,45.0149,-80.7702,-100.0776
50,46.7213,45.0149,51.2156,-100.0776,-95.5623
51,47.5410,51.2156,46.9060,-95.5623,-138.2207
52,48.3607,46.9060,34.4984,-138.2207,-169.8648
53,49.1803,34.4984,25.0015,-169.8648,-58.4610
54,50.0000,25.0015,56.1242,-58.4610,-10.8395
55,50.8197,56.1242,39.7522,-10.8395,-49.2687
56,51.6393,39.7522,32.3106,-49.2687,-83.7925
57,52.4590,32.3106,4.9222,-83.7925,52.2842
58,53.2787,4.9222,16.3273,52.2842,120.3053
59,54.0984,16.3273,29.8886,120.3053,-40.5522
60,54.9180,29.8886,28.2150,-40.5522,22.5773
61,55.7377,28.2150,43.2882,22.5773,-77.4976
62,56.5574,43.2882,40.0659,-77.4976,-150.6923
63,57.3770,40.0659,16.3275,-150.6923,-35.7702
64,58.1967,16.3275,26.4666,-35.7702,8.6929
65,59.0164,26.4666,37.6012,8.6929,177.8825
66,59.8361,37.6012,23.1200,177.8825,-134.3876
67,60.6557,23.1200,44.0285,-134.3876,-77.1055
