frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,582.925,492.000,578.045,652.926,-0.027,-1.737,0,0.97,-0.91
1,0.01668,driven,582.925,492.000,578.045,652.926,-0.027,-1.737,0,1.69,-1.69
2,0.03337,driven,583.068,492.000,578.045,652.922,0.024,-1.788,0,1.90,-1.87
3,0.05005,driven,583.184,492.000,578.046,652.918,0.065,-1.829,0,1.60,-1.46
4,0.06673,driven,583.184,492.000,578.072,652.919,0.065,-1.819,0,0.45,-0.02
5,0.08342,driven,583.184,492.000,578.073,652.919,0.065,-1.819,0,-1.01,1.64
6,0.1001,driven,583.156,492.000,578.127,652.921,0.055,-1.790,0,-2.54,3.05
7,0.11678,driven,582.948,492.000,578.135,652.928,-0.018,-1.713,0,-2.91,3.06
8,0.13347,driven,582.825,492.000,578.127,652.931,-0.062,-1.672,0,-1.57,1.34
9,0.15015,driven,582.843,492.000,578.108,652.930,-0.056,-1.685,0,-0.21,-0.16
10,0.16683,driven,582.843,492.000,578.108,652.930,-0.056,-1.685,0,0.02,-0.34
11,0.18352,driven,582.795,492.000,578.069,652.930,-0.073,-1.682,0,0.01,-0.49
12,0.2002,driven,582.843,492.000,578.069,652.929,-0.056,-1.699,0,0.54,-1.06
13,0.21688,driven,582.866,492.000,578.026,652.927,-0.048,-1.723,0,0.66,-0.98
14,0.23357,driven,582.889,492.000,578.026,652.926,-0.039,-1.731,0,0.20,-0.31
15,0.25025,driven,582.886,492.000,578.023,652.926,-0.041,-1.731,0,0.03,-0.20
16,0.26693,driven,582.889,492.000,578.023,652.926,-0.039,-1.732,0,0.05,-0.27
17,0.28362,driven,582.886,492.000,577.984,652.925,-0.041,-1.745,0,-0.24,0.33
18,0.3003,driven,582.886,492.000,578.023,652.926,-0.041,-1.731,0,-0.44,0.32
19,0.31698,driven,582.822,492.000,578.023,652.928,-0.064,-1.708,0,-1.02,1.02
20,0.33367,driven,582.808,492.000,577.972,652.927,-0.068,-1.722,0,-1.40,1.53
21,0.35035,driven,582.703,492.000,578.027,652.932,-0.106,-1.664,0,-1.16,1.19
22,0.36703,driven,582.679,492.000,578.027,652.932,-0.114,-1.656,0,0.22,-0.65
23,0.38372,driven,582.703,492.000,577.949,652.930,-0.106,-1.692,0,1.16,-2.08
24,0.4004,driven,582.808,492.000,577.933,652.926,-0.068,-1.735,0,-0.71,0.20
25,0.41708,driven,582.703,492.000,577.933,652.929,-0.106,-1.697,0,-1.78,2.01
26,0.43377,driven,582.525,491.999,577.933,652.934,-0.169,-1.634,0,-1.39,1.84
