t_s,theta1_deg,omega1_deg_s
0.6642,44.5371,277.2975
5.7062,13.9662,133.8914
7.7450,56.2019,344.9448
8.1348,-10.6424,-697.7872
8.7311,4.5546,665.5481
9.4143,-85.2581,377.7410
9.6677,-15.2086,496.5116
