t_s,theta1_deg,omega1_deg_s
5.0000,-12.1209,402.8537
5.5556,-4.3233,313.5728
6.1111,-14.1660,114.5037
6.6667,-16.0833,294.5758
7.2222,-3.1043,474.9833
7.7778,-10.6090,244.7643
8.3333,-6.3360,570.4815
8.8889,-7.7546,429.6317
9.4444,-5.9653,210.2076
10.0000,1.2672,387.5327
10.5556,-17.3400,75.8591
11.1111,-14.2705,312.2870
11.6667,-4.3816,497.9422
12.2222,-21.3104,339.0363
12.7778,-4.0385,431.3744
13.3333,-23.0810,186.3414
13.8889,-10.3047,243.6008
14.4444,-13.2792,280.9636
15.0000,-19.2324,142.8138
15.5556,-14.7978,316.7180
16.1111,-1.9030,408.2822
16.6667,-10.8802,320.2209
17.2222,-18.0652,443.8418
17.7778,-17.4660,517.5524
18.3333,-19.0813,370.4993
18.8889,-13.4074,477.5487
19.4444,-16.4853,395.6523
20.0000,-13.7015,439.6915
20.5556,-12.7094,436.0314
21.1111,-11.9972,488.7560
21.6667,-16.2267,428.3643
22.2222,-13.8637,514.3344
22.7778,-12.4509,451.6287
23.3333,-12.4536,509.8043
23.8889,-13.4817,469.4111
24.4444,-15.4616,521.2946
25.0000,-12.5199,486.2756
25.5556,-15.2157,496.3724
26.1111,-14.1403,485.1793
26.6667,-17.8253,496.7803
27.2222,-14.2067,480.5117
27.7778,-17.8740,484.3668
28.3333,-15.8376,465.1084
28.8889,-19.1270,483.8482
29.4444,-17.7518,465.9610
30.0000,-16.6502,506.0646
30.5556,-17.8960,454.5361
31.1111,-20.7386,498.7269
31.6667,-19.3394,445.7511
32.2222,-19.0012,495.6949
32.7778,-20.1258,438.0899
33.3333,-17.5019,491.1409
33.8889,-17.9747,455.1236
34.4444,-16.9607,490.2055
35.0000,-17.1730,479.1006
35.5556,-17.6985,482.4948
36.1111,-17.0016,476.5399
36.6667,-17.2523,496.1621
