t_s,theta1_deg,omega1_deg_s
6.9192,10.0417,-521.1768
7.3332,17.6147,-229.2952
7.7751,-11.3139,235.5148
8.9921,12.6025,-157.9710
9.4308,-8.4228,141.9005
11.3594,13.8393,-543.1904
11.8031,25.0158,-383.6927
12.2277,-19.5883,356.9596
15.7880,14.7064,-499.6341
16.6590,-13.0909,291.9570
17.6323,-50.9986,-175.1783
17.9724,39.1727,-215.0678
18.6459,-6.8133,-574.1287
19.1699,11.1858,-559.3273
19.7380,3.4850,-558.9073
20.3029,0.9298,-591.3653
20.8556,1.8724,-564.8657
21.4184,-1.8848,-590.9339
21.9637,1.4412,-544.5913
22.5289,1.1374,-577.9200
23.0850,-1.3879,-580.6497
23.6414,1.1315,-588.0731
24.1944,-1.7138,-580.8928
24.7539,0.6570,-580.2145
25.3066,-0.2942,-587.8703
25.8691,-1.5631,-582.7718
26.4137,1.3721,-561.2058
26.9799,-2.2689,-569.9317
27.5276,2.6088,-555.0633
28.0886,-1.3667,-553.7716
28.6404,1.3423,-558.1739
29.1942,-0.0015,-533.7318
29.7565,-1.0109,-577.7484
30.3141,-0.7172,-578.4071
30.8590,0.9107,-559.0687
31.4172,1.8842,-547.2940
31.9778,-2.5619,-564.3141
32.5265,3.5871,-549.7164
33.0925,-3.4569,-546.5535
33.6388,2.8370,-551.9327
34.2035,-2.1268,-556.9294
34.7498,3.0566,-559.3256
35.3136,-1.5690,-559.9899
35.8598,1.9193,-551.7330
36.4218,-2.5313,-576.8148
