n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.0000,-12.1209,-4.3233,93.8175,-96.5521
1,5.5556,-4.3233,-14.1660,-96.5521,-67.9382
2,6.1111,-14.1660,-16.0833,-67.9382,-122.7431
3,6.6667,-16.0833,-3.1043,-122.7431,-149.0711
4,7.2222,-3.1043,-10.6090,-149.0711,1.4793
5,7.7778,-10.6090,-6.3360,1.4793,-8.1215
6,8.3333,-6.3360,-7.7546,-8.1215,-135.3369
7,8.8889,-7.7546,-5.9653,-135.3369,8.3457
8,9.4444,-5.9653,1.2672,8.3457,-56.8056
9,10.0000,1.2672,-17.3400,-56.8056,-174.5817
10,10.5556,-17.3400,-14.2705,-174.5817,-123.3790
11,11.1111,-14.2705,-4.3816,-123.3790,-164.4848
12,11.6667,-4.3816,-21.3104,-164.4848,-2.7958
13,12.2222,-21.3104,-4.0385,-2.7958,161.0691
14,12.7778,-4.0385,-23.0810,161.0691,-158.9741
15,13.3333,-23.0810,-10.3047,-158.9741,-2.5887
16,13.8889,-10.3047,-13.2792,-2.5887,-127.7334
17,14.4444,-13.2792,-19.2324,-127.7334,178.4641
18,15.0000,-19.2324,-14.7978,178.4641,-120.0368
19,15.5556,-14.7978,-1.9030,-120.0368,-131.6487
20,16.1111,-1.9030,-10.8802,-131.6487,3.7619
21,16.6667,-10.8802,-18.0652,3.7619,55.9547
22,17.2222,-18.0652,-17.4660,55.9547,-6.1796
23,17.7778,-17.4660,-19.0813,-6.1796,85.0744
24,18.3333,-19.0813,-13.4074,85.0744,-44.6945
25,18.8889,-13.4074,-16.4853,-44.6945,76.5523
26,19.4444,-16.4853,-13.7015,76.5523,-48.2882
27,20.0000,-13.7015,-12.7094,-48.2882,65.0753
28,20.5556,-12.7094,-11.9972,65.0753,-35.9761
29,21.1111,-11.9972,-16.2267,-35.9761,54.6467
30,21.6667,-16.2267,-13.8637,54.6467,-22.1630
31,22.2222,-13.8637,-12.4509,-22.1630,44.9413
32,22.7778,-12.4509,-12.4536,44.9413,-12.0977
33,23.3333,-12.4536,-13.4817,-12.0977,37.0430
34,23.8889,-13.4817,-15.4616,37.0430,-1.2861
35,24.4444,-15.4616,-12.5199,-1.2861,31.7182
36,25.0000,-12.5199,-15.2157,31.7182,4.1108
37,25.5556,-15.2157,-14.1403,4.1108,28.4371
38,26.1111,-14.1403,-17.8253,28.4371,10.4643
39,26.6667,-17.8253,-14.2067,10.4643,28.0016
40,27.2222,-14.2067,-17.8740,28.0016,15.0119
41,27.7778,-17.8740,-15.8376,15.0119,26.8967
42,28.3333,-15.8376,-19.1270,26.8967,15.0056
43,28.8889,-19.1270,-17.7518,15.0056,35.6622
44,29.4444,-17.7518,-16.6502,35.6622,8.1303
45,30.0000,-16.6502,-17.8960,8.1303,32.0219
46,30.5556,-17.8960,-20.7386,32.0219,16.0249
47,31.1111,-20.7386,-19.3394,16.0249,33.6845
48,31.6667,-19.3394,-19.0012,33.6845,12.9166
49,32.2222,-19.0012,-20.1258,12.9166,33.2758
50,32.7778,-20.1258,-17.5019,33.2758,13.9388
51,33.3333,-17.5019,-17.9747,13.9388,29.6571
52,33.8889,-17.9747,-16.9607,29.6571,15.3546
53,34.4444,-16.9607,-17.1730,15.3546,28.4095
54,35.0000,-17.1730,-17.6985,28.4095,16.2567
55,35.5556,-17.6985,-17.0016,16.2567,25.9585
56,36.1111,-17.0016,-17.2523,25.9585,17.0208
