n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.0505,68.1930,60.2132,124.2270,163.2355
1,6.0606,60.2132,80.6095,163.2355,45.7779
2,7.0707,80.6095,66.7710,45.7779,157.6716
3,8.0808,66.7710,67.6957,157.6716,-172.0223
4,9.0909,67.6957,70.9580,-172.0223,168.0887
5,10.1010,70.9580,80.3320,168.0887,-42.4861
6,11.1111,80.3320,51.8408,-42.4861,150.1247
7,12.1212,51.8408,71.3512,150.1247,129.9677
8,13.1313,71.3512,58.4528,129.9677,156.2468
9,14.1414,58.4528,70.9087,156.2468,59.5612
10,15.1515,70.9087,68.2000,59.5612,163.2727
11,16.1616,68.2000,79.1802,163.2727,-144.3028
12,17.1717,79.1802,64.4380,-144.3028,128.5296
13,18.1818,64.4380,57.0250,128.5296,123.2270
14,19.1919,57.0250,47.4060,123.2270,147.3391
15,20.2020,47.4060,80.3123,147.3391,54.1506
16,21.2121,80.3123,64.3940,54.1506,156.7199
17,22.2222,64.3940,57.4141,156.7199,-170.5499
18,23.2323,57.4141,68.9491,-170.5499,130.1625
19,24.2424,68.9491,57.4770,130.1625,167.6384
20,25.2525,57.4770,71.4203,167.6384,-73.3044
21,26.2626,71.4203,46.5567,-73.3044,104.1557
22,27.2727,46.5567,53.7137,104.1557,148.0484
23,28.2828,53.7137,75.3499,148.0484,55.0039
24,29.2929,75.3499,67.1150,55.0039,162.8615
25,30.3030,67.1150,57.1813,162.8615,-159.2130
26,31.3131,57.1813,63.0785,-159.2130,128.2405
27,32.3232,63.0785,60.1350,128.2405,166.1739
28,33.3333,60.1350,72.7418,166.1739,57.7009
29,34.3434,72.7418,64.4010,57.7009,173.5779
30,35.3535,64.4010,68.9721,173.5779,135.0373
31,36.3636,68.9721,83.7415,135.0373,-86.5377
32,37.3737,83.7415,48.7518,-86.5377,116.6674
33,38.3838,48.7518,57.7914,116.6674,154.3793
34,39.3939,57.7914,69.0265,154.3793,131.1047
35,40.4040,69.0265,61.1801,131.1047,170.1451
36,41.4141,61.1801,72.7012,170.1451,128.4991
37,42.4242,72.7012,67.4370,128.4991,16.5334
38,43.4343,67.4370,68.6998,16.5334,70.5928
39,44.4444,68.6998,66.6350,70.5928,168.4767
40,45.4545,66.6350,49.9204,168.4767,134.2010
41,46.4646,49.9204,53.1734,134.2010,156.8958
42,47.4747,53.1734,52.1782,156.8958,144.2024
43,48.4848,52.1782,42.1457,144.2024,136.5624
44,49.4949,42.1457,48.7326,136.5624,156.2275
45,50.5051,48.7326,93.7718,156.2275,-67.9715
46,51.5152,93.7718,51.5564,-67.9715,155.6661
47,52.5253,51.5564,46.3520,155.6661,140.9067
48,53.5354,46.3520,63.3480,140.9067,162.1590
49,54.5455,63.3480,66.5563,162.1590,-169.7708
50,55.5556,66.5563,68.4910,-169.7708,136.8099
51,56.5657,68.4910,59.5760,136.8099,-121.2832
52,57.5758,59.5760,71.2753,-121.2832,113.8333
53,58.5859,71.2753,51.0600,113.8333,144.8530
54,59.5960,51.0600,68.8836,144.8530,-172.3970
55,60.6061,68.8836,68.4950,-172.3970,159.8184
56,61.6162,68.4950,67.6702,159.8184,-118.2572
57,62.6263,67.6702,54.2937,-118.2572,145.8012
