t_s,theta1_deg,omega1_deg_s
2.2038,-2.3765,-73.2575
2.8388,53.5700,-34.4432
3.7743,7.1766,33.7323
4.8182,9.6892,118.3620
5.8932,43.3733,24.5142
6.3502,-36.0385,-590.9933
6.7492,-29.5870,67.8521
7.8680,24.0551,71.1054
9.8911,32.4039,101.0190
10.5387,-80.2240,1.1926
11.2429,22.2275,-681.1778
11.9242,54.5704,0.4613
12.6278,-74.4357,387.1414
12.8819,52.3883,269.7550
13.9654,59.8044,16.9469
14.4301,-49.7320,-476.8814
14.8271,-12.3260,-39.6164
15.9393,25.1503,64.1327
17.9295,9.9961,103.0187
18.9787,9.4551,143.8039
20.0723,67.2030,9.0074
20.4422,-35.2667,-605.1914
20.8692,-32.5668,145.1628
22.0004,23.1797,75.7042
24.0001,17.4442,123.5495
25.0481,35.0471,27.6274
25.6729,-81.9850,-13.3561
26.4496,-16.3010,-613.9810
27.1356,66.1136,45.8768
28.1212,69.7999,38.3346
28.5735,-59.2787,-382.5802
28.9623,-16.7570,2.2747
30.0822,25.1562,69.2128
32.0934,18.9497,29.7552
33.1438,40.0853,20.3821
33.6518,-54.2057,-423.2087
34.0276,-14.7480,-5.1643
35.1377,29.4459,54.4721
36.0990,32.8911,321.7175
37.5487,0.6414,-730.6421
38.2375,65.2360,79.2449
39.1849,52.3620,54.4899
40.1334,38.1396,320.6129
41.1968,42.1068,26.8792
41.7948,-77.8931,-161.0282
43.2249,31.5362,65.5310
43.7609,-55.7703,-400.1862
44.1404,-9.8080,-40.7156
45.2312,27.2331,67.6583
46.2911,65.4430,38.4793
47.2591,51.8470,19.8584
48.2921,62.4260,44.6202
49.3033,61.1949,-49.6622
50.2929,48.0940,-88.6041
51.6659,20.9572,-774.9549
52.3142,47.1320,4.8705
53.3143,36.4538,-136.0461
54.3169,29.4802,55.2147
56.3396,18.6722,100.6701
58.3235,8.7176,207.4163
59.4103,21.6467,52.7883
61.4033,27.5918,108.8101
63.4912,79.1418,41.1221
63.9114,-59.1053,-399.8588
