frame,time_s,gx_crop,gy_crop,rx_crop,ry_crop
1799,30.013317,291,479,140,467
1800,30.030000,279,478,136,423
1801,30.046683,266,474,142,386
1802,30.063367,257,471,159,356
1803,30.080050,251,468,178,336
1804,30.096733,250,467,200,324
1805,30.113417,253,468,222,320
1806,30.130100,258,470,244,319
1807,30.146783,266,473,265,321
1808,30.163467,277,477,285,325
1809,30.180150,291,480,301,328
1810,30.196833,304,481,324,330
1811,30.213517,317,480,341,331
1812,30.230200,329,480,362,332
1813,30.246883,336,478,384,335
1814,30.263567,340,478,408,342
1815,30.280250,343,477,431,353
1816,30.296933,343,477,453,371
1817,30.313617,339,478,469,399
1818,30.330300,333,480,478,434
1819,30.346983,327,480,479,475
1820,30.363667,322,480,468,518
1821,30.380350,319,480,447,561
1822,30.397033,317,480,411,593
1823,30.413717,315,481,364,622
1824,30.430400,313,481,310,633
1825,30.447083,309,481,260,625
1826,30.463767,301,481,215,604
1827,30.480450,292,479,177,579
1828,30.497133,281,477,147,550
1829,30.513817,270,475,123,520
1830,30.530500,258,471,107,491
1831,30.547183,251,468,98,462
1832,30.563867,246,465,95,437
1833,30.580550,243,464,98,414
1834,30.597233,244,465,107,396
1835,30.613917,248,467,120,382
1836,30.630600,253,469,134,373
1837,30.647283,261,472,150,366
1838,30.663967,271,475,166,364
1839,30.680650,285,478,181,365
1840,30.697333,301,480,194,369
1841,30.714017,318,481,206,375
1842,30.730700,335,479,215,383
1843,30.747383,352,476,223,393
1844,30.764067,367,471,229,405
1845,30.780750,379,466,233,419
1846,30.797433,387,462,237,435
1847,30.814117,390,460,237,451
1848,30.830800,387,461,234,468
1849,30.847483,382,464,230,487
1850,30.864167,375,468,228,510
1851,30.880850,366,471,225,535
1852,30.897533,353,476,225,561
1853,30.914217,337,479,230,588
1854,30.930900,316,482,240,614
1855,30.947583,292,481,261,628
1856,30.964267,266,474,284,623
1857,30.980950,248,466,303,605
1858,30.997633,233,458,318,583
1859,31.014317,224,452,331,562
1860,31.031000,218,448,342,541
1861,31.047683,216,446,350,522
1862,31.064367,215,445,358,505
1863,31.081050,217,448,367,490
1864,31.097733,223,452,375,476
1865,31.114417,230,457,384,466
1866,31.131100,240,463,395,456
1867,31.147783,252,468,406,452
1868,31.164467,266,474,418,449
1869,31.181150,282,478,433,448
1870,31.197833,299,481,450,452
1871,31.214517,316,481,468,458
1872,31.231200,333,479,488,468
1873,31.247883,353,475,506,482
1874,31.264567,373,467,521,499
1875,31.281250,390,459,531,519
1876,31.297933,408,448,529,538
1877,31.314617,421,436,519,550
1878,31.331300,426,429,506,558
1879,31.347983,426,429,495,564
1880,31.364667,423,433,485,571
1881,31.381350,418,439,476,579
1882,31.398033,411,445,465,587
1883,31.414717,400,453,455,595
1884,31.431400,386,463,446,601
1885,31.448083,369,470,434,606
1886,31.464767,351,476,421,609
1887,31.481450,330,480,404,610
1888,31.498133,310,481,386,609
1889,31.514817,291,479,364,609
1890,31.531500,273,475,339,609
1891,31.548183,259,471,313,612
1892,31.564867,249,467,283,615
1893,31.581550,244,464,252,617
1894,31.598233,243,465,218,614
1895,31.614917,247,467,184,604
1896,31.631600,255,470,156,584
1897,31.648283,266,474,138,554
1898,31.664967,277,477,131,520
1899,31.681650,289,479,136,485
1900,31.698333,298,480,147,453
1901,31.715017,309,481,166,424
1902,31.731700,319,481,189,400
1903,31.748383,332,479,215,381
1904,31.765067,346,477,242,366
1905,31.781750,359,473,267,352
1906,31.798433,369,470,292,340
1907,31.815117,377,466,319,326
1908,31.831800,381,463,342,318
1909,31.848483,382,462,370,312
1910,31.865167,382,463,400,312
1911,31.881850,379,465,429,321
1912,31.898533,372,468,458,342
1913,31.915217,365,472,481,373
1914,31.931900,357,474,497,414
1915,31.948583,350,477,500,462
1916,31.965267,344,477,490,517
1917,31.981950,341,478,461,569
1918,31.998633,340,479,413,610
1919,32.015317,337,479,359,628
1920,32.032000,333,479,296,627
1921,32.048683,326,480,244,609
1922,32.065367,315,481,199,579
1923,32.082050,301,480,166,548
1924,32.098733,286,479,137,517
1925,32.115417,272,476,119,484
1926,32.132100,260,472,107,454
1927,32.148783,250,467,103,428
1928,32.165467,243,464,102,404
1929,32.182150,239,463,107,386
1930,32.198833,239,463,116,373
1931,32.215517,243,465,128,364
1932,32.232200,249,468,141,359
1933,32.248883,258,471,153,357
1934,32.265567,268,475,166,359
1935,32.282250,283,478,176,365
1936,32.298933,298,480,187,372
1937,32.315617,314,481,195,383
1938,32.332300,328,480,201,395
1939,32.348983,342,478,206,408
1940,32.365667,353,476,209,424
1941,32.382350,359,474,210,441
1942,32.399033,361,474,208,459
1943,32.415717,357,475,204,479
1944,32.432400,351,476,200,500
1945,32.449083,344,478,196,525
1946,32.465767,332,480,195,551
1947,32.482450,317,481,199,579
1948,32.499133,299,482,211,606
1949,32.515817,276,478,231,622
1950,32.532500,255,470,258,619
1951,32.549183,238,461,282,605
1952,32.565867,225,453,301,583
1953,32.582550,216,446,318,560
1954,32.599233,210,441,331,536
1955,32.615917,207,438,342,513
1956,32.632600,207,438,352,491
1957,32.649283,210,441,361,472
1958,32.665967,216,447,370,453
1959,32.682650,225,453,378,436
1960,32.699333,237,460,385,422
1961,32.716017,251,468,393,409
1962,32.732700,268,474,402,399
1963,32.749383,287,479,413,391
1964,32.766067,307,481,426,386
1965,32.782750,327,480,443,381
1966,32.799433,347,477,462,378
1967,32.816117,365,472,484,376
1968,32.832800,382,464,507,377
1969,32.849483,397,455,531,384
1970,32.866167,409,446,552,394
1971,32.882850,421,436,569,409
1972,32.899533,428,427,580,426
1973,32.916217,433,421,582,446
1974,32.932900,434,420,577,467
1975,32.949583,431,424,568,485
1976,32.966267,427,429,557,505
1977,32.982950,421,436,542,524
1978,32.999633,411,444,524,543
1979,33.016317,400,453,504,561
1980,33.033000,385,462,481,578
1981,33.049683,369,470,454,594
1982,33.066367,351,476,424,607
1983,33.083050,332,480,391,618
1984,33.099733,314,481,354,626
1985,33.116417,299,480,315,630
1986,33.133100,287,479,273,630
1987,33.149783,278,478,229,621
1988,33.166467,272,476,190,603
1989,33.183150,269,474,158,578
1990,33.199833,268,475,135,545
1991,33.216517,271,476,122,508
1992,33.233200,274,476,121,472
1993,33.249883,278,477,129,437
1994,33.266567,280,478,145,406
1995,33.283250,285,479,167,381
1996,33.299933,290,479,192,362
1997,33.316617,298,480,219,349
1998,33.333300,307,481,249,341
1999,33.349983,319,481,276,335
2000,33.366667,329,480,299,331
2001,33.383350,337,478,330,327
2002,33.400033,343,477,358,327
2003,33.416717,346,476,388,331
2004,33.433400,347,476,418,342
2005,33.450083,347,477,445,359
2006,33.466767,345,477,467,387
2007,33.483450,339,478,482,425
2008,33.500133,334,480,484,470
2009,33.516817,329,479,474,516
2010,33.533500,328,479,451,566
2011,33.550183,327,480,411,605
2012,33.566867,325,480,360,628
2013,33.583550,322,481,305,631
2014,33.600233,316,481,251,617
2015,33.616917,306,481,207,596
2016,33.633600,294,480,173,572
2017,33.650283,280,477,142,543
2018,33.666967,266,473,118,515
2019,33.683650,253,469,101,488
2020,33.700333,243,463,91,461
2021,33.717017,237,461,86,437
2022,33.733700,234,459,87,416
2023,33.750383,233,459,93,399
2024,33.767067,236,461,104,386
2025,33.783750,242,464,116,377
2026,33.800433,250,468,130,371
2027,33.817117,260,472,144,370
2028,33.833800,272,476,159,370
2029,33.850483,287,479,171,375
2030,33.867167,304,481,183,384
2031,33.883850,323,480,194,395
2032,33.900533,340,479,203,410
2033,33.917217,355,475,210,426
2034,33.933900,368,471,217,445
2035,33.950583,377,467,224,466
2036,33.967267,381,464,230,489
2037,33.983950,380,465,234,515
2038,34.000633,374,468,239,542
2039,34.017317,366,472,247,571
2040,34.034000,353,475,261,598
2041,34.050683,336,480,281,622
2042,34.067367,314,482,308,633
2043,34.084050,292,480,335,623
2044,34.100733,275,475,355,602
2045,34.117417,258,470,368,573
2046,34.134100,243,464,373,542
2047,34.150783,231,457,376,510
2048,34.167467,222,452,374,480
2049,34.184150,218,448,372,451
2050,34.200833,216,447,367,424
2051,34.217517,217,447,361,399
2052,34.234200,221,450,353,374
2053,34.250883,228,455,342,354
2054,34.267567,240,462,327,337
2055,34.284250,255,470,305,325
2056,34.300933,274,476,285,323
2057,34.317617,294,480,262,330
2058,34.334300,315,481,239,348
2059,34.350983,334,479,220,376
2060,34.367667,350,476,210,414
2061,34.384350,364,472,214,461
2062,34.401033,376,468,231,513
2063,34.417717,379,466,262,563
2064,34.434400,376,468,303,601
2065,34.451083,363,473,362,625
2066,34.467767,343,479,416,609
2067,34.484450,331,479,452,568
2068,34.501133,326,480,472,521
2069,34.517817,327,480,476,468
2070,34.534500,332,480,473,426
2071,34.551183,339,478,458,385
2072,34.567867,345,477,433,354
2073,34.584550,349,476,403,334
2074,34.601233,350,475,371,325
2075,34.617917,345,477,340,325
2076,34.634600,336,479,307,329
2077,34.651283,325,480,280,336
2078,34.667967,314,481,251,344
2079,34.684650,303,480,220,354
2080,34.701333,294,480,191,369
2081,34.718017,286,479,163,389
2082,34.734700,278,477,138,415
2083,34.751383,270,475,119,448
2084,34.768067,263,473,112,483
2085,34.784750,259,471,115,521
2086,34.801433,255,470,131,557
2087,34.818117,256,470,159,587
2088,34.834800,259,472,192,608
2089,34.851483,265,473,231,622
2090,34.868167,274,476,271,628
2091,34.884850,286,479,307,629
2092,34.901533,300,480,343,626
2093,34.918217,317,481,376,621
2094,34.934900,336,480,405,614
2095,34.951583,355,475,431,605
2096,34.968267,370,470,456,593
2097,34.984950,382,464,478,579
2098,35.001633,392,459,498,564
2099,35.018317,394,457,516,546
2100,35.035000,392,458,528,523
2101,35.051683,387,461,534,499
2102,35.068367,383,463,533,476
2103,35.085050,376,467,527,455
2104,35.101733,369,470,517,436
2105,35.118417,359,474,503,422
2106,35.135100,348,477,487,410
2107,35.151783,335,479,469,403
2108,35.168467,320,481,452,399
2109,35.185150,304,481,436,398
2110,35.201833,286,478,420,400
2111,35.218517,270,475,407,405
2112,35.235200,255,469,397,410
2113,35.251883,242,464,389,418
2114,35.268567,233,459,383,428
2115,35.285250,228,456,381,437
2116,35.301933,229,457,382,448
2117,35.318617,234,459,388,459
2118,35.335300,241,464,394,473
2119,35.351983,250,467,402,489
2120,35.368667,261,472,411,509
2121,35.385350,275,476,419,532
2122,35.402033,292,479,424,557
2123,35.418717,312,480,422,582
2124,35.435400,335,479,417,607
2125,35.452083,362,473,399,619
2126,35.468767,385,463,377,613
2127,35.485450,400,453,360,598
2128,35.502133,410,445,344,582
2129,35.518817,416,441,330,566
2130,35.535500,419,438,318,553
2131,35.552183,419,438,305,542
2132,35.568867,415,441,292,534
2133,35.585550,409,447,278,529
2134,35.602233,400,454,263,526
2135,35.618917,389,461,248,527
2136,35.635600,376,468,233,532
2137,35.652283,358,474,218,541
2138,35.668967,340,478,204,553
2139,35.685650,320,481,192,568
2140,35.702333,298,480,185,583
2141,35.719017,273,477,184,599
2142,35.735700,248,468,190,606
2143,35.752383,228,456,200,603
2144,35.769067,215,445,209,595
2145,35.785750,204,435,217,586
2146,35.802433,199,430,223,580
2147,35.819117,198,430,228,580
2148,35.835800,202,434,232,584
2149,35.852483,208,439,235,590
2150,35.869167,217,447,237,598
2151,35.885850,228,455,238,607
2152,35.902533,243,464,237,616
2153,35.919217,262,472,235,622
2154,35.935900,283,479,233,621
2155,35.952583,305,482,235,615
2156,35.969267,327,480,242,603
2157,35.985950,348,476,253,591
2158,36.002633,367,471,265,582
2159,36.019317,382,465,279,575
2160,36.036000,393,458,293,573
2161,36.052683,402,453,308,573
2162,36.069367,407,449,323,577
2163,36.086050,408,449,339,585
2164,36.102733,403,451,354,597
2165,36.119417,396,456,371,607
2166,36.136100,386,463,391,615
2167,36.152783,371,469,411,616
2168,36.169467,354,475,427,606
2169,36.186150,337,479,437,588
2170,36.202833,318,480,441,568
2171,36.219517,300,480,437,544
2172,36.236200,283,478,429,522
2173,36.252883,268,474,419,504
2174,36.269567,254,469,406,487
2175,36.286250,242,464,396,473
2176,36.302933,233,459,386,463
2177,36.319617,226,454,380,454
2178,36.336300,223,452,376,447
2179,36.352983,224,453,378,441
2180,36.369667,230,457,382,437
2181,36.386350,238,462,389,435
2182,36.403033,248,467,398,436
2183,36.419717,260,472,410,437
2184,36.436400,274,476,423,441
2185,36.453083,290,480,440,448
2186,36.469767,306,481,458,458
2187,36.486450,323,481,477,471
2188,36.503133,343,477,496,489
2189,36.519817,363,471,511,509
2190,36.536500,382,464,518,531
2191,36.553183,401,453,515,552
2192,36.569867,417,440,501,564
2193,36.586550,424,432,485,570
2194,36.603233,426,430,471,575
2195,36.619917,424,433,459,581
2196,36.636600,418,439,447,588
2197,36.653283,411,446,436,596
2198,36.669967,399,454,426,605
2199,36.686650,384,464,416,612
2200,36.703333,367,471,407,617
2201,36.720017,346,477,396,619
2202,36.736700,324,481,383,619
2203,36.753383,304,481,368,615
2204,36.770067,283,478,349,611
2205,36.786750,264,472,328,608
2206,36.803433,249,466,305,606
2207,36.820117,237,460,280,606
2208,36.836800,229,456,252,607
2209,36.853483,226,454,223,607
2210,36.870167,228,456,192,603
2211,36.886850,238,462,161,592
2212,36.903533,250,468,138,570
2213,36.920217,262,472,127,541
2214,36.936900,275,476,126,508
2215,36.953583,288,479,134,478
2216,36.970267,300,480,150,449
2217,36.986950,314,481,171,424
2218,37.003633,327,480,195,404
2219,37.020317,343,478,220,387
2220,37.037000,359,473,243,374
2221,37.053683,373,468,266,361
2222,37.070367,385,462,285,348
2223,37.087050,393,457,302,337
2224,37.103733,398,454,326,322
2225,37.120417,400,453,343,313
2226,37.137100,395,456,367,307
2227,37.153783,388,460,394,308
2228,37.170467,378,465,422,319
2229,37.187150,368,470,448,339
2230,37.203833,358,474,470,370
2231,37.220517,347,477,485,412
2232,37.237200,338,478,486,462
2233,37.253883,330,479,473,513
2234,37.270567,325,480,447,568
2235,37.287250,322,480,395,612
2236,37.303933,325,481,336,627
2237,37.320617,327,481,278,623
2238,37.337300,324,480,218,591
2239,37.353983,316,481,181,552
2240,37.370667,303,481,156,509
2241,37.387350,289,479,136,470
2242,37.404033,274,476,128,432
2243,37.420717,261,472,128,398
2244,37.437400,250,467,133,371
2245,37.454083,241,464,140,350
2246,37.470767,238,462,153,337
2247,37.487450,241,464,167,331
2248,37.504133,247,466,181,329
2249,37.520817,254,470,193,329
2250,37.537500,265,474,205,332
2251,37.554183,280,477,216,337
2252,37.570867,294,480,224,343
2253,37.587550,308,481,230,348
2254,37.604233,322,481,235,354
2255,37.620917,333,479,239,360
2256,37.637600,341,478,240,365
2257,37.654283,345,478,239,368
2258,37.670967,342,478,238,368
2259,37.687650,337,479,234,367
2260,37.704333,329,480,228,367
2261,37.721017,320,481,220,367
2262,37.737700,309,481,210,366
2263,37.754383,297,480,198,366
2264,37.771067,285,479,183,366
2265,37.787750,272,476,167,367
2266,37.804433,259,471,147,368
2267,37.821117,245,465,126,372
2268,37.837800,234,459,104,378
2269,37.854483,224,452,85,389
2270,37.871167,216,446,70,404
2271,37.887850,209,439,57,423
2272,37.904533,203,433,50,447
2273,37.921217,199,430,53,470
2274,37.937900,202,434,62,491
2275,37.954583,208,439,75,512
2276,37.971267,215,446,92,534
2277,37.987950,225,454,112,554
2278,38.004633,238,462,136,573
2279,38.021317,254,470,163,590
2280,38.038000,271,476,193,605
2281,38.054683,291,481,227,617
2282,38.071367,310,482,263,625
2283,38.088050,329,481,303,629
2284,38.104733,346,478,345,629
2285,38.121417,358,474,387,622
2286,38.138100,367,471,429,608
2287,38.154783,372,468,466,586
2288,38.171467,377,466,496,556
2289,38.188150,380,465,518,523
2290,38.204833,381,464,531,488
2291,38.221517,381,465,532,453
2292,38.238200,380,466,524,421
2293,38.254883,376,467,509,393
2294,38.271567,372,469,488,371
2295,38.288250,366,471,463,354
2296,38.304933,357,474,438,344
2297,38.321617,348,476,411,337
2298,38.338300,335,479,384,334
2299,38.354983,320,481,359,333
2300,38.371667,307,481,334,331
2301,38.388350,297,480,308,328
2302,38.405033,287,479,283,328
2303,38.421717,282,478,257,329
2304,38.438400,279,477,228,335
2305,38.455083,284,479,200,351
2306,38.471767,291,480,176,379
2307,38.488450,298,481,160,417
2308,38.505133,305,481,157,461
2309,38.521817,309,481,166,509
2310,38.538500,313,481,183,560
2311,38.555183,314,482,230,602
2312,38.571867,315,482,274,627
2313,38.588550,315,481,331,632
2314,38.605233,319,481,385,617
2315,38.621917,327,480,438,592
2316,38.638600,337,478,464,556
2317,38.655283,348,476,491,523
2318,38.671967,359,473,510,490
2319,38.688650,370,470,521,457
2320,38.705333,378,466,525,428
2321,38.722017,385,463,524,403
2322,38.738700,388,461,517,382
2323,38.755383,388,461,506,366
2324,38.772067,384,463,493,356
2325,38.788750,378,466,478,350
2326,38.805433,370,469,463,348
2327,38.822117,360,473,449,348
2328,38.838800,346,477,436,351
2329,38.855483,329,480,424,357
2330,38.872167,312,481,415,365
2331,38.888850,293,480,406,374
2332,38.905533,276,476,401,385
2333,38.922217,261,472,396,399
2334,38.938900,248,466,392,415
2335,38.955583,240,463,390,430
2336,38.972267,238,461,390,447
2337,38.988950,241,463,394,465
2338,39.005633,247,465,399,485
2339,39.022317,254,469,404,507
2340,39.039000,264,473,407,532
2341,39.055683,279,477,408,559
2342,39.072367,298,479,404,587
2343,39.089050,320,481,394,613
2344,39.105733,346,478,372,626
2345,39.122417,371,470,349,618
2346,39.139100,387,460,330,600
2347,39.155783,400,453,315,578
2348,39.172467,409,447,302,557
2349,39.189150,413,443,292,536
2350,39.205833,416,442,282,517
2351,39.222517,415,443,272,501
2352,39.239200,411,445,262,485
2353,39.255883,404,450,253,472
2354,39.272567,397,456,244,461
2355,39.289250,384,463,232,453
2356,39.305933,371,470,219,448
2357,39.322617,355,475,205,445
2358,39.339300,339,479,188,446
2359,39.355983,321,481,169,450
2360,39.372667,302,481,149,457
2361,39.389350,283,478,128,468
2362,39.406033,263,473,109,482
2363,39.422717,243,464,94,500
2364,39.439400,224,453,88,520
2365,39.456083,209,441,91,537
2366,39.472767,199,431,102,548
2367,39.489450,196,427,112,555
2368,39.506133,199,430,122,561
2369,39.522817,203,435,132,569
2370,39.539500,209,441,141,576
2371,39.556183,219,449,151,584
2372,39.572867,232,458,161,591
2373,39.589550,248,467,172,596
2374,39.606233,267,475,184,600
2375,39.622917,287,480,201,602
2376,39.639600,309,482,220,602
2377,39.656283,329,480,243,603
2378,39.672967,348,477,268,604
2379,39.689650,364,472,295,606
2380,39.706333,376,467,326,610
2381,39.723017,383,463,359,613
2382,39.739700,385,462,394,614
2383,39.756383,384,463,430,607
2384,39.773067,377,467,462,589
2385,39.789750,368,470,485,562
2386,39.806433,361,473,500,531
2387,39.823117,354,475,504,498
2388,39.839800,346,477,498,465
2389,39.856483,337,479,483,435
2390,39.873167,328,480,463,410
2391,39.889850,318,481,440,390
2392,39.906533,305,480,414,373
2393,39.923217,292,479,389,361
2394,39.939900,279,477,364,350
2395,39.956583,268,474,340,340
2396,39.973267,259,471,320,331
2397,39.989950,253,468,293,323
2398,40.006633,251,467,267,317
2399,40.023317,251,468,239,317
