frame,time_s,gx_crop,gy_crop,rx_crop,ry_crop
922,15.382033,260,471,220,324
923,15.398717,271,475,242,326
924,15.415400,285,478,263,327
925,15.432083,301,480,281,330
926,15.448767,318,481,297,330
927,15.465450,334,480,316,328
928,15.482133,349,476,331,326
929,15.498817,361,473,349,322
930,15.515500,367,470,368,319
931,15.532183,371,468,388,318
932,15.548867,372,468,410,321
933,15.565550,369,469,431,330
934,15.582233,362,472,453,349
935,15.598917,354,475,470,376
936,15.615600,346,477,483,410
937,15.632283,337,478,487,452
938,15.648967,329,480,479,499
939,15.665650,323,480,459,547
940,15.682333,320,480,423,590
941,15.699017,316,481,374,620
942,15.715700,315,481,317,632
943,15.732383,314,481,258,622
944,15.749067,310,481,209,595
945,15.765750,302,481,174,556
946,15.782433,294,479,147,521
947,15.799117,282,478,128,484
948,15.815800,271,475,121,448
949,15.832483,263,473,122,416
950,15.849167,259,472,131,390
951,15.865850,259,472,145,370
952,15.882533,262,472,163,356
953,15.899217,265,474,182,347
954,15.915900,272,475,200,341
955,15.932583,281,478,219,339
956,15.949267,294,479,236,339
957,15.965950,309,481,251,339
958,15.982633,324,480,264,340
959,15.999317,339,478,275,340
960,16.016000,352,475,285,339
961,16.032683,361,472,295,336
962,16.049367,367,470,303,333
963,16.066050,369,469,314,328
964,16.082733,364,471,326,324
965,16.099417,355,475,338,324
966,16.116100,345,477,353,325
967,16.132783,331,480,368,331
968,16.149467,317,481,384,342
969,16.166150,300,480,399,362
970,16.182833,285,478,409,389
971,16.199517,269,474,414,425
972,16.216200,255,469,407,466
973,16.232883,244,464,384,507
974,16.249567,237,460,362,552
975,16.266250,238,461,317,593
976,16.282933,247,466,264,618
977,16.299617,264,474,210,615
978,16.316300,280,478,169,581
979,16.332983,288,479,148,538
980,16.349667,291,480,142,491
981,16.366350,291,480,144,446
982,16.383033,287,479,154,405
983,16.399717,282,478,174,371
984,16.416400,281,478,203,348
985,16.433083,286,478,236,336
986,16.449767,295,480,269,330
987,16.466450,304,480,296,329
988,16.483133,316,481,332,330
989,16.499817,328,480,364,333
990,16.516500,340,478,395,338
991,16.533183,350,476,428,346
992,16.549867,358,473,460,360
993,16.566550,366,471,488,381
994,16.583233,373,468,511,407
995,16.599917,379,465,529,441
996,16.616600,384,463,534,479
997,16.633283,387,461,526,516
998,16.649967,387,462,506,551
999,16.666650,385,463,477,581
1000,16.683333,382,464,441,603
1001,16.700017,376,468,401,617
1002,16.716700,366,472,361,624
1003,16.733383,352,477,323,626
1004,16.750067,335,480,287,624
1005,16.766750,318,481,253,620
1006,16.783433,298,481,223,614
1007,16.800117,279,478,195,604
1008,16.816800,262,473,170,593
1009,16.833483,249,467,147,580
1010,16.850167,240,462,127,564
1011,16.866850,238,462,110,543
1012,16.883533,242,463,100,520
1013,16.900217,245,466,96,497
1014,16.916900,249,467,97,473
1015,16.933583,256,470,103,454
1016,16.950267,263,472,114,436
1017,16.966950,272,475,128,422
1018,16.983633,282,478,143,413
1019,17.000317,294,480,160,405
1020,17.017000,309,481,176,402
1021,17.033683,325,480,192,402
1022,17.050367,339,478,205,404
1023,17.067050,353,475,216,407
1024,17.083733,365,471,224,413
1025,17.100417,375,468,230,420
1026,17.117100,381,465,232,429
1027,17.133783,381,465,231,435
1028,17.150467,377,467,226,444
1029,17.167150,371,470,218,455
1030,17.183833,362,473,209,467
1031,17.200517,352,476,199,483
1032,17.217200,340,479,187,502
1033,17.233883,325,480,176,523
1034,17.250567,308,481,169,548
1035,17.267250,288,479,168,574
1036,17.283933,267,475,176,596
1037,17.300617,243,465,194,607
1038,17.317300,225,453,216,603
1039,17.333983,214,443,236,593
1040,17.350667,206,437,254,582
1041,17.367350,202,434,272,571
1042,17.384033,202,434,288,563
1043,17.400717,204,435,302,556
1044,17.417400,209,440,318,552
1045,17.434083,218,448,335,552
1046,17.450767,230,456,350,555
1047,17.467450,244,464,365,562
1048,17.484133,261,471,378,571
1049,17.500817,281,476,390,582
1050,17.517500,303,480,398,597
1051,17.534183,327,481,402,611
1052,17.550867,354,476,400,619
1053,17.567550,379,467,393,615
1054,17.584233,399,455,389,605
1055,17.600917,411,445,387,594
1056,17.617600,419,437,385,584
1057,17.634283,425,432,385,577
1058,17.650967,428,428,386,575
1059,17.667650,427,430,387,577
1060,17.684333,422,435,389,584
1061,17.701017,416,440,391,591
1062,17.717700,408,448,394,601
1063,17.734383,396,457,399,609
1064,17.751067,378,467,405,616
1065,17.767750,359,474,410,615
1066,17.784433,338,479,412,608
1067,17.801117,317,480,408,597
1068,17.817800,296,479,401,584
1069,17.834483,277,476,392,575
1070,17.851167,261,472,380,566
1071,17.867850,248,466,368,562
1072,17.884533,238,461,354,561
1073,17.901217,231,457,342,564
1074,17.917900,228,455,330,571
1075,17.934583,231,457,319,582
1076,17.951267,238,461,307,597
1077,17.967950,247,465,294,611
1078,17.984633,260,471,277,623
1079,18.001317,276,477,258,627
1080,18.018000,296,481,241,621
1081,18.034683,314,481,229,605
1082,18.051367,333,480,224,582
1083,18.068050,350,476,224,559
1084,18.084733,367,471,228,536
1085,18.101417,380,465,235,516
1086,18.118100,390,460,243,497
1087,18.134783,398,454,248,482
1088,18.151467,404,450,253,469
1089,18.168150,408,448,255,458
1090,18.184833,408,448,254,450
1091,18.201517,402,452,250,443
1092,18.218200,394,457,244,437
1093,18.234883,385,463,235,434
1094,18.251567,374,469,225,434
1095,18.268250,360,473,212,435
1096,18.284933,346,478,198,440
1097,18.301617,330,480,180,447
1098,18.318300,313,481,161,456
1099,18.334983,295,480,141,471
1100,18.351667,277,477,122,487
1101,18.368350,257,470,108,508
1102,18.385033,239,462,102,530
1103,18.401717,221,451,106,550
1104,18.418400,207,439,119,563
1105,18.435083,202,434,134,569
1106,18.451767,204,436,146,576
1107,18.468450,208,440,158,583
1108,18.485133,215,445,170,591
1109,18.501817,224,453,180,598
1110,18.518500,237,461,191,606
1111,18.535183,253,469,201,612
1112,18.551867,271,476,213,615
1113,18.568550,291,481,226,616
1114,18.585233,312,482,243,615
1115,18.601917,332,480,261,612
1116,18.618600,351,476,282,610
1117,18.635283,367,471,306,610
1118,18.651967,378,466,332,611
1119,18.668650,385,463,360,612
1120,18.685333,388,461,390,613
1121,18.702017,386,462,421,609
1122,18.718700,380,465,451,598
1123,18.735383,372,469,475,577
1124,18.752067,362,472,490,551
1125,18.768750,351,475,496,520
1126,18.785433,340,478,492,488
1127,18.802117,329,480,481,460
1128,18.818800,318,481,464,435
1129,18.835483,306,481,444,413
1130,18.852167,293,480,421,396
1131,18.868850,279,477,399,382
1132,18.885533,265,473,378,370
1133,18.902217,253,469,359,359
1134,18.918900,244,464,341,347
1135,18.935583,237,461,326,336
1136,18.952267,234,459,304,323
1137,18.968950,235,459,288,317
1138,18.985633,242,463,266,313
1139,19.002317,252,468,240,316
1140,19.019000,263,473,215,328
1141,19.035683,276,477,191,349
1142,19.052367,290,479,171,381
1143,19.069050,302,481,162,424
1144,19.085733,314,482,164,471
1145,19.102417,320,481,176,526
1146,19.119100,326,481,209,577
1147,19.135783,326,481,262,618
1148,19.152467,319,481,324,632
1149,19.169150,310,481,384,612
1150,19.185833,309,481,428,572
1151,19.202517,314,480,458,530
1152,19.219200,324,480,474,480
1153,19.235883,337,479,483,438
1154,19.252567,350,476,480,400
1155,19.269250,360,473,468,367
1156,19.285933,369,470,454,344
1157,19.302617,374,467,434,328
1158,19.319300,375,466,414,319
1159,19.335983,373,467,394,317
1160,19.352667,366,470,377,318
1161,19.369350,357,474,359,321
1162,19.386033,346,477,344,324
1163,19.402717,335,479,329,326
1164,19.419400,321,481,312,328
1165,19.436083,310,480,296,329
1166,19.452767,302,480,278,331
1167,19.469450,296,480,258,334
1168,19.486133,294,479,237,339
1169,19.502817,295,480,216,351
1170,19.519500,303,481,197,372
1171,19.536183,312,481,182,400
1172,19.552867,320,481,173,437
1173,19.569550,327,480,175,480
1174,19.586233,333,479,189,523
1175,19.602917,337,479,216,567
1176,19.619600,340,479,254,604
1177,19.636283,340,478,305,626
1178,19.652967,341,479,360,628
1179,19.669650,341,478,416,610
1180,19.686333,343,478,452,577
1181,19.703017,347,476,482,544
1182,19.719700,354,475,503,503
1183,19.736383,363,471,514,464
1184,19.753067,372,469,518,429
1185,19.769750,378,466,513,398
1186,19.786433,383,464,503,372
1187,19.803117,383,464,488,353
1188,19.819800,380,465,469,341
1189,19.836483,375,467,450,334
1190,19.853167,368,470,430,329
1191,19.869850,359,473,411,329
1192,19.886533,347,477,393,330
1193,19.903217,332,480,378,333
1194,19.919900,316,481,363,335
1195,19.936583,298,480,350,336
1196,19.953267,281,478,340,336
1197,19.969950,267,474,330,334
1198,19.986633,257,470,321,332
1199,20.003317,250,467,309,327
1200,20.020000,250,467,297,322
1201,20.036683,257,470,284,320
1202,20.053367,266,473,268,321
1203,20.070050,277,476,251,326
1204,20.086733,292,479,233,338
1205,20.103417,307,481,216,357
1206,20.120100,323,480,203,385
1207,20.136783,338,479,196,420
1208,20.153467,351,476,200,463
1209,20.170150,363,473,217,510
1210,20.186833,370,470,246,558
1211,20.203517,370,470,287,598
1212,20.220200,362,474,341,624
1213,20.236883,344,478,399,617
1214,20.253567,332,480,441,582
1215,20.270250,325,479,466,537
1216,20.286933,327,480,478,488
1217,20.303617,332,480,477,442
1218,20.320300,339,478,469,399
1219,20.336983,346,477,450,366
1220,20.353667,352,475,424,341
1221,20.370350,355,474,394,327
1222,20.387033,354,474,363,323
1223,20.403717,349,476,336,326
1224,20.420400,339,478,305,330
1225,20.437083,327,480,283,335
1226,20.453767,315,481,255,343
1227,20.470450,303,480,227,351
1228,20.487133,293,480,199,363
1229,20.503817,286,479,171,380
1230,20.520500,278,478,146,403
1231,20.537183,272,475,126,431
1232,20.553867,268,474,115,465
1233,20.570550,264,474,115,502
1234,20.587233,262,473,126,539
1235,20.603917,263,473,150,573
1236,20.620600,266,474,182,600
1237,20.637283,271,476,222,619
1238,20.653967,277,477,264,628
1239,20.670650,288,479,305,630
1240,20.687333,301,480,344,626
1241,20.704017,317,481,380,619
1242,20.720700,334,479,412,609
1243,20.737383,351,476,441,597
1244,20.754067,366,471,466,583
1245,20.770750,379,466,488,567
1246,20.787433,388,460,509,551
1247,20.804117,393,458,524,532
1248,20.820800,393,457,535,510
1249,20.837483,389,459,538,487
1250,20.854167,385,462,537,465
1251,20.870850,379,465,530,446
1252,20.887533,372,469,519,430
1253,20.904217,364,472,507,417
1254,20.920900,353,475,491,408
1255,20.937583,341,478,475,402
1256,20.954267,326,480,459,400
1257,20.970950,310,481,443,401
1258,20.987633,293,480,430,406
1259,21.004317,277,477,418,412
1260,21.021000,262,472,407,420
1261,21.037683,250,468,399,432
1262,21.054367,241,463,393,445
1263,21.071050,236,460,389,459
1264,21.087733,236,461,390,475
1265,21.104417,242,463,393,492
1266,21.121100,248,467,396,512
1267,21.137783,258,470,398,535
1268,21.154467,271,475,398,560
1269,21.171150,288,478,394,586
1270,21.187833,308,481,385,611
1271,21.204517,333,480,367,627
1272,21.221200,359,475,344,624
1273,21.237883,378,466,325,608
1274,21.254567,392,458,311,586
1275,21.271250,402,452,299,565
1276,21.287933,408,448,290,544
1277,21.304617,411,445,281,526
1278,21.321300,412,444,273,509
1279,21.337983,410,446,264,494
1280,21.354667,406,449,256,482
1281,21.371350,398,454,246,472
1282,21.388033,389,460,236,464
1283,21.404717,378,466,225,460
1284,21.421400,364,472,211,457
1285,21.438083,349,477,196,459
1286,21.454767,333,480,180,464
1287,21.471450,316,482,162,472
1288,21.488133,297,480,142,483
1289,21.504817,278,477,125,498
1290,21.521500,258,470,111,517
1291,21.538183,238,463,105,537
1292,21.554867,221,451,109,554
1293,21.571550,207,439,120,564
1294,21.588233,202,434,132,568
1295,21.604917,204,435,142,574
1296,21.621600,207,439,151,580
1297,21.638283,214,445,161,586
1298,21.654967,223,452,169,594
1299,21.671650,236,460,177,600
1300,21.688333,252,469,186,605
1301,21.705017,270,475,196,607
1302,21.721700,291,481,210,607
1303,21.738383,311,481,227,605
1304,21.755067,332,479,246,603
1305,21.771750,351,476,269,602
1306,21.788433,367,470,293,602
1307,21.805117,380,465,320,604
1308,21.821800,389,460,349,607
1309,21.838483,393,458,380,610
1310,21.855167,392,458,412,609
1311,21.871850,387,461,445,600
1312,21.888533,379,465,474,581
1313,21.905217,369,470,492,553
1314,21.921900,358,473,500,522
1315,21.938583,346,477,498,488
1316,21.955267,336,479,487,457
1317,21.971950,325,480,470,429
1318,21.988633,314,481,448,407
1319,22.005317,302,480,424,388
1320,22.022000,288,478,399,373
1321,22.038683,274,476,375,361
1322,22.055367,262,472,351,349
1323,22.072050,252,468,329,337
1324,22.088733,245,466,304,324
1325,22.105417,242,463,283,317
1326,22.122100,242,463,256,312
1327,22.138783,247,466,228,316
1328,22.155467,256,470,198,330
1329,22.172150,266,474,172,353
1330,22.188833,276,477,151,389
1331,22.205517,287,479,142,432
1332,22.222200,294,479,142,486
1333,22.238883,299,481,162,540
1334,22.255567,302,481,198,589
1335,22.272250,304,481,250,619
1336,22.288933,305,481,321,629
1337,22.305617,306,480,375,615
1338,22.322300,312,481,421,586
1339,22.338983,323,480,460,548
1340,22.355667,336,478,485,508
1341,22.372350,350,475,503,470
1342,22.389033,364,472,511,434
1343,22.405717,375,467,512,403
1344,22.422400,384,463,508,376
1345,22.439083,389,460,500,357
1346,22.455767,390,460,488,344
1347,22.472450,387,461,474,337
1348,22.489133,382,464,460,332
1349,22.505817,375,467,447,333
1350,22.522500,364,471,434,334
1351,22.539183,351,476,423,339
1352,22.555867,336,479,413,344
1353,22.572550,319,480,405,352
1354,22.589233,303,480,399,360
1355,22.605917,290,479,395,368
1356,22.622600,277,476,393,376
1357,22.639283,269,475,392,385
1358,22.655967,268,474,395,390
1359,22.672650,272,476,401,394
1360,22.689333,278,477,409,399
1361,22.706017,286,479,419,405
1362,22.722700,295,480,431,411
1363,22.739383,306,481,446,420
1364,22.756067,319,481,462,430
1365,22.772750,332,480,480,444
1366,22.789433,346,477,499,460
1367,22.806117,363,472,515,479
1368,22.822800,381,464,527,502
1369,22.839483,398,454,531,528
1370,22.856167,415,442,521,549
1371,22.872850,428,428,501,559
1372,22.889533,434,420,480,564
1373,22.906217,434,420,461,570
1374,22.922900,431,424,444,577
1375,22.939583,426,431,427,584
1376,22.956267,418,439,412,592
1377,22.972950,408,448,398,601
1378,22.989633,393,459,385,612
1379,23.006317,375,468,373,621
1380,23.023000,352,476,363,627
1381,23.039683,329,481,353,629
1382,23.056367,305,481,341,627
1383,23.073050,284,478,326,622
1384,23.089733,263,472,309,615
1385,23.106417,246,465,290,608
1386,23.123100,232,457,268,603
1387,23.139783,221,450,245,600
1388,23.156467,215,445,220,598
1389,23.173150,213,444,194,595
1390,23.189833,214,445,167,590
1391,23.206517,221,451,141,578
1392,23.223200,232,459,120,559
1393,23.239883,244,465,109,533
1394,23.256567,258,471,109,504
1395,23.273250,272,476,119,476
1396,23.289933,286,479,135,452
1397,23.306617,300,481,155,430
1398,23.323300,316,481,178,413
1399,23.339983,333,479,202,400
1400,23.356667,350,476,224,389
1401,23.373350,366,471,243,379
1402,23.390033,379,465,261,370
1403,23.406717,390,459,275,360
1404,23.423400,397,455,288,350
1405,23.440083,397,455,300,338
1406,23.456767,392,458,317,326
1407,23.473450,384,462,331,320
1408,23.490133,375,467,349,317
1409,23.506817,363,472,368,320
1410,23.523500,347,476,389,329
1411,23.540183,331,479,410,347
1412,23.556867,316,481,426,373
1413,23.573550,300,480,437,411
1414,23.590233,286,478,436,457
1415,23.606917,274,476,430,503
1416,23.623600,269,475,397,557
1417,23.640283,273,476,357,602
1418,23.656967,285,479,299,630
1419,23.673650,304,482,247,621
1420,23.690333,318,481,206,584
1421,23.707017,323,481,186,533
1422,23.723700,322,481,172,488
1423,23.740383,316,481,172,440
1424,23.757067,306,481,182,397
1425,23.773750,297,480,203,363
1426,23.790433,291,479,231,341
1427,23.807117,289,478,263,330
1428,23.823800,294,479,294,329
1429,23.840483,303,480,325,330
1430,23.857167,313,480,350,334
1431,23.873850,324,480,379,339
1432,23.890533,334,479,409,347
1433,23.907217,342,478,437,360
1434,23.923900,349,476,464,377
1435,23.940583,356,475,489,401
1436,23.957267,362,472,507,430
1437,23.973950,367,470,519,465
1438,23.990633,372,468,519,503
1439,24.007317,375,467,506,540
1440,24.024000,375,467,483,571
1441,24.040683,373,469,450,597
1442,24.057367,368,471,413,615
1443,24.074050,362,473,374,625
1444,24.090733,351,476,336,628
1445,24.107417,336,479,298,627
1446,24.124100,320,481,264,623
1447,24.140783,301,481,232,617
1448,24.157467,283,479,203,608
1449,24.174150,266,474,177,598
1450,24.190833,251,469,154,584
1451,24.207517,240,463,132,570
1452,24.224200,235,460,114,552
1453,24.240883,235,460,101,529
1454,24.257567,240,462,94,505
1455,24.274250,245,465,94,481
1456,24.290933,252,468,99,458
1457,24.307617,259,472,109,439
1458,24.324300,268,474,124,423
1459,24.340983,281,478,141,411
1460,24.357667,293,480,160,403
1461,24.374350,307,481,178,398
1462,24.391033,325,481,195,396
1463,24.407717,342,478,211,397
1464,24.424400,359,473,225,400
1465,24.441083,374,468,235,404
1466,24.457767,386,462,243,410
1467,24.474450,396,456,248,417
1468,24.491133,401,453,250,425
1469,24.507817,400,454,249,432
1470,24.524500,396,456,244,441
1471,24.541183,390,460,238,453
1472,24.557867,383,464,230,466
1473,24.574550,373,469,220,482
1474,24.591233,362,473,209,501
1475,24.607917,347,477,199,523
1476,24.624600,331,480,191,547
1477,24.641283,310,480,188,574
1478,24.657967,288,480,193,598
1479,24.674650,262,474,208,614
1480,24.691333,239,463,229,612
1481,24.708017,225,452,249,601
1482,24.724700,214,444,265,587
1483,24.741383,210,441,281,576
1484,24.758067,210,442,297,569
1485,24.774750,214,445,311,565
1486,24.791433,221,450,327,564
1487,24.808117,229,456,341,565
1488,24.824800,241,463,354,568
1489,24.841483,256,469,367,577
1490,24.858167,274,475,378,586
1491,24.874850,293,479,386,598
1492,24.891533,315,481,391,612
1493,24.908217,339,479,391,621
1494,24.924900,365,473,385,621
1495,24.941583,387,462,381,612
1496,24.958267,402,452,378,600
1497,24.974950,413,443,377,590
1498,24.991633,420,437,378,582
1499,25.008317,425,432,379,576
1500,25.025000,427,429,381,575
1501,25.041683,426,431,383,578
1502,25.058367,420,436,386,586
1503,25.075050,413,443,389,595
1504,25.091733,403,451,394,604
1505,25.108417,391,460,400,612
1506,25.125100,373,469,407,616
1507,25.141783,353,476,413,614
1508,25.158467,333,480,414,604
1509,25.175150,311,480,409,591
1510,25.191833,291,479,402,579
1511,25.208517,273,475,392,569
1512,25.225200,258,470,380,562
1513,25.241883,246,465,368,557
1514,25.258567,236,460,355,557
1515,25.275250,230,456,343,559
1516,25.291933,227,454,333,567
1517,25.308617,230,456,323,579
1518,25.325300,236,460,312,593
1519,25.341983,247,465,300,609
1520,25.358667,261,471,285,622
1521,25.375350,277,477,267,628
1522,25.392033,297,481,249,624
1523,25.408717,317,482,237,608
1524,25.425400,336,479,232,586
1525,25.442083,356,475,231,562
1526,25.458767,371,470,234,540
1527,25.475450,384,464,240,519
1528,25.492133,394,458,247,501
1529,25.508817,401,452,252,485
1530,25.525500,406,449,256,473
1531,25.542183,410,446,258,463
1532,25.558867,410,446,257,454
1533,25.575550,405,450,252,447
1534,25.592233,397,455,246,443
1535,25.608917,388,461,237,441
1536,25.625600,377,466,227,441
1537,25.642283,364,472,215,443
1538,25.658967,349,477,199,448
1539,25.675650,334,480,182,456
1540,25.692333,317,482,163,468
1541,25.709017,299,480,144,483
1542,25.725700,280,478,127,501
1543,25.742383,260,471,115,522
1544,25.759067,241,463,111,545
1545,25.775750,224,453,120,563
1546,25.792433,211,443,134,572
1547,25.809117,206,438,149,578
1548,25.825800,208,440,161,584
1549,25.842483,214,444,171,590
1550,25.859167,221,451,182,598
1551,25.875850,232,458,191,605
1552,25.892533,247,466,201,611
1553,25.909217,264,473,211,615
1554,25.925900,283,479,222,617
1555,25.942583,303,482,235,615
1556,25.959267,325,480,252,612
1557,25.975950,345,477,272,608
1558,25.992633,364,471,293,605
1559,26.009317,379,465,318,604
1560,26.026000,389,460,343,605
1561,26.042683,396,456,371,606
1562,26.059367,398,454,401,606
1563,26.076050,396,456,432,603
1564,26.092733,391,460,462,592
1565,26.109417,380,465,486,569
1566,26.126100,368,470,499,542
1567,26.142783,356,474,503,510
1568,26.159467,344,477,496,478
1569,26.176150,332,480,483,450
1570,26.192833,320,481,462,425
1571,26.209517,307,481,441,405
1572,26.226200,294,480,416,388
1573,26.242883,278,477,393,374
1574,26.259567,264,473,370,363
1575,26.276250,251,468,349,351
1576,26.292933,242,463,330,339
1577,26.309617,236,460,311,326
1578,26.326300,232,458,291,318
1579,26.342983,234,458,269,311
1580,26.359667,241,463,242,311
1581,26.376350,250,468,214,319
1582,26.393033,262,472,187,338
1583,26.409717,273,476,165,369
1584,26.426400,285,479,149,410
1585,26.443083,296,480,146,459
1586,26.459767,304,480,158,515
1587,26.476450,310,481,184,567
1588,26.493133,313,481,232,610
1589,26.509817,310,481,295,632
1590,26.526500,305,481,359,622
1591,26.543183,306,480,410,590
1592,26.559867,314,480,450,547
1593,26.576550,325,480,473,501
1594,26.593233,340,478,490,459
1595,26.609917,354,475,496,419
1596,26.626600,368,471,493,386
1597,26.643283,378,466,484,358
1598,26.659967,385,462,473,338
1599,26.676650,388,460,459,325
1600,26.693333,386,461,444,320
1601,26.710017,382,463,429,317
1602,26.726700,376,466,416,318
1603,26.743383,366,471,403,322
1604,26.760067,354,475,391,326
1605,26.776750,340,478,382,330
1606,26.793433,325,481,373,334
1607,26.810117,311,481,366,337
1608,26.826800,299,480,359,339
1609,26.843483,289,479,354,340
1610,26.860167,286,478,347,338
1611,26.876850,291,479,339,335
1612,26.893533,299,480,330,331
1613,26.910217,309,481,323,329
1614,26.926900,321,481,312,329
1615,26.943583,335,479,301,332
1616,26.960267,352,476,290,337
1617,26.976950,368,470,279,348
1618,26.993633,384,463,269,364
1619,27.010317,400,453,262,387
1620,27.027000,414,442,263,417
1621,27.043683,424,433,271,450
1622,27.060367,429,426,288,485
1623,27.077050,431,424,310,518
1624,27.093733,429,426,336,549
1625,27.110417,422,433,366,578
1626,27.127100,411,445,402,599
1627,27.143783,390,461,439,603
1628,27.160467,364,473,465,581
1629,27.177150,344,477,475,548
1630,27.193833,327,479,474,512
1631,27.210517,313,481,465,477
1632,27.227200,302,480,451,446
1633,27.243883,290,479,431,418
1634,27.260567,279,477,408,394
1635,27.277250,267,474,384,374
1636,27.293933,254,469,359,358
1637,27.310617,242,464,335,343
1638,27.327300,230,457,315,330
1639,27.343983,221,450,292,316
1640,27.360667,216,446,270,304
1641,27.377350,213,444,244,295
1642,27.394033,213,443,218,292
1643,27.410717,214,445,191,295
1644,27.427400,218,449,164,306
1645,27.444083,226,455,138,330
1646,27.460767,235,461,117,362
1647,27.477450,244,465,103,405
1648,27.494133,252,468,101,455
1649,27.510817,258,471,112,509
1650,27.527500,264,473,142,562
1651,27.544183,270,475,186,600
1652,27.560867,273,476,256,627
1653,27.577550,279,477,321,628
1654,27.594233,288,478,369,607
1655,27.610917,300,480,415,579
1656,27.627600,315,480,451,547
1657,27.644283,332,479,479,514
1658,27.660967,347,477,500,482
1659,27.677650,360,473,511,451
1660,27.694333,372,469,517,426
1661,27.711017,379,466,517,403
1662,27.727700,382,464,512,387
1663,27.744383,380,465,502,375
1664,27.761067,377,467,492,367
1665,27.777750,372,469,481,362
1666,27.794433,363,472,469,361
1667,27.811117,354,475,458,363
1668,27.827800,342,478,450,368
1669,27.844483,330,480,441,374
1670,27.861167,318,481,435,383
1671,27.877850,307,481,431,392
1672,27.894533,298,480,428,402
1673,27.911217,292,480,429,413
1674,27.927900,293,480,433,422
1675,27.944583,297,480,442,433
1676,27.961267,303,481,451,445
1677,27.977950,310,481,461,460
1678,27.994633,319,480,472,477
1679,28.011317,332,479,483,498
1680,28.028000,346,476,491,521
1681,28.044683,363,472,493,548
1682,28.061367,380,465,486,572
1683,28.078050,399,455,467,588
1684,28.094733,415,442,442,590
1685,28.111417,425,432,417,583
1686,28.128100,430,426,393,574
1687,28.144783,432,424,371,564
1688,28.161467,431,424,350,556
1689,28.178150,428,428,330,549
1690,28.194833,422,435,310,544
1691,28.211517,413,443,291,541
1692,28.228200,401,453,272,541
1693,28.244883,387,462,254,544
1694,28.261567,370,470,236,551
1695,28.278250,351,476,220,562
1696,28.294933,329,480,206,574
1697,28.311617,305,480,198,588
1698,28.328300,279,478,193,603
1699,28.344983,251,469,197,609
1700,28.361667,227,456,205,603
1701,28.378350,211,442,212,591
1702,28.395033,199,429,217,580
1703,28.411717,192,422,221,572
1704,28.428400,191,421,222,572
1705,28.445083,194,424,223,576
1706,28.461767,199,430,224,582
1707,28.478450,206,437,224,589
1708,28.495133,216,446,223,599
1709,28.511817,230,456,220,608
1710,28.528500,247,466,215,615
1711,28.545183,267,475,212,615
1712,28.561867,290,480,213,609
1713,28.578550,312,481,219,598
1714,28.595233,334,479,229,585
1715,28.611917,355,475,242,575
1716,28.628600,372,469,257,568
1717,28.645283,387,461,273,562
1718,28.661967,399,454,290,561
1719,28.678650,408,448,307,562
1720,28.695333,414,442,325,566
1721,28.712017,417,440,343,574
1722,28.728700,415,442,361,586
1723,28.745383,408,448,380,599
1724,28.762067,398,455,402,608
1725,28.778750,383,464,424,609
1726,28.795433,365,472,443,599
1727,28.812117,348,477,453,580
1728,28.828800,332,479,458,561
1729,28.845483,314,480,454,537
1730,28.862167,296,480,445,515
1731,28.878850,279,477,433,496
1732,28.895533,265,474,419,480
1733,28.912217,252,469,406,466
1734,28.928900,241,463,395,456
1735,28.945583,232,459,385,447
1736,28.962267,226,455,379,440
1737,28.978950,225,454,377,435
1738,28.995633,229,457,380,430
1739,29.012317,235,460,385,427
1740,29.029000,244,464,391,425
1741,29.045683,254,469,400,425
1742,29.062367,266,474,412,428
1743,29.079050,280,478,426,432
1744,29.095733,296,480,443,438
1745,29.112417,311,481,461,447
1746,29.129100,328,480,480,460
1747,29.145783,346,477,499,476
1748,29.162467,364,471,514,495
1749,29.179150,381,464,523,518
1750,29.195833,397,455,522,540
1751,29.212517,412,445,511,557
1752,29.229200,418,439,496,567
1753,29.245883,417,439,483,575
1754,29.262567,413,443,470,583
1755,29.279250,407,448,457,592
1756,29.295933,399,454,444,599
1757,29.312617,386,462,432,607
1758,29.329300,372,470,419,613
1759,29.345983,354,475,405,617
1760,29.362667,335,480,389,619
1761,29.379350,314,481,372,619
1762,29.396033,295,480,352,618
1763,29.412717,276,476,329,616
1764,29.429400,260,471,304,615
1765,29.446083,249,467,278,615
1766,29.462767,241,462,248,615
1767,29.479450,238,462,217,612
1768,29.496133,240,463,185,605
1769,29.512817,245,465,157,588
1770,29.529500,252,468,135,565
1771,29.546183,259,471,123,537
1772,29.562867,270,476,121,505
1773,29.579550,280,478,127,475
1774,29.596233,291,480,141,448
1775,29.612917,302,481,159,423
1776,29.629600,314,482,180,404
1777,29.646283,327,480,205,388
1778,29.662967,342,478,228,376
1779,29.679650,356,474,250,366
1780,29.696333,369,470,269,355
1781,29.713017,378,466,287,345
1782,29.729700,384,462,303,335
1783,29.746383,387,460,325,324
1784,29.763067,384,462,344,316
1785,29.779750,375,467,368,315
1786,29.796433,366,471,393,321
1787,29.813117,354,474,419,335
1788,29.829800,343,478,441,360
1789,29.846483,330,480,458,397
1790,29.863167,318,481,464,442
1791,29.879850,308,481,456,498
1792,29.896533,301,480,438,545
1793,29.913217,297,480,396,593
1794,29.929900,297,480,339,627
1795,29.946583,304,481,287,627
1796,29.963267,309,481,221,604
1797,29.979950,308,481,180,562
1798,29.996633,303,480,155,515
