frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s,suspect,arm_length_px,arm_dev_pct,omega_cap_applied,delta_omega_suspect,swap_suspect,omega_cap_suspect
0,0.0,free_swing,705,434,690,248,22.380,-175.389,0,-149.95,380.76,1,186.60,21.02,2500,0,0,0
1,0.01668,free_swing,701,440,665,254,19.385,-169.046,0,-206.34,263.02,1,189.45,22.86,2500,0,0,0
2,0.03337,free_swing,695,446,657,247,15.680,-169.189,0,-252.86,191.01,1,202.60,31.39,2500,0,0,0
3,0.05005,free_swing,686,453,628,275,10.763,-161.952,0,-289.50,164.72,1,187.21,21.41,2500,0,0,0
4,0.06673,free_swing,677,461,609,293,6.194,-157.964,0,-313.55,199.56,1,181.24,17.54,2500,0,0,0
5,0.08342,free_swing,664,470,596,279,0.415,-160.403,0,-334.76,225.34,1,202.74,31.48,2500,0,0,0
6,0.1001,free_swing,650,478,565,325,-5.088,-150.945,0,-357.80,81.02,1,175.03,13.51,2500,0,0,0
7,0.11678,free_swing,633,483,535,329,-11.237,-147.529,0,-349.17,552.18,1,182.54,18.38,2500,1,0,0
8,0.13347,free_swing,615,488,526,335,-17.103,-149.813,0,-349.28,543.62,1,177.00,14.79,2500,0,0,0
9,0.15015,free_swing,597,491,458,415,-22.543,-118.668,0,-344.33,98.05,1,158.42,2.74,2500,1,0,0
10,0.16683,free_swing,576,491,467,388,-28.686,-133.379,0,-349.54,318.73,1,149.97,2.74,2500,1,0,0
11,0.18352,free_swing,555,489,464,399,-34.524,-134.683,0,-367.53,903.61,1,127.99,17.00,2500,1,0,0
12,0.2002,free_swing,532,484,408,490,-40.756,-87.230,0,-417.31,2147.85,1,124.15,19.49,2500,1,0,0
13,0.21688,free_swing,506,473,414,526,-48.073,-60.054,0,-469.33,2317.56,1,106.17,31.14,2500,0,0,0
14,0.23357,free_swing,479,454,454,515,-56.454,-22.286,0,-445.32,1669.25,1,65.92,57.25,2500,1,0,0
15,0.25025,free_swing,460,435,471,539,-63.097,6.038,0,-337.82,1795.60,1,104.58,32.18,2500,0,0,0
16,0.26693,free_swing,449,421,494,524,-67.418,23.600,0,-219.72,1231.37,1,112.40,27.11,2500,1,0,0
17,0.28362,free_swing,443,411,538,470,-70.247,58.158,0,-154.04,788.17,1,111.83,27.48,2500,1,0,0
18,0.3003,free_swing,439,402,544,488,-72.646,50.681,0,-114.71,496.96,1,135.72,11.98,2500,1,0,0
19,0.31698,free_swing,436,396,569,460,-74.255,64.303,0,-67.84,408.89,0,147.60,4.28,2500,0,0,0
20,0.33367,free_swing,435,394,583,431,-74.787,75.964,0,2.15,800.89,1,152.55,1.06,2500,1,0,0
21,0.35035,free_swing,437,396,596,405,-74.189,86.760,0,83.84,701.51,0,159.25,3.28,2500,0,0,0
22,0.36703,free_swing,440,404,606,377,-72.106,99.238,0,156.06,733.07,0,168.18,9.07,2500,0,0,0
23,0.38372,free_swing,446,416,610,349,-68.839,112.222,0,212.81,762.94,1,177.16,14.89,2500,0,0,0
24,0.4004,free_swing,454,429,610,324,-65.103,123.944,0,259.66,772.34,1,188.05,21.95,2500,0,0,0
25,0.41708,free_swing,467,443,588,311,-60.476,137.490,0,288.44,719.18,1,179.07,16.13,2500,0,0,0
26,0.43377,free_swing,483,457,583,285,-55.222,149.826,0,311.01,749.63,1,198.96,29.03,2500,0,0,0
27,0.45045,free_swing,499,468,558,307,-50.332,159.874,0,314.96,699.09,1,171.47,11.20,2500,0,0,0
28,0.46713,free_swing,518,478,534,288,-44.803,175.186,0,317.47,709.54,1,190.67,23.66,2500,0,0,0
29,0.48382,free_swing,536,485,523,302,-39.695,-175.937,0,311.28,832.00,1,183.46,18.98,2500,0,0,0
30,0.5005,free_swing,555,489,499,327,-34.524,-160.931,0,288.90,727.35,1,171.41,11.16,2500,0,0,0
31,0.51718,free_swing,571,491,477,360,-30.054,-144.338,0,263.76,974.85,1,161.24,4.57,2500,1,0,0
32,0.53387,free_swing,586,491,476,376,-25.840,-136.273,0,233.51,934.31,0,159.14,3.21,2500,0,0,0
33,0.55055,free_swing,598,490,453,443,-22.362,-107.959,0,192.28,1100.19,0,152.43,1.15,2500,0,0,0
34,0.56723,free_swing,607,490,475,469,-19.516,-99.039,0,117.11,1300.97,1,133.66,13.32,2500,1,0,0
35,0.58392,free_swing,611,489,476,538,-18.325,-70.051,0,23.89,1388.87,0,143.62,6.86,2500,0,0,0
36,0.6006,free_swing,609,490,507,586,-18.869,-46.736,0,-81.29,1627.45,1,140.07,9.16,2500,1,0,0
37,0.61728,free_swing,603,492,569,584,-20.556,-20.283,0,-133.89,1395.04,1,98.08,36.39,2500,1,0,0
38,0.63397,free_swing,594,493,602,633,-23.199,3.270,0,-95.77,1472.37,0,140.23,9.06,2500,0,0,0
39,0.65065,free_swing,592,492,650,623,-23.929,23.881,0,9.05,1389.68,0,143.27,7.09,2500,0,0,0
40,0.66733,free_swing,597,492,698,570,-22.416,52.322,0,127.14,1310.16,1,127.61,17.24,2500,0,0,0
41,0.68402,free_swing,606,491,727,543,-19.722,66.744,0,196.85,910.82,1,131.70,14.59,2500,1,0,0
42,0.7007,free_swing,618,489,755,508,-15.994,82.104,0,238.49,375.65,1,138.31,10.30,2500,1,0,0
43,0.71738,free_swing,631,485,775,504,-11.813,82.484,0,279.54,289.44,0,145.25,5.80,2500,0,0,0
44,0.73407,free_swing,645,479,797,489,-6.981,86.236,0,297.27,278.99,0,152.33,1.21,2500,0,0,0
45,0.75075,free_swing,659,472,808,454,-1.637,96.888,0,308.59,407.96,0,150.08,2.67,2500,0,0,0
