t_s,theta1_deg,omega1_deg_s
5.2212,20.8440,-175.9828
5.7602,-25.8810,333.7269
7.5236,37.2503,-339.0419
8.0795,-13.5775,175.3890
9.7654,38.0902,-237.2452
10.2964,-27.5344,375.1151
12.0055,27.9550,-97.2082
12.5458,-29.8478,353.0867
14.3480,44.5966,-384.2098
15.1123,56.1545,-438.1765
15.8631,60.5109,-269.3370
16.6415,57.3207,-359.2483
17.4301,50.4782,-467.3012
18.1819,52.2493,-435.1075
18.9178,56.6289,-374.9957
19.7036,51.3713,-468.5808
20.4709,50.2462,-476.1490
21.1863,53.4988,-379.6857
21.9360,57.9717,-338.3520
22.7228,55.4813,-427.7769
23.4787,54.9108,-435.4247
24.2390,55.1163,-427.6055
24.9949,55.0141,-429.5785
25.8007,42.1855,-557.6335
26.4940,44.3624,-376.5703
27.2979,49.2485,-446.2627
28.0655,43.8633,-490.3080
28.7898,46.8179,-422.9279
29.5409,55.0812,-414.3229
30.3907,27.9274,-643.3440
31.0479,53.3294,-324.2932
31.8684,36.1679,-560.7240
32.5409,56.2797,-292.1362
33.3242,56.8718,-387.4853
34.1452,39.1458,-578.9089
34.8114,53.7809,-298.8336
35.5908,57.7774,-366.4774
36.5014,-0.7691,-677.5790
37.3508,-42.0260,-415.3779
38.0109,2.3985,-597.8664
38.6007,51.6635,-243.1029
39.4278,42.5251,-522.8219
40.1156,51.6543,-333.0377
40.8893,58.7933,-341.0317
41.7632,20.1048,-665.3944
42.4522,46.0922,-408.5973
43.1898,42.9408,-470.0748
43.9141,49.8307,-361.9393
44.6842,56.7938,-367.8572
45.5473,22.0987,-667.8097
46.2334,46.0700,-409.9198
46.9880,43.6755,-504.7399
47.6991,58.6202,-371.1873
48.5298,43.1910,-553.2180
49.2192,54.4883,-366.4382
49.9783,58.7048,-357.1970
50.8523,24.1090,-665.4957
51.5212,51.0144,-372.6745
52.3374,32.2565,-600.8429
53.0057,52.1358,-335.4502
53.8261,44.3374,-532.9787
54.5364,53.5844,-405.5330
55.2972,55.8307,-404.0552
56.1200,39.8234,-585.8217
56.7781,55.6554,-283.4842
57.5702,57.4583,-391.4817
58.4617,6.4857,-690.1549
59.2463,-4.8052,-587.6836
59.8979,34.5609,-474.0322
60.5870,47.8584,-385.3773
61.3401,60.1692,-330.7291
62.1607,44.0192,-537.7414
62.8439,55.2107,-329.4744
63.6139,57.9032,-368.0449
64.4311,46.1687,-538.3564
65.1142,55.2307,-356.2567
65.8761,60.6046,-319.1022
66.7432,32.2495,-608.9604
67.4062,51.0104,-329.8954
68.2220,43.5449,-556.0430
68.8967,55.3460,-320.4368
69.6658,59.7117,-329.4827
70.5596,19.2452,-687.0476
71.2529,38.4079,-477.1516
71.9542,49.0056,-412.1239
72.6984,60.5361,-341.7205
73.5805,23.6221,-674.0246
74.2487,51.2479,-364.1909
75.0569,33.3466,-580.5708
75.7253,53.2731,-324.2748
76.5383,50.9259,-487.2766
77.2845,49.6368,-474.6534
77.9957,57.3039,-330.9594
78.7605,56.1489,-350.9583
79.5279,60.3446,-347.3044
80.3234,49.0364,-491.4612
81.0416,54.7923,-367.9375
81.7913,59.3980,-343.1421
82.5887,54.3544,-456.7189
83.3655,47.5298,-521.6047
84.0524,59.4135,-302.3299
84.8103,61.7211,-304.2892
85.6360,46.6933,-522.5844
86.3345,58.9168,-337.7502
87.1028,60.2317,-373.9651
87.8909,53.9992,-464.5082
88.6445,52.5925,-462.4141
89.3616,59.0394,-331.8008
90.1224,62.0739,-346.9528
90.9534,41.1755,-563.5812
91.6315,56.1925,-323.1513
92.4115,59.1185,-389.3315
93.3056,7.6460,-687.0631
94.0838,0.2486,-587.7445
94.7258,39.8640,-431.5344
95.4398,48.5836,-415.0359
96.1878,60.5658,-355.2830
97.0841,12.9210,-684.1759
97.8131,24.3627,-564.5067
98.4536,48.6615,-322.7674
