n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
103,83.3333,60.9238,41.9562,-21.4545,40.8177
104,84.0909,41.9562,45.5550,40.8177,39.1373
105,84.8485,45.5550,58.9612,39.1373,-21.0181
106,85.6061,58.9612,46.1812,-21.0181,30.1129
107,86.3636,46.1812,52.5901,30.1129,18.6182
108,87.1212,52.5901,58.7160,18.6182,-9.5942
109,87.8788,58.7160,56.2044,-9.5942,-5.8441
110,88.6364,56.2044,44.8511,-5.8441,33.5586
111,89.3939,44.8511,49.1500,33.5586,29.4662
112,90.1515,49.1500,60.0864,29.4662,-29.5907
113,90.9091,60.0864,40.2427,-29.5907,39.6564
114,91.6667,40.2427,53.9878,39.6564,11.0195
115,92.4242,53.9878,63.1573,11.0195,-69.5732
116,93.1818,63.1573,57.5857,-69.5732,-60.6326
117,93.9394,57.5857,50.2627,-60.6326,-18.2729
118,94.6970,50.2627,41.8421,-18.2729,15.1227
119,95.4545,41.8421,50.4266,15.1227,20.8110
120,96.2121,50.4266,64.0120,20.8110,-66.1470
121,96.9697,64.0120,56.7495,-66.1470,-42.0664
122,97.7273,56.7495,35.8493,-42.0664,32.5680
