n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.3030,10.2490,44.4768,97.4673,81.4029
1,6.0606,44.4768,53.6126,81.4029,84.3094
2,6.8182,53.6126,16.4765,84.3094,66.8816
3,7.5758,16.4765,51.1141,66.8816,89.9366
4,8.3333,51.1141,40.4092,89.9366,86.4791
5,9.0909,40.4092,16.7287,86.4791,100.1207
6,9.8485,16.7287,44.3568,100.1207,94.0632
7,10.6061,44.3568,48.9704,94.0632,-171.1874
8,11.3636,48.9704,21.5692,-171.1874,125.5765
9,12.1212,21.5692,44.3524,125.5765,97.9543
10,12.8788,44.3524,52.5704,97.9543,137.6494
11,13.6364,52.5704,22.8617,137.6494,58.7489
12,14.3939,22.8617,34.8151,58.7489,48.8921
13,15.1515,34.8151,39.9586,48.8921,48.2327
14,15.9091,39.9586,46.3855,48.2327,25.5204
15,16.6667,46.3855,53.0773,25.5204,-4.8374
16,17.4242,53.0773,52.3040,-4.8374,-0.1076
17,18.1818,52.3040,46.9611,-0.1076,21.6495
18,18.9394,46.9611,54.0839,21.6495,-3.9365
19,19.6970,54.0839,57.4013,-3.9365,-12.2494
20,20.4545,57.4013,41.4860,-12.2494,28.0272
21,21.2121,41.4860,42.9122,28.0272,33.1457
22,21.9697,42.9122,53.2091,33.1457,4.3083
23,22.7273,53.2091,52.1570,4.3083,6.1868
24,23.4848,52.1570,53.6051,6.1868,2.9418
25,24.2424,53.6051,52.7067,2.9418,5.1427
26,25.0000,52.7067,60.3369,5.1427,-30.1701
27,25.7576,60.3369,35.1435,-30.1701,21.9465
28,26.5152,35.1435,58.1995,21.9465,-17.1098
29,27.2727,58.1995,57.1868,-17.1098,-24.4138
30,28.0303,57.1868,47.5090,-24.4138,-1.5608
31,28.7879,47.5090,53.3842,-1.5608,3.2342
32,29.5455,53.3842,64.7110,3.2342,-50.9500
33,30.3030,64.7110,48.6626,-50.9500,11.0718
34,31.0606,48.6626,57.2443,11.0718,-34.7835
35,31.8182,57.2443,42.2634,-34.7835,35.1904
36,32.5758,42.2634,53.3806,35.1904,6.0505
37,33.3333,53.3806,61.8388,6.0505,-34.9097
38,34.0909,61.8388,37.9054,-34.9097,39.6432
39,34.8485,37.9054,51.7693,39.6432,11.8715
40,35.6061,51.7693,60.5519,11.8715,-77.4742
41,36.3636,60.5519,52.5413,-77.4742,-86.3261
42,37.1212,52.5413,58.1533,-86.3261,-50.3128
43,37.8788,58.1533,38.3163,-50.3128,32.5901
44,38.6364,38.3163,56.3563,32.5901,-23.2175
45,39.3939,56.3563,35.5250,-23.2175,39.7514
46,40.1515,35.5250,51.0503,39.7514,18.4093
47,40.9091,51.0503,62.6202,18.4093,-57.3022
48,41.6667,62.6202,55.1012,-57.3022,-18.4913
49,42.4242,55.1012,46.2188,-18.4913,-8.3904
50,43.1818,46.2188,38.6060,-8.3904,26.6685
51,43.9394,38.6060,51.7532,26.6685,10.5982
52,44.6970,51.7532,61.9724,10.5982,-55.8986
53,45.4545,61.9724,53.6608,-55.8986,-13.9925
54,46.2121,53.6608,51.3953,-13.9925,-15.0534
55,46.9697,51.3953,45.6490,-15.0534,29.7294
56,47.7273,45.6490,61.4715,29.7294,-31.2577
57,48.4848,61.4715,44.4401,-31.2577,23.9150
58,49.2424,44.4401,50.3819,23.9150,18.9003
59,50.0000,50.3819,64.2777,18.9003,-54.2843
60,50.7576,64.2777,53.1382,-54.2843,-3.9077
61,51.5152,53.1382,58.4890,-3.9077,-43.2992
62,52.2727,58.4890,42.0321,-43.2992,26.1558
63,53.0303,42.0321,60.7014,26.1558,-26.8217
64,53.7879,60.7014,49.3712,-26.8217,10.8218
65,54.5455,49.3712,53.5563,10.8218,4.7733
66,55.3030,53.5563,63.8079,4.7733,-36.9076
67,56.0606,63.8079,39.0372,-36.9076,42.4216
68,56.8182,39.0372,55.2878,42.4216,4.2212
69,57.5758,55.2878,63.0900,4.2212,-71.2189
70,58.3333,63.0900,56.8527,-71.2189,-65.3349
71,59.0909,56.8527,51.8332,-65.3349,-25.5510
72,59.8485,51.8332,39.4342,-25.5510,19.6252
73,60.6061,39.4342,51.0250,19.6252,19.0477
74,61.3636,51.0250,60.2241,19.0477,-26.8137
75,62.1212,60.2241,39.9850,-26.8137,36.7226
76,62.8788,39.9850,47.8558,36.7226,23.2816
77,63.6364,47.8558,61.7063,23.2816,-24.4034
78,64.3939,61.7063,37.3481,-24.4034,43.1306
79,65.1515,37.3481,46.9964,43.1306,32.1973
80,65.9091,46.9964,64.1139,32.1973,-46.8049
81,66.6667,64.1139,44.1752,-46.8049,17.4964
82,67.4242,44.1752,61.0230,17.4964,-27.3718
83,68.1818,61.0230,36.0079,-27.3718,46.1761
84,68.9394,36.0079,46.5356,46.1761,30.0994
85,69.6970,46.5356,65.7197,30.0994,-58.7908
86,70.4545,65.7197,53.0216,-58.7908,-24.2320
87,71.2121,53.0216,41.6519,-24.2320,16.8756
88,71.9697,41.6519,47.9116,16.8756,27.3594
89,72.7273,47.9116,65.5338,27.3594,-56.0163
90,73.4848,65.5338,53.5151,-56.0163,-4.1938
91,74.2424,53.5151,56.5570,-4.1938,-40.4414
92,75.0000,56.5570,40.0666,-40.4414,34.6694
93,75.7576,40.0666,60.6478,34.6694,-14.5758
94,76.5152,60.6478,54.8963,-14.5758,-9.5220
95,77.2727,54.8963,41.6515,-9.5220,37.9022
96,78.0303,41.6515,43.9714,37.9022,28.8764
97,78.7879,43.9714,53.3420,28.8764,14.8884
98,79.5455,53.3420,57.5616,14.8884,-14.3124
99,80.3030,57.5616,46.4575,-14.3124,19.3185
100,81.0606,46.4575,47.8054,19.3185,27.5262
101,81.8182,47.8054,59.5676,27.5262,-10.5891
102,82.5758,59.5676,60.9238,-10.5891,-21.4545
