t_s,theta1_deg,omega1_deg_s
0.0195,-0.4991,-47.3132
0.4800,40.2122,172.2349
1.4947,18.8163,-14.2046
2.5275,21.1416,117.2925
4.4991,25.2428,74.6365
5.5261,13.8403,35.9545
6.5479,24.2925,76.1243
7.5551,62.2268,250.9021
8.5331,56.9060,187.9313
9.5310,53.9763,157.6339
10.5329,54.5098,169.6575
11.5373,61.1912,221.6169
12.5212,58.1436,192.6423
13.5282,56.7566,202.8916
14.5343,56.9796,193.9872
15.5223,55.7808,173.8307
16.5279,55.6961,175.9987
17.5241,45.3539,174.6013
18.3139,-34.1844,496.0501
19.5132,12.9126,64.2656
20.5561,15.5287,44.2144
22.2378,-60.9519,364.1582
23.0464,-52.1354,-200.9678
23.5570,53.2428,274.3000
24.5411,43.4027,54.4185
25.5634,70.3362,275.7821
26.9794,-35.1561,-386.0793
28.0414,-52.5773,-140.2052
28.5842,55.6285,205.6162
29.5336,38.9184,68.6478
30.5611,47.7843,119.8332
32.5276,37.2897,55.2808
33.5373,42.9242,82.2641
