t_s,theta1_deg,omega1_deg_s
5.2081,-32.4775,-463.8613
6.0057,-25.4151,-506.1219
6.7631,12.7372,-590.7217
7.3923,50.2323,-105.3886
8.9441,45.6919,326.7876
9.7487,5.0540,16.1074
11.0200,-57.1147,-273.0882
11.7289,7.0372,-602.9909
12.3476,50.9334,-80.1376
13.5049,-57.6925,-306.9343
14.3102,-47.3447,-364.1302
15.1499,-50.6314,-334.8331
15.9973,-57.6440,-307.6351
16.9363,-65.6105,205.5686
17.2441,62.1236,276.7053
18.3642,-5.4453,-567.1919
18.9471,48.4248,-118.8048
19.4088,-69.5920,60.0097
19.7969,77.9750,13.2617
22.2349,36.6330,-117.0237
22.6487,-54.6172,-248.5260
23.3797,-41.1285,-459.8281
24.2438,-51.2696,-340.3676
25.0766,-57.1166,-300.7580
25.9532,-69.0473,-131.7717
26.6767,-21.9527,-622.7388
27.5160,-28.5077,-515.2826
28.3167,-24.6055,-517.5189
29.0657,16.4016,-599.3764
29.7008,50.7914,-113.6762
30.9100,-69.7516,-150.8213
31.6168,-16.2660,-599.5379
32.3205,41.1939,-452.9397
33.0577,55.8119,-350.4204
33.8359,65.0011,-130.5467
34.6191,47.4292,-67.4234
34.9733,-31.6406,-591.7029
35.3305,-8.5960,-53.6158
36.3943,45.1245,-464.3192
37.1489,58.9528,-167.9147
38.1528,31.0629,-615.5854
38.8088,51.2992,-191.3952
39.4772,-11.2810,129.2943
40.7069,-20.9769,-460.9387
41.2285,36.7180,-16.9939
42.0005,38.8134,394.4333
42.8580,38.1800,-24.2155
43.2491,-30.3649,-596.0366
43.6416,19.9766,-178.6308
44.8782,-53.0182,-381.4115
45.6792,-29.7258,-528.1773
46.5120,-36.5748,-469.5702
47.3457,-41.2770,-428.2995
48.1951,-51.0003,-369.1324
49.0655,-65.2747,-255.6319
50.2318,20.6126,429.4882
51.0362,4.7502,436.2268
51.8480,-21.7028,268.8771
53.1061,-16.4346,-419.4649
53.6462,45.4890,-90.7296
54.1163,-67.3460,13.7645
54.6100,61.9356,-334.4182
55.4799,25.9054,-600.6260
56.1674,53.9546,-148.1941
57.0082,62.0814,-165.5987
57.9069,54.8209,-476.8570
59.3102,5.9263,458.7860
60.0915,-23.0796,427.8034
61.9541,46.6752,-272.9469
62.5753,-13.4434,482.2409
63.6045,60.7555,-271.4174
64.5804,35.0462,-522.4298
66.0248,29.5920,-20.4368
66.4574,-46.9431,-388.3302
67.1988,-47.1510,-403.6907
68.0602,-55.9449,-319.8092
68.8906,-58.1917,-299.8708
69.7212,-58.5466,-299.7887
70.5818,-67.2386,-147.0673
71.3040,-23.0901,-613.0422
72.1784,-46.2452,-415.7346
73.0382,-65.9151,-249.1909
74.2340,44.4551,363.2009
74.7702,-69.3140,82.5043
75.1429,81.1164,133.3781
77.8831,-9.0699,-542.5306
78.4336,47.9530,-67.2766
78.8593,-61.4901,-216.6187
79.6169,-49.5982,-396.8210
80.4630,-62.5320,-312.4975
81.3721,-73.2100,38.6056
81.7880,82.7460,23.1627
84.2205,34.5470,-56.7400
84.6242,-42.8524,-454.9187
85.3475,-40.1364,-460.1069
86.0631,32.3383,-548.7561
86.7389,59.6167,-169.8898
87.4468,6.8680,-5.4069
88.6060,4.1198,-553.6409
89.2413,68.9971,-247.1883
90.0152,62.4940,-56.5112
90.5101,-73.2910,171.0535
90.8352,72.9006,208.9793
91.9763,-45.9599,-409.0899
92.5924,59.4115,-294.3152
94.9785,40.4618,-184.6258
95.3858,-55.5233,-261.0275
96.1099,-40.4950,-467.9075
96.9883,-57.9628,-322.0154
98.1565,27.6508,405.1564
98.7427,-68.6720,88.9035
99.1167,79.6360,91.8673
100.1834,-4.3539,-552.8716
100.7637,54.7450,-119.7349
101.2104,-70.4050,1.3189
