t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
43.8017,33.7390,37.9002,116.1084,349.0079
44.6281,61.0168,-224.6059,-45.0340,-645.3530
45.4545,62.9032,-149.2487,-71.1930,-209.1011
46.2810,56.8109,-169.8592,-75.7297,-242.3500
47.1074,56.5427,-192.9507,-77.5262,-236.4809
47.9339,56.9694,-213.5231,-79.0657,-391.7076
48.7603,61.0284,-261.6078,-80.0517,-499.4715
49.5868,68.4230,-261.6466,-83.2345,-591.7306
50.4132,57.5983,-74.8799,106.7915,717.6565
51.2397,57.1296,-94.4192,97.1918,784.8075
52.0661,57.5310,-9.8951,80.6251,452.0346
52.8926,55.7930,33.8060,24.7399,-681.8547
53.7190,31.0732,-115.9106,90.3744,932.9525
54.5455,76.5739,-99.2761,-12.8448,102.0292
55.3719,61.9020,-83.9454,-65.9943,436.1023
56.1983,45.3071,-383.0374,32.7804,1123.8399
57.0248,57.4707,-318.7968,14.8297,1000.2181
57.8512,72.5058,-163.1302,-33.4386,505.6601
58.6777,70.5599,-142.7119,-120.6775,-123.0425
59.5041,57.6266,-60.1936,99.4718,739.1346
60.3306,59.9581,-86.8196,79.6667,676.9548
61.1570,61.8380,-48.0093,148.6765,-459.4129
61.9835,34.8027,-413.1441,42.1195,1338.1024
62.8099,59.8419,-111.6942,89.0862,776.5393
63.6364,47.3404,-447.0447,42.7801,1293.7111
64.4628,75.5750,-83.6009,25.7238,-568.8480
65.2893,60.4604,-89.8883,-20.5051,-409.0070
66.1157,29.8435,153.0662,111.6365,939.1508
66.9421,66.2213,-246.0399,-58.9913,-500.4416
67.7686,61.1568,-220.4148,-78.9269,-421.9371
68.5950,62.9392,-253.4791,-77.1002,-511.8352
69.4215,64.2198,-251.1347,-75.5027,-493.9804
70.2479,67.3407,-254.8564,-79.1999,-519.2453
71.0744,76.7255,-168.2745,-59.0795,-226.8175
71.9008,66.0530,-126.5477,-74.4222,-290.7828
72.7273,63.0423,-268.3321,-74.9980,-555.5253
73.5537,71.2598,-264.0761,-79.9523,-601.9372
74.3802,58.0217,-170.9056,105.5733,853.7805
75.2066,79.8532,-183.8846,27.2584,526.2795
76.0331,64.3492,141.5686,75.7155,-822.6037
76.8595,63.6100,-77.5187,-137.2689,-164.1858
77.6860,69.7060,-15.4151,16.7464,-662.1583
78.5124,33.4275,-84.2375,98.0862,933.0440
79.3388,72.1056,-211.5395,-67.1825,-447.9945
80.1653,67.4031,-258.9624,-64.8633,-626.7101
80.9917,68.3825,-254.8694,-75.3066,-598.5152
81.8182,82.2212,-109.4043,10.3977,382.6054
82.6446,68.2517,124.7849,64.4262,-818.2913
83.4711,61.8220,-50.9042,-82.7070,-346.0717
84.2975,29.0470,56.6790,102.0028,1057.7996
85.1240,66.0955,-267.9342,-50.1827,-489.1925
85.9504,66.7705,-62.5410,-40.8777,184.0803
86.7769,45.5453,-450.7209,44.7382,1220.7500
87.6033,43.8452,150.0022,110.5685,333.3047
88.4298,64.0260,71.3464,34.8869,-739.5087
89.2562,64.1588,-398.4591,15.0022,1097.9012
90.0826,45.3763,-277.0799,82.2268,1103.5845
90.9091,73.1694,-211.1630,38.1946,701.1289
91.7355,66.1964,-174.7130,-29.9716,-631.3981
92.5620,66.4887,-114.1750,-14.7271,386.5016
93.3884,71.8890,58.3880,62.7009,-757.9157
94.2149,59.6652,-34.3757,171.0367,-428.3749
95.0413,27.5826,-32.9110,87.4429,1053.6036
95.8678,66.8928,-230.8919,-63.4469,-392.3594
96.6942,61.8727,-223.2225,-82.3666,-427.3924
97.5207,68.0194,-300.3633,-81.0517,-658.9450
98.3471,64.0354,-74.3188,121.6904,722.2759
99.1736,77.6707,-153.8316,20.8322,451.2414
100.0000,71.0118,-59.2312,14.1538,-643.5299
100.8264,35.8130,-272.0250,78.6080,1109.5275
