frame,time_s,phase,x_green,y_green,x_red,y_red,theta1_deg,theta2_deg,dropout,omega1_deg_s,omega2_deg_s
0,0.0,driven,584.855,491.989,579.117,652.887,0.660,-2.042,0,-1.25,-4.46
1,0.01668,driven,584.855,491.989,578.942,652.881,0.660,-2.104,0,-1.02,-3.18
2,0.03337,driven,584.753,491.990,578.660,652.875,0.624,-2.169,0,-0.78,-2.59
3,0.05005,driven,584.710,491.991,578.564,652.874,0.609,-2.188,0,-0.55,-2.70
4,0.06673,driven,584.753,491.990,578.500,652.869,0.624,-2.226,0,0.03,-4.22
5,0.08342,driven,584.710,491.991,578.124,652.856,0.609,-2.344,0,0.08,-5.08
6,0.1001,driven,584.710,491.991,577.945,652.849,0.609,-2.408,0,-0.66,-3.14
7,0.11678,driven,584.710,491.991,577.864,652.845,0.609,-2.437,0,-0.60,-1.22
8,0.13347,driven,584.601,491.992,577.759,652.847,0.570,-2.436,0,-1.25,-0.97
9,0.15015,driven,584.601,491.992,577.655,652.842,0.570,-2.473,0,-2.24,0.16
10,0.16683,driven,584.455,491.993,577.548,652.845,0.518,-2.459,0,-2.40,1.25
11,0.18352,driven,584.311,491.995,577.548,652.853,0.467,-2.408,0,-1.57,1.28
12,0.2002,driven,584.311,491.995,577.540,652.852,0.467,-2.410,0,-0.15,0.26
13,0.21688,driven,584.354,491.994,577.540,652.850,0.482,-2.426,0,0.13,-0.27
14,0.23357,driven,584.311,491.995,577.548,652.853,0.467,-2.408,0,1.05,-0.43
15,0.25025,driven,584.354,491.994,577.570,652.851,0.482,-2.415,0,1.17,0.38
16,0.26693,driven,584.513,491.993,577.703,652.849,0.538,-2.424,0,-0.31,1.96
17,0.28362,driven,584.354,491.994,577.785,652.860,0.482,-2.339,0,-1.92,4.84
18,0.3003,driven,584.212,491.995,577.863,652.870,0.431,-2.260,0,-2.50,5.50
19,0.31698,driven,584.212,491.995,578.173,652.882,0.431,-2.150,0,-0.63,5.21
20,0.33367,driven,584.113,491.996,578.229,652.889,0.396,-2.094,0,-1.49,6.13
21,0.35035,driven,584.104,491.996,578.588,652.902,0.393,-1.963,0,-3.26,7.42
22,0.36703,driven,583.833,491.998,578.672,652.915,0.296,-1.837,0,-3.45,6.17
23,0.38372,driven,583.716,491.998,578.857,652.925,0.255,-1.729,0,-2.39,5.77
24,0.4004,driven,583.716,491.998,578.888,652.926,0.255,-1.718,0,2.72,3.17
25,0.41708,driven,583.833,491.998,579.434,652.938,0.296,-1.566,0,4.99,0.48
26,0.43377,driven,584.265,491.995,579.561,652.926,0.450,-1.674,0,4.30,0.62
27,0.45045,driven,584.265,491.995,579.652,652.929,0.450,-1.642,0,1.71,0.85
28,0.46713,driven,584.265,491.995,579.916,652.936,0.450,-1.548,0,-2.15,4.57
29,0.48382,driven,584.218,491.995,579.919,652.938,0.433,-1.530,0,-2.55,3.71
30,0.5005,driven,583.974,491.997,579.930,652.946,0.346,-1.439,0,-2.88,2.48
31,0.51718,driven,583.974,491.997,579.962,652.947,0.346,-1.428,0,0.31,-0.12
32,0.53387,driven,583.974,491.997,579.919,652.946,0.346,-1.443,0,3.10,-2.61
33,0.55055,driven,584.276,491.995,579.985,652.938,0.454,-1.527,0,2.56,-2.53
34,0.56723,driven,584.276,491.995,579.985,652.938,0.454,-1.527,0,1.80,-2.20
35,0.58392,driven,584.276,491.995,579.894,652.935,0.454,-1.560,0,-1.14,0.10
36,0.6006,driven,584.319,491.995,579.881,652.933,0.470,-1.580,0,-2.24,1.23
37,0.61728,driven,584.067,491.996,579.819,652.940,0.380,-1.512,0,-1.17,-0.35
38,0.63397,driven,584.067,491.996,579.695,652.937,0.380,-1.556,0,0.95,-5.92
39,0.65065,driven,584.295,491.995,579.455,652.922,0.461,-1.723,0,2.42,-9.32
40,0.66733,driven,584.295,491.995,578.977,652.907,0.461,-1.893,0,1.00,-7.42
41,0.68402,driven,584.288,491.995,578.843,652.903,0.458,-1.938,0,-0.93,-3.05
42,0.7007,driven,584.288,491.995,578.708,652.898,0.458,-1.986,0,-0.50,-0.81
43,0.71738,driven,584.176,491.996,578.639,652.900,0.418,-1.971,0,-2.23,1.59
44,0.73407,driven,584.176,491.996,578.632,652.900,0.418,-1.973,0,-2.12,0.91
45,0.75075,driven,583.902,491.997,578.570,652.909,0.321,-1.898,0,-1.52,-2.23
46,0.76743,driven,584.022,491.997,578.287,652.895,0.364,-2.041,0,-1.15,-3.71
47,0.78412,driven,583.902,491.997,578.039,652.891,0.321,-2.087,0,-0.33,-3.47
