n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.7851,59.6221,63.7871,-68.8388,-53.6032
1,6.6116,63.7871,37.9944,-53.6032,49.1364
2,7.4380,37.9944,63.4698,49.1364,-95.1626
3,8.2645,63.4698,57.6745,-95.1626,95.6160
4,9.0909,57.6745,48.0540,95.6160,136.8249
5,9.9174,48.0540,54.0538,136.8249,-55.4166
6,10.7438,54.0538,63.8726,-55.4166,-52.4286
7,11.5702,63.8726,38.1787,-52.4286,54.3385
8,12.3967,38.1787,61.5110,54.3385,-61.6213
9,13.2231,61.5110,59.2462,-61.6213,-74.6369
10,14.0496,59.2462,59.1422,-74.6369,-77.2460
11,14.8760,59.1422,62.3455,-77.2460,-79.6433
12,15.7025,62.3455,69.1190,-79.6433,-81.5047
13,16.5289,69.1190,61.1776,-81.5047,71.9947
14,17.3554,61.1776,73.8870,71.9947,15.8784
15,18.1818,73.8870,32.1902,15.8784,77.6842
16,19.0083,32.1902,76.1773,77.6842,13.3696
17,19.8347,76.1773,64.8400,13.3696,54.9653
18,20.6612,64.8400,60.4570,54.9653,-149.4595
19,21.4876,60.4570,25.9000,-149.4595,100.9557
20,22.3140,25.9000,65.5940,100.9557,-66.0298
21,23.1405,65.5940,59.8468,-66.0298,-79.8353
22,23.9669,59.8468,60.0711,-79.8353,-76.7219
23,24.7934,60.0711,63.5206,-76.7219,-80.6543
24,25.6198,63.5206,76.4819,-80.6543,-59.3294
25,26.4463,76.4819,64.9792,-59.3294,-69.1266
26,27.2727,64.9792,59.8746,-69.1266,-68.8073
27,28.0992,59.8746,62.9806,-68.8073,-51.0766
28,28.9256,62.9806,36.3971,-51.0766,57.2774
29,29.7521,36.3971,61.9653,57.2774,-69.3731
30,30.5785,61.9653,70.7456,-69.3731,-57.3104
31,31.4050,70.7456,64.2920,-57.3104,-34.3737
32,32.2314,64.2920,55.7588,-34.3737,0.1386
33,33.0579,55.7588,48.7907,0.1386,54.7823
34,33.8843,48.7907,38.6910,54.7823,124.8082
35,34.7107,38.6910,46.0580,124.8082,92.8982
36,35.5372,46.0580,55.0952,92.8982,-26.1682
37,36.3636,55.0952,45.1005,-26.1682,50.0772
38,37.1901,45.1005,74.8870,50.0772,-48.5875
39,38.0165,74.8870,38.5697,-48.5875,46.1282
40,38.8430,38.5697,49.6040,46.1282,92.5858
41,39.6694,49.6040,63.1610,92.5858,3.6180
42,40.4959,63.1610,31.6360,3.6180,101.6525
43,41.3223,31.6360,56.0061,101.6525,88.6299
44,42.1488,56.0061,42.9000,88.6299,143.0013
45,42.9752,42.9000,33.7390,143.0013,116.1084
46,43.8017,33.7390,61.0168,116.1084,-45.0340
47,44.6281,61.0168,62.9032,-45.0340,-71.1930
48,45.4545,62.9032,56.8109,-71.1930,-75.7297
49,46.2810,56.8109,56.5427,-75.7297,-77.5262
50,47.1074,56.5427,56.9694,-77.5262,-79.0657
51,47.9339,56.9694,61.0284,-79.0657,-80.0517
52,48.7603,61.0284,68.4230,-80.0517,-83.2345
53,49.5868,68.4230,57.5983,-83.2345,106.7915
54,50.4132,57.5983,57.1296,106.7915,97.1918
55,51.2397,57.1296,57.5310,97.1918,80.6251
56,52.0661,57.5310,55.7930,80.6251,24.7399
57,52.8926,55.7930,31.0732,24.7399,90.3744
58,53.7190,31.0732,76.5739,90.3744,-12.8448
59,54.5455,76.5739,61.9020,-12.8448,-65.9943
60,55.3719,61.9020,45.3071,-65.9943,32.7804
61,56.1983,45.3071,57.4707,32.7804,14.8297
62,57.0248,57.4707,72.5058,14.8297,-33.4386
63,57.8512,72.5058,70.5599,-33.4386,-120.6775
64,58.6777,70.5599,57.6266,-120.6775,99.4718
65,59.5041,57.6266,59.9581,99.4718,79.6667
66,60.3306,59.9581,61.8380,79.6667,148.6765
67,61.1570,61.8380,34.8027,148.6765,42.1195
68,61.9835,34.8027,59.8419,42.1195,89.0862
69,62.8099,59.8419,47.3404,89.0862,42.7801
70,63.6364,47.3404,75.5750,42.7801,25.7238
71,64.4628,75.5750,60.4604,25.7238,-20.5051
72,65.2893,60.4604,29.8435,-20.5051,111.6365
73,66.1157,29.8435,66.2213,111.6365,-58.9913
74,66.9421,66.2213,61.1568,-58.9913,-78.9269
75,67.7686,61.1568,62.9392,-78.9269,-77.1002
76,68.5950,62.9392,64.2198,-77.1002,-75.5027
77,69.4215,64.2198,67.3407,-75.5027,-79.1999
78,70.2479,67.3407,76.7255,-79.1999,-59.0795
79,71.0744,76.7255,66.0530,-59.0795,-74.4222
80,71.9008,66.0530,63.0423,-74.4222,-74.9980
81,72.7273,63.0423,71.2598,-74.9980,-79.9523
82,73.5537,71.2598,58.0217,-79.9523,105.5733
