t_s,theta1_deg,omega1_deg_s
5.9756,10.7162,125.3390
7.0544,12.9535,98.9081
8.1357,9.8218,60.2905
9.1852,22.0668,42.3583
11.2932,7.8941,106.9830
12.3609,14.4803,98.6047
13.4322,14.1345,105.6344
14.5191,29.3325,36.6635
15.4891,4.8084,475.7604
16.6344,46.0810,-31.4486
17.6762,24.4447,57.9134
18.7464,20.0235,75.6732
19.8466,42.2731,25.5069
20.3727,-52.9449,-479.3863
20.7748,-37.0257,217.0502
21.9478,15.3420,122.3974
23.0278,25.8750,46.5900
25.1376,18.5042,76.7952
26.2393,41.9082,30.9301
26.7587,-54.6660,-445.1192
27.1591,-35.6445,190.3361
28.3418,8.8744,108.5290
29.4725,45.4201,36.9059
29.9161,-29.2698,-670.7116
30.3676,-29.6016,178.9507
31.5242,15.2931,126.0080
32.6672,45.6678,25.9274
33.1106,-34.3085,-631.6181
33.5577,-33.3922,200.0779
34.7183,17.1848,104.9963
35.8501,58.2660,28.9320
36.2831,-27.9490,-691.7214
36.7548,-31.9767,205.1176
37.9066,14.4136,118.9851
38.9806,25.8253,44.5339
41.1010,20.8245,-6.6022
42.1474,13.7789,122.0336
43.2242,15.6854,92.4091
44.2847,14.2938,39.9752
45.3415,13.3400,113.9316
46.4301,18.9796,45.7998
48.5220,31.4587,-9.2599
49.5734,-0.9749,155.2619
50.6737,12.5344,144.2958
51.7627,27.8742,17.5989
53.8665,16.1012,51.8217
54.9239,17.5830,71.5494
55.9826,14.9112,110.7208
57.0600,15.9106,68.5171
58.1991,59.5110,25.3369
58.6217,-32.2178,-666.6687
59.0953,-32.1815,195.7198
60.2499,11.3544,42.6010
61.3144,17.7363,63.0214
62.6451,85.3163,-367.5509
63.4751,46.7053,32.4625
63.9909,-58.6183,-427.6972
64.3939,-39.4238,251.8597
65.5739,14.8840,91.6821
66.6996,52.3860,32.6944
67.1321,-27.9817,-693.4517
67.6119,-29.9718,210.8513
68.7572,5.9246,56.9484
69.8288,7.9906,35.2207
70.8831,15.9243,83.9172
72.0292,67.1727,28.6885
