n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
0,5.3191,34.1539,36.3470,134.6053,134.3657
1,6.3830,36.3470,34.0811,134.3657,141.2999
2,7.4468,34.0811,27.2155,141.2999,129.9036
3,8.5106,27.2155,30.8933,129.9036,169.5970
4,9.5745,30.8933,31.6965,169.5970,106.2492
5,10.6383,31.6965,33.4123,106.2492,138.1181
6,11.7021,33.4123,33.5258,138.1181,139.9176
7,12.7660,33.5258,36.6633,139.9176,148.4749
8,13.8298,36.6633,31.4063,148.4749,-166.0462
9,14.8936,31.4063,45.9824,-166.0462,-172.3479
10,15.9574,45.9824,8.3249,-172.3479,142.7287
11,17.0213,8.3249,27.6134,142.7287,148.5810
12,18.0851,27.6134,32.1539,148.5810,156.1708
13,19.1489,32.1539,31.8324,156.1708,-134.1511
14,20.2128,31.8324,35.6162,-134.1511,104.8370
15,21.2766,35.6162,37.1787,104.8370,149.9226
16,22.3404,37.1787,29.4586,149.9226,127.0935
17,23.4043,29.4586,37.9711,127.0935,87.6033
18,24.4681,37.9711,35.9483,87.6033,157.5975
19,25.5319,35.9483,29.9428,157.5975,-136.4615
20,26.5957,29.9428,39.0748,-136.4615,103.6254
21,27.6596,39.0748,34.4453,103.6254,143.2545
22,28.7234,34.4453,40.3087,143.2545,-120.3713
23,29.7872,40.3087,36.2213,-120.3713,100.1311
24,30.8511,36.2213,42.2815,100.1311,163.4707
25,31.9149,42.2815,37.6128,163.4707,-123.1330
26,32.9787,37.6128,37.1513,-123.1330,104.1361
27,34.0426,37.1513,39.9026,104.1361,164.5095
28,35.1064,39.9026,36.8670,164.5095,-115.1930
29,36.1702,36.8670,32.4252,-115.1930,109.6721
30,37.2340,32.4252,44.4632,109.6721,157.4727
31,38.2979,44.4632,27.8891,157.4727,168.3751
32,39.3617,27.8891,42.6605,168.3751,60.0290
33,40.4255,42.6605,29.8327,60.0290,135.4371
34,41.4894,29.8327,36.5462,135.4371,146.4287
35,42.5532,36.5462,34.4511,146.4287,151.0864
36,43.6170,34.4511,32.7143,151.0864,140.9431
37,44.6809,32.7143,31.8393,140.9431,141.3493
38,45.7447,31.8393,29.0031,141.3493,164.7144
39,46.8085,29.0031,-11.1367,164.7144,154.0787
40,47.8723,-11.1367,14.6747,154.0787,111.9176
41,48.9362,14.6747,39.8624,111.9176,125.8170
42,50.0000,39.8624,36.8365,125.8170,150.2770
43,51.0638,36.8365,24.8659,150.2770,12.2896
44,52.1277,24.8659,37.4796,12.2896,61.7272
45,53.1915,37.4796,33.2978,61.7272,152.1308
46,54.2553,33.2978,33.5870,152.1308,150.1170
47,55.3191,33.5870,30.8555,150.1170,140.4351
48,56.3830,30.8555,32.1916,140.4351,155.4908
49,57.4468,32.1916,32.1306,155.4908,-116.0662
50,58.5106,32.1306,34.0911,-116.0662,95.6220
51,59.5745,34.0911,27.8143,95.6220,134.0541
52,60.6383,27.8143,31.6347,134.0541,158.4329
53,61.7021,31.6347,21.4707,158.4329,76.3455
54,62.7660,21.4707,26.6048,76.3455,-137.8773
55,63.8298,26.6048,35.5496,-137.8773,104.3046
56,64.8936,35.5496,33.7973,104.3046,149.8168
57,65.9574,33.7973,36.3231,149.8168,-112.6302
58,67.0213,36.3231,31.9227,-112.6302,110.2375
59,68.0851,31.9227,27.0367,110.2375,128.0146
60,69.1489,27.0367,23.8921,128.0146,122.4015
61,70.2128,23.8921,31.8359,122.4015,157.9545
62,71.2766,31.8359,33.3392,157.9545,-105.0605
