t_s,theta1_deg,omega1_deg_s
5.0000,4.5360,-368.0945
6.0000,-17.1507,-281.4380
7.0000,-18.8699,-314.9702
8.0000,-4.4513,-345.9164
9.0000,-4.8669,-334.5296
10.0000,-5.5920,-328.2029
11.0000,-9.7656,-343.0570
12.0000,-14.3894,-324.0247
13.0000,-18.6174,-390.6623
14.0000,-14.7349,-317.9446
15.0000,-5.5905,-288.7091
16.0000,10.2454,-247.1564
17.0000,15.5740,-288.0887
18.0000,12.9463,-308.3184
19.0000,4.4448,-323.5991
20.0000,-22.7198,-438.1188
21.0000,2.8324,-293.9731
22.0000,12.5979,-271.6113
23.0000,13.6102,-280.9929
24.0000,3.8529,-384.5133
25.0000,-19.0724,-277.4254
26.0000,-18.8492,-360.1039
27.0000,-9.7859,-349.9515
28.0000,-7.9927,-337.8081
29.0000,-10.0275,-344.7966
30.0000,-17.8698,-385.4474
31.0000,-17.7669,-373.4228
32.0000,-16.0264,-331.0874
33.0000,-21.3745,-391.5001
34.0000,-20.8125,-365.7379
35.0000,-20.8497,-372.3969
