t_s,theta1_deg,omega1_deg_s,theta2_deg,omega2_deg_s
94.1176,83.3710,-4.7519,-45.8810,471.3480
94.9580,80.7158,181.6331,63.3406,-866.7411
95.7983,71.9980,155.8233,36.8959,-841.8929
96.6387,76.5510,-46.1907,-28.1976,737.8744
97.4790,65.7130,20.8665,-169.0394,-319.1982
98.3193,28.3150,7.4125,74.4224,1175.5341
99.1597,69.6097,-56.8919,-49.8935,-432.7948
100.0000,66.4943,-35.7973,-68.0449,-383.8254
100.8403,78.2950,-57.1637,-63.9324,-536.0011
101.6807,80.0650,76.9245,-55.6118,133.8668
102.5210,55.5818,-221.4216,20.3202,1206.8215
103.3613,63.6450,-8.4379,79.3340,852.8108
104.2017,78.4610,-54.2740,32.9715,614.9464
105.0420,72.9670,96.5483,13.9640,-794.2748
105.8824,44.1384,-126.2783,46.7082,1125.7229
106.7227,84.8322,68.6310,-20.3925,126.9377
107.5630,64.6690,31.1558,-163.0408,-264.8029
108.4034,27.7127,77.7659,79.8281,1106.6107
109.2437,72.2080,5.8207,-46.4261,-366.8721
110.0840,66.2560,-17.4500,-64.6552,-375.7924
110.9244,70.1949,-94.6729,-54.4518,-558.8648
111.7647,74.9780,-93.0185,-56.2644,-557.5352
112.6050,71.7967,-104.3089,58.0837,846.5111
113.4454,44.5569,356.6396,123.2874,541.8879
114.2857,61.1310,-51.8190,-32.9201,-753.3057
115.1261,70.3320,-28.0038,-66.2394,-282.4455
115.9664,70.6005,-77.9754,-52.3955,-512.4861
116.8067,71.9536,-109.2594,-57.2577,-581.6553
117.6471,83.0140,-40.7483,-62.4877,-402.2997
118.4874,86.6770,28.6764,-42.4626,-96.9779
119.3277,65.9760,-37.0068,-5.6360,674.2277
120.1681,72.7542,24.9630,176.1352,-319.0504
121.0084,67.6690,9.7215,-49.5559,679.0539
121.8487,75.9368,-172.4963,3.7981,913.5585
122.6891,84.5670,6.0849,-92.7406,87.6831
123.5294,74.8617,132.4516,54.8957,-696.8863
124.3697,71.9951,219.2264,50.3576,-889.6731
125.2101,67.5430,48.3028,178.7003,-367.3366
126.0504,35.3975,-255.6987,35.2643,1502.8697
126.8908,72.3310,-63.4839,-50.2511,-401.5387
127.7311,67.2615,-57.3781,-63.7294,-496.5815
128.5714,85.4880,16.1686,-47.2400,-180.0531
129.4118,69.2578,81.2673,-57.9721,10.7242
130.2521,62.1500,-31.6951,-9.7460,642.8760
