n,t_s,theta1_n,theta1_np1,theta2_n,theta2_np1
50,47.0588,68.2870,69.3210,-12.4789,-19.9942
51,47.8992,69.3210,63.3102,-19.9942,158.8692
52,48.7395,63.3102,51.0669,158.8692,1.4596
53,49.5798,51.0669,68.5712,1.4596,56.7624
54,50.4202,68.5712,45.1826,56.7624,123.6307
55,51.2605,45.1826,70.6632,123.6307,34.4392
56,52.1008,70.6632,35.1020,34.4392,72.6823
57,52.9412,35.1020,65.0520,72.6823,74.9572
58,53.7815,65.0520,66.8320,74.9572,77.5743
59,54.6218,66.8320,67.9080,77.5743,84.2417
60,55.4622,67.9080,66.4330,84.2417,79.5405
61,56.3025,66.4330,67.9202,79.5405,83.7232
62,57.1429,67.9202,82.7730,83.7232,18.9833
63,57.9832,82.7730,68.1665,18.9833,51.5588
64,58.8235,68.1665,67.0500,51.5588,-5.0262
65,59.6639,67.0500,54.6240,-5.0262,65.8037
66,60.5042,54.6240,61.4500,65.8037,-27.7896
67,61.3445,61.4500,70.0130,-27.7896,-65.3927
68,62.1849,70.0130,74.6660,-65.3927,-38.7758
69,63.0252,74.6660,77.3636,-38.7758,-36.5938
70,63.8655,77.3636,76.0185,-36.5938,-45.2991
71,64.7059,76.0185,73.3460,-45.2991,-62.9649
72,65.5462,73.3460,82.2190,-62.9649,-63.9868
73,66.3866,82.2190,73.1090,-63.9868,27.4359
74,67.2269,73.1090,36.9450,27.4359,82.1163
75,68.0672,36.9450,80.1860,82.1163,14.8478
76,68.9076,80.1860,70.0851,14.8478,58.7471
77,69.7479,70.0851,71.1684,58.7471,113.2423
78,70.5882,71.1684,61.0396,113.2423,108.8188
79,71.4286,61.0396,56.5955,108.8188,128.0274
80,72.2689,56.5955,60.4290,128.0274,-118.8763
81,73.1092,60.4290,45.0804,-118.8763,13.8964
82,73.9496,45.0804,85.5670,13.8964,0.6959
83,74.7899,85.5670,62.7599,0.6959,116.8101
84,75.6303,62.7599,57.5747,116.8101,150.0707
85,76.4706,57.5747,60.0780,150.0707,-140.2584
86,77.3109,60.0780,31.6981,-140.2584,89.1554
87,78.1513,31.6981,75.8220,89.1554,-42.5347
88,78.9916,75.8220,61.2390,-42.5347,-11.4725
89,79.8319,61.2390,70.8540,-11.4725,-165.1758
90,80.6723,70.8540,31.2360,-165.1758,71.6005
91,81.5126,31.2360,75.7831,71.6005,-20.9032
92,82.3529,75.7831,66.4927,-20.9032,-48.9464
93,83.1933,66.4927,50.8610,-48.9464,20.3317
94,84.0336,50.8610,48.1318,20.3317,82.7416
95,84.8739,48.1318,64.5598,82.7416,24.7865
96,85.7143,64.5598,35.1686,24.7865,76.7008
97,86.5546,35.1686,70.1230,76.7008,10.4048
98,87.3950,70.1230,70.9983,10.4048,46.1342
99,88.2353,70.9983,49.1588,46.1342,35.2997
100,89.0756,49.1588,81.0860,35.2997,-7.6824
101,89.9160,81.0860,60.8190,-7.6824,163.3753
102,90.7563,60.8190,53.9965,163.3753,-13.1878
103,91.5966,53.9965,65.7780,-13.1878,68.7426
104,92.4370,65.7780,64.1870,68.7426,58.1917
105,93.2773,64.1870,83.3710,58.1917,-45.8810
106,94.1176,83.3710,80.7158,-45.8810,63.3406
107,94.9580,80.7158,71.9980,63.3406,36.8959
108,95.7983,71.9980,76.5510,36.8959,-28.1976
109,96.6387,76.5510,65.7130,-28.1976,-169.0394
110,97.4790,65.7130,28.3150,-169.0394,74.4224
111,98.3193,28.3150,69.6097,74.4224,-49.8935
112,99.1597,69.6097,66.4943,-49.8935,-68.0449
113,100.0000,66.4943,78.2950,-68.0449,-63.9324
114,100.8403,78.2950,80.0650,-63.9324,-55.6118
115,101.6807,80.0650,55.5818,-55.6118,20.3202
116,102.5210,55.5818,63.6450,20.3202,79.3340
117,103.3613,63.6450,78.4610,79.3340,32.9715
118,104.2017,78.4610,72.9670,32.9715,13.9640
119,105.0420,72.9670,44.1384,13.9640,46.7082
120,105.8824,44.1384,84.8322,46.7082,-20.3925
121,106.7227,84.8322,64.6690,-20.3925,-163.0408
122,107.5630,64.6690,27.7127,-163.0408,79.8281
123,108.4034,27.7127,72.2080,79.8281,-46.4261
124,109.2437,72.2080,66.2560,-46.4261,-64.6552
125,110.0840,66.2560,70.1949,-64.6552,-54.4518
126,110.9244,70.1949,74.9780,-54.4518,-56.2644
127,111.7647,74.9780,71.7967,-56.2644,58.0837
128,112.6050,71.7967,44.5569,58.0837,123.2874
129,113.4454,44.5569,61.1310,123.2874,-32.9201
130,114.2857,61.1310,70.3320,-32.9201,-66.2394
131,115.1261,70.3320,70.6005,-66.2394,-52.3955
132,115.9664,70.6005,71.9536,-52.3955,-57.2577
133,116.8067,71.9536,83.0140,-57.2577,-62.4877
134,117.6471,83.0140,86.6770,-62.4877,-42.4626
135,118.4874,86.6770,65.9760,-42.4626,-5.6360
136,119.3277,65.9760,72.7542,-5.6360,176.1352
137,120.1681,72.7542,67.6690,176.1352,-49.5559
138,121.0084,67.6690,75.9368,-49.5559,3.7981
139,121.8487,75.9368,84.5670,3.7981,-92.7406
140,122.6891,84.5670,74.8617,-92.7406,54.8957
141,123.5294,74.8617,71.9951,54.8957,50.3576
142,124.3697,71.9951,67.5430,50.3576,178.7003
143,125.2101,67.5430,35.3975,178.7003,35.2643
144,126.0504,35.3975,72.3310,35.2643,-50.2511
145,126.8908,72.3310,67.2615,-50.2511,-63.7294
146,127.7311,67.2615,85.4880,-63.7294,-47.2400
147,128.5714,85.4880,69.2578,-47.2400,-57.9721
148,129.4118,69.2578,62.1500,-57.9721,-9.7460
