t_s,theta1_deg,omega1_deg_s
5.0000,58.1428,-242.7147
6.0000,68.2790,-452.1809
7.0000,52.0830,-173.8345
8.0000,70.0648,-350.0941
9.0000,56.5837,-162.0404
10.0000,67.2900,-355.2681
11.0000,44.2909,-170.8728
12.0000,67.1957,-311.0962
13.0000,61.3606,-278.7641
14.0000,61.6957,-172.1633
15.0000,67.2304,-348.6863
16.0000,46.9121,-413.4963
17.0000,60.9963,-540.3715
18.0000,45.6943,-277.5053
19.0000,62.2608,-265.6428
20.0000,58.3078,-137.2409
21.0000,68.2604,-323.3008
22.0000,58.4626,-261.3422
23.0000,60.2775,-174.7128
24.0000,67.2440,-355.5864
25.0000,41.0951,-540.3334
26.0000,62.9811,-277.6424
27.0000,49.1677,-422.2393
28.0000,71.7877,-366.5341
29.0000,55.3447,-127.1588
30.0000,69.9487,-339.6607
31.0000,52.6510,-517.5412
32.0000,63.6957,-469.7050
33.0000,53.0265,-288.1177
34.0000,62.3083,-230.8202
