t_s,theta1_deg,omega1_deg_s
6.7910,64.8923,155.6805
7.1955,-36.3427,-638.0129
7.6200,-33.5986,296.0641
8.7750,45.9372,44.0389
9.2181,-40.3810,-596.0325
9.6275,-36.7208,289.9242
10.8283,75.0710,24.8311
11.1856,-41.2812,-617.7758
11.6343,-32.3748,426.4414
13.7691,44.3443,87.3023
14.1914,-25.9430,-704.4178
14.6446,-32.6945,272.1549
15.8738,94.1070,-50.2798
17.1029,-3.9649,-676.7629
17.7365,40.4099,-32.2249
19.7947,62.8590,69.7522
20.1356,-3.9066,-825.1497
20.6532,-27.8506,319.2897
22.7666,44.5359,96.2986
23.1998,-31.6525,-681.0488
23.6368,-34.4982,327.4839
25.6975,12.9018,137.4197
26.8823,95.1710,-48.8405
28.7934,52.4468,61.4154
29.1653,-17.4460,-755.8344
29.6506,-29.6089,277.8336
31.1754,-47.8176,-467.0632
32.3102,-85.8515,-171.1341
32.6757,9.1970,-4.8415
33.7353,23.6753,97.8935
